Protein	ACTB_1	ACTB_2	ACTB_3	CTNNA1_1	CTNNA1_2	CTNNA1_3	EGFP_1	EGFP_2	EGFP_3	Empty_1	Empty_2	Empty_3	KRT8_1	KRT8_2	KRT8_3	LMNA_1	LMNA_2	LMNA_3	MAPRE3_1	MAPRE3_2	MAPRE3_3	NminiTurbo_1	NminiTurbo_2	NminiTurbo_3
SLC1A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12502.423	0	0	0	0	0	0	0
MCAM	223397.17	51405.883	138359.78	83883.91	145823.97	130893.914	353881.8	254252.47	348814.47	0	0	0	28420.533	37200.793	10016.798	60781.312	80716.03	75707.19	14448.78	9258.277	0	7926.0493	0	7897.444
MATR3	239563.38	108466.1	237832.9	126598.375	40991.168	24838.191	628243.75	708345.94	828472.94	42030.242	77477.99	29982.535	145289.3	217955.95	196587.1	219294.05	497803.8	240407.92	57213.836	29370.762	53704.336	52115.766	32659.902	43996.254
MSH2	0	0	14433.589	0	0	0	61197.445	41287.168	51763.504	0	0	0	43447.176	79239.67	82592.734	157920.16	331414.25	86815.34	0	0	0	0	0	0
GPD2	70555.7	119030.4	174235.53	92730.3	114719.7	44453.547	83623.95	285833.03	184500.48	97782.09	169261.02	119194.18	81939.88	108749.47	45944.156	86448.51	91815.664	37540.258	34699.367	23961.172	14210.398	82519.22	96813.19	89926.67
SSR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30479.74	0	0	0	0	0	0	0
MAGEA1	29309.746	0	40118.727	0	0	0	23587.328	42130.65	52059.625	0	0	0	44895.5	53566.535	77865.58	0	0	0	0	0	10876.492	0	0	0
PTPN9	0	0	0	0	0	0	0	0	5245.1797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RANBP1	40605.96	34844.445	72440.56	11856.025	0	12328.579	39193.87	65300.625	47508.53	0	0	0	40353.25	33586.473	57135.79	0	0	0	18127.336	21670.771	19009.953	0	0	0
NAMPT	0	0	33381.64	0	0	0	51200.656	0	65146.574	0	0	0	17546.92	15760.413	68211.18	0	20389.115	0	0	0	0	0	0	0
PSMC4	12816.357	14540.182	31035.055	0	0	0	18594.367	18712.152	59253.004	0	0	0	0	16229.26	43324.17	0	0	0	0	0	0	0	0	0
TSFM	21957.82	17965.988	26779.516	49893.637	43931.37	19951.152	34632.15	74482.164	100278.734	50241.848	95849.336	56129.77	27893.8	53699.617	35275.08	25873.785	35785.848	23421.596	26479.223	16541.604	16140.942	46407.156	54431.117	44723.227
VDAC2	817766.9	735825.1	1007865.1	241847.78	240057.6	237702.34	639073.6	1114970.4	1287560.9	174690	234505.4	176706.66	964332.2	1009483.1	1116388.1	975957.44	1333761.9	627149.8	281950.38	592803.4	388981.34	170332.78	148956.83	232144
CBX5	0	0	23737.955	22057.363	21536.693	14890.34	14753.549	173738.42	201961.78	9993.084	0	11316.12	30977.385	9372.167	0	72179.94	80077.89	121400.81	26604.32	26874.96	24134.29	16466.451	15129.738	16083.98
USP5	359721.84	336229.94	481878.22	240675.25	239621.5	159605.25	598309.4	808172.94	1005798.6	271238.4	408880.06	299642.44	380763.16	470202.7	629907.3	439887.34	729387	339652.56	169829.78	134079.08	153304.98	287182.94	279326.66	219925.4
MKI67	3414694	1926055.6	3575014	549747.9	633614.94	537845.7	1.48E+07	1.40E+07	1.52E+07	33213.082	12821.848	46314.996	1479497	906784.1	1561296.5	8682741	1.18E+07	6819335.5	2960995.8	3264246	2834060.2	422639.16	412262.47	486456.56
PHKA2	12936.846	6005.1333	21756.172	0	0	0	53005.07	58001.152	87209.34	0	0	0	18445.367	26308.395	76219.516	0	15365.984	8051.081	0	0	0	0	0	0
PHKA1	0	18173.621	10623.904	0	0	0	26718.773	45155.08	52904.777	0	0	0	12878.171	0	42236.613	0	0	0	0	0	0	0	0	0
RANGAP1	1178822	614707.25	1646073.5	207530.66	192032.12	121075.914	886936	1379776.8	1107203.1	22922.562	35769.59	21090.738	764769.25	538607	920115.4	202080.2	166419.81	162996.73	277516.9	259093.42	326481.47	18025.215	35384.95	27555.104
RECQL	25690.31	89391.95	52671.266	8421.252	23965.764	0	528765.5	473696.06	822880.06	39728.68	77381.125	47793.305	84832.79	22572.062	73071.83	217197.92	577657.7	320266.5	22649.004	0	17793.672	48433.71	17539.354	42352.605
NOP2	21089.28	11435.016	24261.754	0	0	0	183307.72	171216.5	150761.67	0	0	0	15902.305	47626.836	50073.49	59885.04	66545.91	36307.523	10657.737	116792.7	0	0	0	6039.3857
ATRX	31364.11	0	80761.79	0	0	0	742444.2	582613.1	851528.2	0	0	0	10234.103	0	12960.932	367851.66	591875.56	341704.4	0	25777.834	0	0	0	0
CRKL	277197.66	318228.3	286604	488767.25	597790	510972.8	402173.75	624292.5	651314.4	760884.94	1082114.1	765001.94	465722.66	510052.03	455529.53	556910.75	751719.6	392957.25	387796.2	333339.25	328079.62	571834	486415.72	700853.75
BAG6	0	0	0	21266.688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NSF	18159.137	14391.36	41269.05	0	0	0	241135.67	29073.695	214544.72	0	0	0	123938.07	154254.1	202378.3	0	25818.434	0	27075.117	34086.156	0	0	0	0
BRCC3	251451.53	221737.83	336828.1	0	5858.5825	0	582323.5	622550.1	891867.94	0	0	0	343141.78	443999.28	607570.9	72179.49	152660.11	73307.67	87134.63	74116.05	61317.562	0	0	0
RPL27A	253806.66	256363.12	268862.1	292834.44	316951.84	233313.2	270172.7	325105.38	263267.88	312398.2	418903.4	388505.88	335109.66	304054.72	273853.06	366587.5	419323.44	299650.3	300186.06	228028.27	103745.055	262772.25	299207.94	269851.7
RPL5	242693.28	206409.84	262525.16	95316.21	88255.84	68958.55	355056.9	330676.94	472158.66	75714.86	92212.39	81296.75	338498.78	384160.28	475813.2	548350	492057.5	267434.03	106839.555	130805.71	90704.86	80516.914	75273.625	77868.12
RPL21	336402.84	267634.1	483351.34	159944.5	180604.53	105728.86	186431.33	423280.47	675319.4	108032.86	131071.95	182985.23	324698.34	401507.34	550047.25	733709.44	411097.4	277873.06	236657.45	172671	189125.86	111419.01	123880.33	127685.26
RPL28	109355.61	101790.25	119274.39	57652.367	60520.375	30448.186	77704.78	130945.59	293026.56	33581.676	37578.914	57807.26	134745.89	137651	224333.94	128771.4	132540.56	95540.67	69437.695	61738.14	63311.99	31144.836	30529.258	42188.94
RPS9	722073.75	569761.5	762839.4	196081.78	192153.97	134237.97	459699.62	906581.94	1120880.6	124923.07	151121.31	201209.62	874725.3	704401.9	695473.6	468819.47	748480.25	449884.03	326419.12	289057.4	311145.97	122642.78	118879.97	129565.95
RPS5	39653.63	36320.742	56951.83	0	8427.473	0	46643.977	86353.23	107835.34	0	0	18362.264	0	52038.08	70923.34	28371.504	73077.02	21799.021	0	0	0	0	0	0
RPS10	0	0	0	0	0	0	11704.324	8861.443	14257.08	0	0	39621.887	0	0	0	0	8568.11	0	0	0	0	0	0	0
MAP1B	1.85E+07	1.68E+07	2.22E+07	4535425.5	5255640	4763958	2.99E+07	2.88E+07	3.44E+07	185529.6	197098.73	253153.64	1.76E+07	1.91E+07	2.48E+07	2126494	4067947	2144185	1.65E+07	1.70E+07	1.56E+07	1199333.8	1190796.8	1490601.8
GNPDA1	0	0	0	0	0	0	0	23671.104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEDD4	43948.47	0	19125.244	0	0	0	21377.64	10701.86	27895.479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YAP1	742029.3	686496.56	825884.25	24469.096	55991.68	50753.816	1610281.2	1324094.9	3095368.2	0	0	0	926454	895331.06	1465035.1	688316	1067705.1	632133.2	128006.44	219630.36	182482.92	8921.904	8323.894	10328.824
UTRN	598618.8	501070.3	622167.25	7596.2373	30475.832	31347.992	605354.4	521642.2	611163.8	0	0	0	115768.586	182829.45	133333.16	10753.061	0	0	0	0	0	0	0	0
IQGAP1	3177719	2842041	3771471.5	186308.19	192956.02	131981.45	1227081.2	1403508.6	2001374.8	12063.557	28019.615	18050.5	811883.4	996868.8	1221736.1	316749.12	534567.44	272856.78	335415.88	236246.73	263765.8	22605.516	6045.1016	45871.43
STT3A	0	0	23070.445	0	0	0	153459.52	25674.094	40968.38	0	0	0	59832.594	67818.72	34358.086	0	55673.16	18188.75	0	0	21409.648	0	0	0
PLA2G4A	214109.9	104087.57	215892.62	0	0	0	241932.28	231732.4	259497.22	0	0	0	121762.984	171669.62	188983.39	59347.97	33879.29	30484.756	14362.445	30683.719	7121.2603	0	0	0
RAP1GAP	0	0	17173.621	0	0	0	13860.905	0	23179.424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAPZA2	85877.64	62250.688	146330.08	25686.441	53775.54	15410.6455	68785.37	66913.55	108091.195	29351.068	42472.918	21593.596	87990.65	159832.98	177179.61	54783.574	129556.41	71728.81	24310.697	29721.086	35799.613	22377.59	18732.629	21873.324
CAPZB	9109481	7694016.5	1.05E+07	1.01E+07	1.07E+07	854555.7	8200347.5	9332310	8966595	1.05E+07	1.14E+07	1.16E+07	8903927	8575595	1899700.2	9359138	1.13E+07	7648350.5	7814262	849505.5	7805964.5	1.11E+07	1251686.4	1265396.8
QARS1	230063.89	224882.47	308680.72	65873.85	58449.883	10281.0205	282453.84	319115.3	466701.22	18352.719	22584.033	7648.878	210275.78	219451.27	251014.78	19569.645	46394.85	49820.816	55965.703	46661.137	58807.562	28062.883	34156.625	28867.713
RPL29	48183.96	31522.578	67273.49	26147.66	24889.17	15109.979	38463.36	52773.9	76527.67	17553.959	17961.201	16790.805	35117.477	42178.266	56920.19	39345.504	54325.004	30422.525	24977.738	23987.156	25640.807	13566.57	17102.654	11589.669
LGALS7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189041.86	0	0	14844.928	13182.937	0
ATP5PO	0	8807.428	1020463	950335.8	1173117.9	422082.75	0	0	1364264.9	84474.82	191503.27	468570.78	484980.3	7543.618	0	48839.46	233305.7	0	200853.78	0	18479.104	78812.56	92043.94	82733.08
LIMS1	48475.832	0	79227.57	0	0	0	53579.64	0	0	0	0	0	0	0	0	0	0	0	0	0	33915.72	0	0	0
PREP	155899.05	115638.016	0	43086.305	45534.285	37803.613	12912.367	13156.602	224476.23	0	0	0	11203.245	10189.649	18197.664	36361.008	0	0	0	0	0	0	0	0
ME1	0	0	0	0	0	0	0	0	0	0	0	19221.934	0	0	0	0	0	0	0	0	0	0	0	0
IREB2	16477.932	14378.623	5705.627	0	0	0	24912.85	13208.133	16218.551	0	0	6796.713	16635.977	5891.1626	32008.549	0	0	0	0	0	0	0	0	0
RFX5	0	0	0	0	0	0	14987.791	22915.693	28441.336	0	0	0	0	0	0	0	19493.273	0	0	0	0	0	0	0
ARCN1	166570.6	180573.72	215231.61	31427.527	29326.594	12377.952	369651.03	289501.3	352356.97	16473.469	0	30039.068	177088.84	293267.78	185264.97	89696.664	126951.28	83542.33	22946.377	40290.273	50480.758	19479.201	0	24796.672
PPP3CC	0	6968.8506	0	0	0	0	0	136043.75	0	0	0	0	0	0	0	0	0	0	174379.9	0	0	0	0	0
GCLM	79434.78	75142.664	68595.77	0	19472.781	13792.559	101716.09	92337.805	113051.14	10355.918	24484.508	11552.616	106513.984	93113.42	57696.125	59672.164	89959.97	55371.703	18073.896	22864.383	0	0	0	14131.6875
NRIP1	0	0	168919.56	0	0	0	24485.416	205711.77	0	0	0	0	0	0	0	79415.875	118987.1	52783.89	0	0	0	0	0	0
TRAPPC10	0	0	0	0	0	0	3460.1936	0	0	0	0	0	0	6342.2246	6648.753	0	0	0	0	0	0	0	0	0
PRRC2A	776519.44	487573.5	997526.6	39769.11	49366.664	42450.508	1752901.5	1583819	1505394.6	0	0	0	675979.7	633069	990527	23385.6	65231.895	19509.387	2097066.8	2272209.2	1855255.9	0	5945.4067	0
CCT5	777746.5	663238.75	940669.6	313494.88	318581.12	201007.06	843967.25	919164.75	1111971.4	280601.06	441104.06	247464.64	495366.28	699928.2	927917.5	245344.25	439539.16	191772.05	226667.81	219690.31	204769.42	235183.83	166054.97	250079.86
PTDSS1	41068.043	39711.895	67191.195	15906.551	0	13221.556	67319.85	83906.07	127836.14	0	0	0	93684.984	100955.64	83866.66	81868.375	161492.61	84973.83	28600.43	29362.219	23262.158	0	0	0
NES	1208712.8	439291.6	1396631	7943.1987	0	9490.494	3280866.8	2112177.5	2154810	0	0	0	2844244	2910646	3312595.8	0	0	0	49627.85	14977.842	50466.32	0	0	0
CSNK1A1	35296.727	15022.432	32967.477	0	0	0	38944.85	49949.19	32750.08	0	0	0	126356.3	135487.56	221839.31	42934.85	15710.947	29061.26	6204.8477	0	0	0	0	0
CSNK1D	0	0	45260.36	0	10940.398	0	55752.234	0	102922.09	0	0	0	0	62979.875	96957.31	0	0	0	0	4218.6	0	0	0	0
PITPNB	0	0	8882.58	40480.3	21487.787	0	0	19299.633	17255.143	37747.707	62544.992	17088.023	0	0	12594.434	0	0	0	0	0	0	18351.781	40205.652	19423.178
POLD2	0	0	50077.03	0	0	0	0	0	0	0	0	0	17099.324	49632.32	45171.016	13279.771	0	0	0	0	0	0	0	0
PXN	269538.66	267828.06	305416.44	17444.93	28159.537	17987.75	374132	251850.7	494400.16	9660.22	10916.184	0	370665.97	284785.94	705335.6	10714.795	0	0	22382.404	12791.217	28465.234	14457.986	0	0
CAMLG	0	0	0	0	0	0	0	0	3448.727	0	0	0	0	0	0	61431.016	125002.51	36199.594	0	0	0	0	0	0
ALDH9A1	0	0	0	0	0	0	0	0	0	0	0	0	48106.41	0	0	37774.133	0	0	0	0	0	0	42871.453	0
RPL34	87144.516	62970.43	72529.91	0	0	0	97444.52	116177.31	85343.54	0	0	0	57231.688	70320.49	44037.727	32257.002	39301.652	60863.42	0	34395.715	0	0	0	0
LMAN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17007.58	44696.312	19094.207	0	0	0	0	0	0
NASP	93611.56	45293.18	109396.2	28501.074	36202.18	12587.191	550274.56	507318.44	608587.9	20058.469	53310.57	16221.266	20544.537	36839.754	96173.8	319463.4	477628.62	266615.7	35299.695	40861.86	7372.06	32081.29	36149.23	32318.652
FASN	8206171.5	6937619.5	9079067	1592899.6	1728955.2	1304947	1.13E+07	1.00E+07	1.29E+07	716013.75	973713.3	725483.3	7725968.5	8498932	1.14E+07	1614431.5	2680681.2	1477497.2	2822659.8	2788208.5	2589677	808072.94	854906.75	816316.8
CCT3	1176126	557313.94	1773967.9	300175.06	441249.94	84775.05	1520868.9	1507894.6	807876	392554	701363.06	341402.94	692893.9	1192258.9	1004428.56	318593.16	825348.3	451163.75	512908.28	325143.8	181112.64	145705.97	471878.53	569756.5
TUFM	1962510	736905.75	672323.3	552199	458943.3	377961.3	2154158.8	1178042.9	1156009.2	447520.47	579254.3	470645.5	1134167.6	1181269.9	1281705.8	801951.1	1107140.6	638614.1	574511.56	490960.16	317082.16	414771.12	422162.12	446963.25
ALDH7A1	9810.944	10770.354	2194693.2	0	0	0	0	9717.667	13681.8955	23133.86	1298.749	6602.8687	11436.184	10318.453	0	0	9700.238	0	0	0	0	0	0	0
CENPF	229039.5	90126.086	582426.8	244667.27	454348.84	234413.19	2111904.5	2182996	3786597.8	0	0	0	412267.03	298950.4	424271.8	1255247.6	1789647.6	1074282.6	337214.22	391532.22	316116.44	0	0	0
SRP9	44954.027	36386.016	41112.145	19210.082	22007.63	19765.5	29726.271	50578.08	87229.19	13192.13	19402.186	13021.297	52456.06	56277.242	70650.02	40448.395	61551.133	37537.227	33914.207	28563.385	23280.05	13596.213	16144.891	16647.723
UBE2A	0	0	0	0	0	0	0	0	0	0	0	16874.887	0	0	0	0	0	0	0	0	0	0	0	0
PCYT1A	0	0	102430.95	0	0	0	160400.2	185962.88	157470.52	0	6012.667	8103.4766	0	0	0	443019.84	493087.28	321525.56	0	0	0	0	0	0
AARS1	18340.8	51215.387	49838.05	7430.8525	0	0	43070.035	64652.754	79768.625	0	0	0	12744.1875	13059.129	85747.22	0	0	0	11583.678	8024.3994	0	0	0	0
CARS1	51126.98	10441.997	66099.19	0	0	0	114748.03	23777.012	124424.41	0	0	0	0	12749.616	0	0	0	0	0	0	0	0	0	0
SARS1	86567.97	45388.36	66220.33	6269.272	6733.911	0	142220.95	138452.38	204551.1	0	0	33797.703	82725.18	85362.97	157734.73	0	0	0	12228.824	35783.938	15592.409	0	0	0
PRIM2	25454.018	10454.397	48523.906	0	0	0	182712.58	175723.31	212101.97	0	0	0	0	35250.51	12285.018	88505.06	158200.45	80136.234	0	0	0	0	0	0
CASP4	0	0	4419.501	0	0	0	0	9022.303	0	0	0	0	3277.3105	0	8355.655	0	0	0	0	0	0	0	0	0
PSMB2	10014.062	6854.9844	12749.82	0	0	0	0	0	12989.231	0	0	0	8448.074	0	44535.688	0	0	0	0	0	0	0	0	0
MCM2	4768.372	23495.205	54788.227	0	20811.82	0	113830.56	127173.77	72467.58	0	0	0	51828.03	105877.89	55160.984	77952.01	194971.05	117915.75	0	0	0	0	0	0
ACADVL	0	0	0	0	0	0	140160.34	154803.94	0	10538.933	9894.129	11211.5205	0	0	0	9873.319	28513.855	0	0	0	0	7497.3066	0	0
YLPM1	33997.906	0	36110.43	0	0	0	1038131.06	945321.3	1227540.1	0	0	0	14151.503	28941.035	43895.008	142573.11	309810.7	75587.54	10817.043	12857.366	6742.896	0	0	0
ACOT2	63741.242	33642.62	99683.195	0	0	0	43850.47	7846.55	29116.309	0	0	0	414739.5	495499.62	583317.56	0	11327.716	0	27281.129	31490.516	15395.926	11855.617	10299.501	10882.097
RBM25	10562.863	19268.742	47781.918	0	0	0	787982.56	719781.3	1042756.4	0	0	0	14012.771	0	9959.103	186981.45	260397.9	147510.73	24666.459	0	7100.1924	0	0	0
NUMB	57336.2	40903.95	129554.88	23897.348	29469.076	22056.312	153048.86	148416.97	110057.17	0	0	0	20771.525	0	0	0	0	0	19284.117	0	0	7768.0264	9562.621	0
CLK2	0	0	0	0	0	0	0	0	0	0	0	13938.464	0	0	0	13479.4375	67516.56	17655.246	0	0	0	0	0	0
EIF2B2	0	0	0	0	0	0	18759.885	0	18015.135	0	0	0	12210.012	11502.881	20262.883	0	21477.967	0	0	0	0	0	0	0
HINT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUP153	259922.44	460858.8	367526.7	12610.326	0	0	3926777.5	2790077.8	3952575.2	0	0	2791.37	498166.72	404911.8	225390.11	1.17E+07	1.65E+07	9320153	74685.984	111238.92	38214.97	44235.88	35100.344	43318.766
RANBP2	1.10E+07	7790794	1.24E+07	1536875	1580587.6	1644284.8	1.76E+07	1.80E+07	1.88E+07	67917.23	88470.13	153815.19	1.59E+07	1.67E+07	1.80E+07	2908015	4016038	2200211.2	3328005.5	3572890.8	3131917.2	335142.9	388749.2	432276.88
TSC2	517349.62	35109.51	554001	0	0	0	681914.9	245884.48	908470.2	0	0	0	159354.72	160157.47	363870.5	0	0	0	12116.428	11085.691	99057.53	0	0	0
GSK3B	0	75998.08	100850.54	0	0	0	77444.02	54297.473	0	0	0	0	0	0	31306.762	0	0	0	0	0	0	0	0	0
TAF6	0	0	11484.174	0	0	0	172859.38	136114.31	155606.81	0	0	0	0	0	0	74296.24	73770.67	31657.383	0	0	0	0	0	0
NT5C2	0	0	0	0	0	0	0	16127.181	0	0	0	0	0	0	11181.299	0	0	0	0	0	0	0	0	0
CAMP	0	0	10675.259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GMPS	107641.14	48341.023	183490.53	40430.336	51327.29	31975.871	280658.25	205352.75	319750.9	89312.664	169006.16	79727.195	113103.3	127351.34	157122.11	205024.61	248208.84	163385.28	26678.06	24083.777	50472.094	43015.188	91855.64	115214.4
LIG3	5673.206	0	0	0	0	0	53152.137	35449.668	70928.88	0	0	0	0	0	0	102169.484	37217.633	29610.44	0	0	0	0	0	0
LIG4	0	0	39280.723	0	0	0	247276.23	192582.78	354208.62	0	0	0	0	0	31610.734	9177.328	0	0	0	0	0	0	0	0
MRE11	784435.6	699764.2	817177.9	178668.84	176168.8	255614.42	1406505.6	1300168	1491848.6	0	0	0	1084273.9	779364.7	1732968.1	523578.9	767267.6	505744.03	458313.84	614769.44	568823.8	29432.088	6602.8057	31915.543
GDI2	38606.766	29280.258	70255.56	7784.6416	10257.936	0	0	10465.097	32336.686	0	0	31374.783	15704.988	15207.527	29902.885	12163.525	26771.73	8830.053	8056.921	0	8537.787	8312.733	15453.72	9067.51
EMD	200206.8	133492.1	253188.69	34913.92	32348.578	28248.652	617354.56	595182.5	782950.06	10720.492	0	12615.9795	203486.14	321243.8	247499.67	1.08E+07	1.84E+07	9809754	97013.51	68800.31	44671.703	8517.904	0	13157.242
CPT1A	63694.91	104110.58	67995.29	0	14849.706	0	45542.89	127686.89	253174.98	0	0	12179.694	88085.07	113491.25	84970.1	22753.928	55318.6	0	0	17528.48	0	0	0	0
SERPINH1	1624749.4	1466014.2	1691443.8	559149.6	568089.4	464468.47	1753818.2	2025855	2826226.8	368863.97	579775.1	345333.72	2411593.2	2740543.5	3059652.5	1848095.5	2382380.8	1374141.1	808032.4	763611.8	652440.75	302254.66	367346.1	406729.2
ST13	136910.98	94126.3	174551.19	128936.164	145692.64	86597.66	166897.3	154411.9	164648.75	95842.75	131196.84	112290.086	160110.77	147949.08	223598.69	111193.01	133307.22	84260.88	67408.27	88820.57	95124.9	91467.54	87145.85	95780.13
PEX5	303955.12	203441.62	666949.8	0	12786.601	13514.783	733459.56	682005.94	655176.5	0	0	0	961598.8	1022420.94	1469277.4	0	0	0	69939.18	87676.32	79738.97	4051.1428	0	0
VASP	345584.16	325570.06	440005.3	18389.45	0	0	77194.53	63298.062	139200.08	13725.856	11750.969	0	50770.613	57650.574	107054.55	20786.072	15596.803	10746.7	12375.214	0	3802.5923	0	0	0
DNM2	0	0	0	0	0	0	36095.336	33534.836	36310.273	0	0	0	20178.518	16603.607	0	0	0	0	0	0	0	0	0	0
METAP2	0	0	75344.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUDT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3897.0105	0	0	0	0	0	0	0	0	0
CDK7	1598591.2	0	3142117.5	0	0	0	1213744.9	225831.81	1960271.5	0	0	0	139399.38	0	1076966.5	82160.87	73661.79	39627.285	0	0	0	0	0	0
HLCS	0	0	0	0	0	9026.583	0	14908.754	21218.816	0	0	0	0	0	0	0	0	0	8587.239	0	0	0	0	0
KNTC1	47179.562	0	52780.855	0	0	0	118565.85	83776.984	139853.28	0	0	0	134690.11	120520.164	236191.58	0	0	0	0	0	0	0	0	0
LRBA	234284.78	157728.52	244016.69	23078.148	13390.912	15773.172	530002.2	227634.95	474379.62	1090.472	0	2769.1753	201547.72	223897.34	352255.2	0	0	13212.026	35434.21	87982.75	71577.5	0	0	0
RPL14	105035.945	99807.3	97325.38	71822.81	71429.68	76979.6	163963.66	171423.94	163853.34	70442.6	77126.13	106995.81	99974.83	123253.78	105614.336	82487.555	117243.23	52231.09	70878.375	61245.613	59118.797	47591	50599.54	65770.36
CCT8	6.04E+07	5.67E+07	5.79E+07	1723831.1	2003701.9	1681960.5	3.12E+07	2.69E+07	2.85E+07	616158.8	726419	727731.3	2.22E+07	2.28E+07	2.39E+07	4782776	6424144	4154101.5	4428845	4250750.5	3570347.5	1470925.6	1349743.4	1552221.1
CCT4	241870.44	200350.4	306477.2	158104.88	136780.1	66310.66	322159.84	302817.84	348373.62	106779.734	179918.64	116517.984	250720	246293.83	334381.6	135452.92	364780.06	112286.9	85180.01	69838.44	52000.383	94545.39	115231.02	112166.32
ANXA11	0	0	13420.699	0	11192.865	0	0	0	0	4716.8457	7391.7393	0	0	0	0	0	0	13836.363	0	9230.148	0	0	0	0
PAPOLA	5940.445	0	0	0	0	0	127184.22	128115.12	344410.78	0	0	0	0	7038.122	0	12954.701	80456.95	48337.1	0	0	0	0	0	0
FXR1	67600.91	65872.65	115585.12	25481.773	0	18418.154	147084.6	144477.06	213219.78	6759.3755	9987.668	7490.6367	51272.82	83197.29	177424.33	15633.26	42857.03	21358.736	77220.17	31279.28	14390.639	21990.07	20419.064	18862.645
FXR2	0	0	0	0	0	0	6972.0107	4754.9966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB5C	31846.53	0	34291.5	10312.484	0	5078.874	0	0	26533.203	32845.66	43762.42	25557.861	32573.744	23427.855	36595.21	0	0	49132.008	0	31762.34	0	31224.984	0	31176.71
RAB7A	0	0	0	0	0	0	6107.216	2793.0112	0	0	0	0	0	0	0	26130.652	97867.56	20039.643	0	0	0	0	0	0
RAB13	8549.559	0	66302.41	0	15335.955	0	0	100413.89	114719.29	6858.3066	0	10863.566	0	45709.87	33901.016	0	0	90154.37	0	0	0	0	8803.157	9084.6
RAB27A	0	0	0	0	0	0	0	0	22774.947	0	0	0	0	0	0	0	59180.65	0	0	0	0	0	0	0
DAP3	0	14506.812	13716.092	10869.815	17119.975	4027.5981	6892.8433	13899.608	13549.155	67779.984	63928.023	9567.159	30030.348	0	0	0	11820.314	0	0	0	0	40966.844	47510.594	41606.625
DUSP3	0	0	0	0	0	0	0	15893.647	24227.166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMARCA2	34699.71	20604.96	56033.89	0	0	0	113104.51	109473.34	187129.27	0	0	0	0	21148.54	46531.324	28332.63	21717.701	32114.223	152411.08	149774.56	79963.34	0	0	0
SMARCA4	274618.78	128762.02	230388.88	0	0	0	582373.1	635210.75	675208.3	0	0	0	66140.02	86325.92	147618.61	255677.2	398906.6	301321.84	20947.287	9394.284	0	0	0	0
SSR4	37837.64	64959.695	34948.344	37341.44	37293.734	51957.33	17631.988	96623.97	82812.375	54370.758	82893.984	68194.81	25228.818	128233.125	66234.836	45625.492	117847.91	55079.188	50990.605	34308.61	37246.176	41790.96	35319.96	61441.5
BCAP31	24493.45	0	31461.035	0	0	0	114467.78	92987.57	101309.14	0	0	0	0	27180.727	51258.992	43464.883	30688.4	19279.182	0	0	0	0	0	0
TPMT	0	0	0	0	0	0	0	0	0	0	21576.852	0	0	0	0	0	0	0	0	0	0	0	0	0
BRCA2	154915.31	32306.117	96108.83	0	0	7581.959	643948.06	553352.1	522646.28	0	0	30719.242	78027.09	73565.37	134139.86	496097.66	846354.2	313452.12	76199.57	63298.957	37752.72	0	0	9072.786
MECP2	0	0	0	0	0	0	14178.966	13680.331	17648.848	0	0	0	0	0	0	25943.615	27843.156	0	0	0	0	0	0	0
HCFC1	294366.97	289944.16	417937.8	64269.63	56331.594	42267.426	2999205.2	2792854.8	3484773	15380.251	21744.436	16034.986	210170.61	268757.84	320601.94	1000301.8	1616029.1	949063	391499.56	355768.12	287098.44	69428.59	60946.086	72973.695
IRAK1	18523.654	6830.409	17409.031	0	0	0	18894.127	9729.017	17968.271	0	0	0	51660.586	73127.03	116594.43	0	0	0	0	0	0	0	0	0
ALDH3A2	0	0	10105.742	0	0	0	10518.598	0	0	0	0	0	0	11359.734	20500.4	16549.076	36768.74	21132.434	0	0	0	0	0	0
HSD17B4	0	0	7695.915	0	0	0	11064.226	0	0	0	0	0	0	9157.046	0	0	0	0	0	0	0	0	0	0
STAT5B	21738.438	0	0	0	616834.44	0	352330.97	447433.7	264229.94	0	3760.0786	0	77184.84	35162.203	95157.055	0	7262.716	0	0	0	0	0	0	664532.1
USP11	0	0	0	0	0	0	6556.326	7013.284	34841.008	0	0	0	0	12754.389	0	0	0	0	0	0	0	0	0	0
RPS6KA3	16639.14	0	0	0	0	0	26101.367	25872.707	33217.293	0	0	0	0	0	0	0	0	5415.3467	0	0	0	0	0	0
