Protein	BirA_1	BirA_2	BirA_3	BirA_4	PSMC2_1	PSMC2_2	PSMC2_3	PSMC2_4	PSMA4_1	PSMA4_2	PSMA4_3	PSMA4_4
P36639	152924.5156	118967.7344	102120.8828	91205.78125	81640.32031	92722.1875	135737.1719	54033.21875	47384.34375	65537.5625	67309.64844	64248.8125
P36776	105011.8672	115453.0625	67737.625	79570.79688	63208.72266	36321.41797	62118.30078	40769.73438	44675.73438	39516.76563	45577.75391	56787.18359
P36871	66744.53906	63779.58203	58041.44141	39432.45703	55951.14453	36144.45313	47716.30078	48105.03516	10461.76855	87243.24219	100350.1563	108662.8984
P36873	790037.8125	1223387.125	749754.9375	721727.5	579835.1875	642013.9375	789375.4375	920811.625	1353520.25	1292998.125	1441350.5	1942879.5
P36915	118146.6563	146975.25	151776.25	128807.1953	149486.6563	143489.2969	235729.5469	129389.125	233574.75	142534.8281	104892.2969	177901.5938
P36952	26340.70313	457287.4375	82665.84375	76203.10938	70748.27344	90550.58594	39903.90234	103589.4531	83928.74219	57926.30469	63235.60156	215897.9063
P36954	63939.38281	68151.91406	108094.9531	146644.4688	90698.65625	61767.46875	49236.01563	204130.6406	156711.1563	123349.8906	67156.15625	114078.0781
P36957	521191.1875	584043.75	496456.5938	630763.3125	348313.2813	339059.9063	315476.9688	368826.25	85024.21094	352120.1563	335897.6563	217234.6406
P36969	129281.7422	111821.1563	118868.1719	146388.5781	294170	177803.8125	264249.0938	147239.125	206960.1563	157181.6563	146374.0938	115390.6406
P37108	1066088.125	1043476.438	1307750.625	1057187.75	435295.4375	367291.375	416674.9063	378589.5938	604032.875	554476.625	477226.3438	537922.125
P37198	4909000	6208593.5	5109913.5	4628020	2449670.5	2281124.5	2213471.5	3217590	1358792	2758005.25	3333714	1949581.25
P37268	20340.25586	16883.64453	12758.78418	13184.81348	32017.19922	20052.71094	27857.39453	18716.45313	20959.6875	16862.20898	12653.23926	21080.7832
P37275	75495.51563	78026.15625	67748.16406	41473.47656	57564.92578	39078.96094	31600.41016	32430.33203	62756.80078	133510.0156	111881.5938	94857.21875
P37287	145629.8438	236353.8438	202960.4844	107233.8281	85188.78906	204197.0938	129821.6875	134642.3281	86372.50781	90935.21094	82803.45313	156136.875
P37802	202361.9375	264404.5625	235225.8281	199417.8438	531582.375	558380.3125	601532.75	552686.125	247873.2813	542495.875	596684.625	425586.3125
P37837	79668.92188	129151.7266	88314.47656	65813.94531	53578.02344	66553.75	79223.85938	51270.28125	2028261.75	178515.5938	177264.625	247813.5
P37840	66661.83594	101342.5234	106964.75	106505.5938	306155.6875	210764.9219	333322.8438	186341.7031	136783.25	365852.8438	466066.0938	261583.5313
P38117	97671.51563	138806.6094	210660.7656	189339.9844	342818.0938	247003.4531	358926.8438	381153.6563	130736.8672	186529.4844	252816.9688	171066.9688
P38159	357817.5625	80183.67969	184542.5313	277085.5938	22031.51563	18628.71875	26039.36719	20621.24609	313914.9063	74933.42969	30188.55859	170218.2344
P38398	38430.98047	53200.12891	41155.04688	47370.26172	53920.02344	44961.06641	45158.61328	50362.10938	53160.91406	102075.6797	106011.2656	84378.9375
P38432	185527.25	189472.1563	219848.8594	318771.8438	47549.82031	62662.52734	43574.05469	58436.875	227908.4688	399118.8438	402246.0938	306670.125
P38606	65004.78125	116091.9531	74881.28125	71592.97656	211005.1563	188369.7344	187892.1094	235154.4219	104800.125	174457.5313	189430.2188	127423.2813
P38646	420249.9375	470978.2188	375610.4375	272644.1875	237094.5	368862.875	310837.875	277511.375	226798.75	303372.3438	298428.6563	139511.2344
P38919	230774.7656	260944.6563	293638.7188	372612.25	194993.8438	124351.6094	154682.9688	121656.3359	256027.1719	173504.2188	132133.4063	364256.4375
P38935	48340.03125	78336.24219	76806.26563	78776.44531	104339.9063	51110.35938	63446.09375	49982.58594	26233.08594	62482.67188	70670.59375	58989.01172
P39019	83561.67188	238750.3594	198446.4531	93960	102383.3672	62506.75	78468.34375	74009.55469	80716.75781	154870.8125	97770.36719	43228.42969
P39023	1245406.5	885006.875	1090888	1430547.75	794660.75	606192	739330.5	1145372	548224.3125	872058.5	1036400.875	938567.5625
P39060	20535.52148	25224.73633	15274.88672	26662.41992	19808.06445	18252.23438	13596.30566	7170.399902	53163.94531	32510.20508	55440.99609	41864.03906
P39656	400168.4375	550532.3125	539693.3125	347418.9063	217016.4531	229065.3594	243661.4688	300490.3438	84595.94531	159841.6563	168677.8438	81375.13281
P39687	73863.99219	128557.7109	137288.5938	52700.21484	36279.97656	32348.51172	57289.10156	21010.46875	13780.72461	41385.69531	68986.5625	24678.81836
P39748	223951.6563	254706.7813	308540.4375	274387.9063	93654.45313	115965	111093.8125	100946.1719	172223.0625	302094.0938	321463.25	240783.3594
P39880	70117.03906	91283.94531	84721.85156	55082.30469	40131.61719	39559.24609	41827.54297	38028.78125	160772.1406	201490.0625	203958.5313	167878.0625
P40123	60858.10938	47728.91406	50469.56641	44321.5625	120270.8516	122107.875	116558.8828	104481.5391	68796.78906	83688.74219	58701.26172	67311.55469
P40222	112658.0625	99507.44531	112540.9688	121645.7188	284855.4063	204403.625	213885.4063	204304.875	152879.9688	188614.9844	194290.1094	189144.25
P40227	306483.1875	640064.6875	649186.8125	557016.75	638769.4375	835158.875	686817.6875	680677.375	629536.4375	777553.5625	818872.75	777187.75
P40429	256320.2344	476302.5938	374903.6875	401794.2813	414059.1875	230615.5938	378186.0625	333744.875	232584.1563	251035.9063	220236.8281	63263.08984
P40616	267969.0938	349164.125	327952.8438	294838.5938	328807.7813	401125.3438	283697.7188	223183.6875	51011.79297	141555.6875	110222.5781	153767.25
P40692	142730.1563	114552.5547	82641.70313	81309.94531	91326.65625	90931.50781	99054.92188	136373.7969	101171.4688	151031.8125	144543.7656	143153.2344
P40763	104643.8281	105301.0781	110424.875	104172.2813	219631.8594	219283.7813	269339.3438	158061.75	110109.5703	172772.2656	117946.6172	150311.6406
P40818	44623.04688	42110.60156	46888.9375	65312.03125	93819.07031	106015.0156	110256.3906	100579.9688	114192.3672	82173.64063	105460.0234	148332.5938
P40855	35831.89063	20354.64648	44759.84766	29976.4082	38036.02344	78266.02344	54798.14844	49262.53906	107310.1719	41473.99219	39291.80859	52672.25
P40926	75572.29688	72704.90625	58572.03906	43704.125	37029.84375	15369.50781	45193.4375	42448.33594	80711.10156	36910.35938	46951.51172	68967.71875
P40937	71099.9375	99553.53125	82172.21875	75675.125	68888.69531	73053.8125	69092.50781	60011.98438	55188.54688	71286.89844	58587.71094	79027.125
P40938	75411.09375	72273.79688	70599.79688	86159.40625	82841.63281	72794.8125	85689.11719	91339.50781	80760.46094	129960.6875	105759.7344	89982.76563
P40939	386151.5625	573490.875	312181.75	280417.9688	254171.0781	214912.7813	257804.5781	304979.375	150006.375	143067.0938	216621.1719	138551.8438
P41091	924668.5	1152731.75	1129077.25	893605.125	1043832.125	1193978.5	1154242.875	917316.25	414795.0625	634591.625	615146.6875	473325.125
P41208	43863.73828	33540.42188	34714.81641	44531.91406	20111.55078	18325.79297	16519.125	20048.28711	59734.14063	33520.25391	31021.70117	92131.47656
P41214	29674.66797	26847.91016	27281.79688	27810.03906	37784.61719	28592.64063	37997.8125	34097.97266	29635.86328	20447.45117	19703.67188	85720.9375
P41223	186974.2188	144996.4375	206162.4688	276839.9375	38531.96875	29297.4668	28204.25391	38981.73438	100150.5547	83676.29688	100564.1953	51801.71094
P41227	265290.1875	246946.8906	308621.4688	280498.3125	212769.7188	181810.4375	158766.6563	175939.5625	81917.27344	126822.5313	176908.3125	170987.4688
P41229	46349.34766	49053.64844	58060.44531	44192.09375	65223.16016	72963.57031	76362.94531	53002.14453	18696.67383	68848.00781	64263.125	42473.5625
P41236	77599.10938	71132.76563	96641.63281	84145.5	161669.8125	168225.6563	190145.875	119549.0156	122696.4922	225598.7969	196506.4063	129578.4063
P41240	169852.3438	173877.7813	143317.1719	152941.8594	279340.3125	211764.0313	270795.0313	275699.25	149127.25	183359.5469	201456.7344	180382.4531
P41250	292267.5938	373995.8438	257478.2813	274510.3125	163771.0938	144869.7813	167079.5938	212890.8906	111467.2969	102112.3281	121497.9141	87488.98438
P41252	425181.8125	442950.4688	378678.625	388955.25	682945.6875	787513.3125	729289.25	773182.375	429160.9688	385705.0938	368315.5625	395458.3438
P41743	37547.59766	35152.24609	85664.78125	68388.125	54349.03516	52651.84375	58314.17188	44649.16016	12264.16211	23365.27148	17019.24414	32866.85156
P42025	106536.8359	88398.48438	75424.82813	75277.65625	88084.9375	82730.02344	64050.71875	76921.82031	92434.22656	59825.60938	77848.96875	39896.03125
P42166	110438.8984	108010.7344	120712.9297	115746.9531	113418.0625	122252.5313	93860.39063	92616.32813	215828.6406	418870.5938	412337.1563	365342.625
P42167	226500.8438	325038.5	308519.4063	319578.1875	110683.0156	159403.7344	104852.1641	135434.375	170661.8281	217863.9531	245441.4063	127014.4609
P42224	201286.4375	286722.6563	263252.4375	218434.9063	322052.4375	417385.3438	249632.9375	246475.5938	175905.8438	218533.5313	254649.3281	249766.25
P42285	275056.9375	498627.5625	355110.125	280369.25	294556.2188	273082.8125	319860.125	276406.8125	253035.0625	413157.5	488506.2188	271735.75
P42336	44512.29297	34744.82422	29841.45508	45667.58984	61176.69141	58070.41797	71176.6875	71149.6875	108000.3906	48952.55859	46251.81641	112829.3828
P42338	10145.36914	5055.722656	5264.48584	7581.907227	12136.97949	18332.04492	15767.17773	13494.41406	7857.645508	12928.2002	11050.53027	3587.818604
P42345	41815.77344	36369.91406	37739.53906	30750.07422	62064.57422	56880.6875	53574.92578	59025.55469	30659.54297	39247.21094	43039.11719	40538.95313
P42356	76484.82813	74536.85156	54160.65625	50990.72656	120830.9531	106501.1406	138804.4063	137054.1094	69191.98438	89504.15625	56681.17578	105906.0234
P42566	121967.3281	147952.625	141468.9375	111912.9609	249885.625	268740.875	274360.8125	253304.9375	186471.2969	196224.3438	257828.7344	225090.125
P42574	100055.1484	70116.58594	84438.55469	87813.63281	150493.9375	139123.2344	154571.125	110698.4453	179271.4375	142988.7656	144089.9844	58642.00781
P42677	26927334	25139582	27560870	26391262	29065486	37340572	33141090	25719412	13016067	15715970	16756892	13040721
P42684	118302.7891	114726.2109	137669.2813	121276.5	136918	152518.4375	135998.7656	114570.25	58982.11719	117899.4688	97593.99219	67835.01563
P42694	817377.5	1286536.625	931216.4375	985354.4375	396987.125	454422.625	431871.625	519090.5	190460	278389.9688	272391.5	243837.5156
P42695	31924.91602	59414.65234	35551.11719	36819.48047	49836.24219	35643.76953	44083.94922	38368.80859	38595.14453	33228.20703	45115.48828	36974.80078
P42696	123376.9219	104863.2813	142603.0313	190976.8125	60783.34375	44293.28906	57311.20313	44873.1875	96035.88281	85397.76563	136087.5313	124925.1094
P42704	218872.7031	196765.9844	168778.9688	143699.875	95814.375	63597.47266	88348.26563	64725.84766	51356.39063	63506	90898.46875	85024.82031
P42765	326516.2188	417040.4375	362806.0625	254463.4375	158355.2188	154639.75	216571.5781	102273.5313	115875.4063	101250.6094	159944.9375	111556.7109
P42766	1307321.25	2303199.25	1861287.875	1219846.875	526902.3125	231679.375	533169.6875	389004.6875	413144.7813	240300.9063	351741.3125	410947.3438
P42785	10095.15332	13532.49219	9161.010742	4341.666504	14486.70605	11392.44434	13336.03516	11857.52539	6000.897949	4156.521484	7398.710938	2318.38208
P42858	65288.96875	61416.15625	63375.5	60591.4375	89498.02344	83170.47656	85228.90625	81554.84375	53414.21094	66005.64844	51125.26563	53440.4375
P43003	28177.14844	63660.31641	71201.57813	27328.67969	34807.17969	47588.40234	42948.52344	25808.46875	56435.71094	23357.45117	20014.27734	52739.92969
P43007	51902.57422	55046.5	43983.23047	31430.90234	47970.99219	52874.35547	49267.36719	48665.83203	16009.52539	23065.04492	18859.29688	43160.42969
P43034	81028.64844	60814.51172	57476.15625	38613.62891	138107.2969	158536.5	117622.0391	116526.0391	76880.11719	89275.85938	136264.25	91047.9375
P43243	252458.3594	333138.125	330351.1563	432595.5313	115433.0781	138506.0156	141571.2813	191718.0625	139023.4531	188547	232518.4844	197739.5625
P43246	278268.5625	401866.9375	317842.875	264642.875	196221.7188	225459.25	168573.2969	189164.3906	157308.9063	264358.1875	306466.2188	155333.4688
P43307	417366.5313	477692.1875	489935.7813	294969.25	545447.9375	401657.3438	611390.4375	329173.125	117039.3203	762686.1875	847559.6875	127884.2422
P43378	370272.4688	127273.9063	122392.2188	169214.6563	159941.0625	108606.0469	115278.4297	100134.5703	160018.9063	241323.9063	64926.95703	58682.38672
P43405	32494.99414	36711.52344	22994.32227	14454.75	36550.60938	37285.58594	28402.41406	35114.28906	48399.93359	10553.5332	17085.49023	48187.39844
P43487	434898.9375	573036	479454.7813	476492.6563	1036136.5	1064173.125	860119.125	932066.375	536050.75	610529.375	405350.3125	320471.375
P43490	585390.4375	849309.875	661057.3125	540257.375	416886.0625	476740.5625	413577.4688	456362.875	202509.8438	297572.5313	396110.5938	266753.875
P43686	59062.07813	75882.75	75194.67188	47214.21875	1722989.25	2026931	2039914.75	1479229.5	180169.25	391670.0625	498631.75	306108.9375
P43694	222408.0313	279343.5625	360959.25	243368.4063	131379.875	161155.4531	227807.9063	232915.3906	193418.2031	135526.5	155261.7188	141549.375
P43897	240982.7813	253328.3906	236534.6875	208848.5469	129342.125	130300.2656	155904.2813	106031.2109	110935.2813	143536.3125	168001.3438	159705.4219
P45880	1480735.75	1789526.25	1688441.75	1505094.25	1227130.625	1062645.5	1125465.375	1143630.5	474121.75	773937.5625	818178.9375	436697.25
P45954	140096.0469	185067.5625	183858.8125	163730.9688	280217.1875	106205.3281	88338.57813	147301.4219	214577.5469	54858.05469	85144.50781	82704.40625
P45973	1026842	501697.0625	975105.875	1886056.375	286272.6875	79815.5	108981.7969	169995.25	1093937.75	399177.4375	268657.4375	1063471.25
P45974	79507.22656	37806.14063	71717.125	73303.24219	80044.67188	72820.49219	68799.41406	114790.8438	179444.0938	63961.14844	82059.42969	106454.4922
P45984	59230.91406	102239.8125	65340.80859	66475.23438	56293.99219	55929.09375	61648.14844	79695.08594	17779.92578	31370.23828	46928.90234	156264.75
P45985	41588.32813	67226.85938	60725.4375	47215.36328	42496.74219	30428.62891	62010.33594	41265.74609	105450.7188	46205.83594	97717.07813	55803.32031
P46013	844968.5	479822.25	719719.4375	1035857	253383.5625	112055.3594	146297.8125	160515.8438	652863.75	360284.75	358135.625	764278.5625
P46019	72674.1875	54557.875	92820.45313	67426.32813	87994.625	83713.03125	102558.4531	100290.75	168879.5469	69307.78125	60556.93359	62980.17969
P46020	45092.02734	52090.96094	44752.07813	56834.20313	132786.1406	180072.2188	189302.0938	146189.1875	55809.1875	67787.85938	80986.98438	81205.64844
P46060	242110.4688	393867.1563	321295.9063	302078.7813	420319.2188	493831.4375	680272	650546.25	265100.9688	491002.1563	487473.2188	341482.8125
P46063	121354.6641	112053.0625	151143.75	114455.1875	66608.625	68255.60938	71120.26563	70434.67188	52442.58984	85668.0625	65421.58594	78787.25
P46087	593368.375	447878.7188	562285.8125	1120937.125	152790.1406	143586.4219	127908.5391	130293.6094	563040.1875	269481.3438	225152.0781	327553.1875
P46100	84616.07031	104287.1328	113121.8594	101379.1406	39210.76953	38244.37109	42494.29297	30308.36133	47661.53125	106032.5234	125341.6563	83305.83594
P46108	73320.0625	95293.5	149867.0938	101482.1563	789487.0625	876543	772456.875	666887.625	153038.125	183993.2813	170876.25	165708.5938
P46109	141079.8438	126179.4531	124417.1094	121607.9219	515924.75	458696.8125	485812.625	435266.75	151204.75	302106.7813	343360.2188	190791.625
P46199	95735.71875	28079.61328	110297.8047	89393.73438	26262.72656	48308.625	32508.94141	23708.19336	110799.3359	101872.7031	75526.88281	56569.4375
P46379	121835.2188	126785.0078	104369.25	94856.42188	183844.6719	197005.6094	158259.4531	320288.4375	151660.7031	174887.25	199986.1563	275716.7188
P46459	160108.3438	248481.6719	229593.0313	190182.5938	165318.7344	194163.0625	166236.9375	152709.4219	122059.9609	115159.6172	153484.6094	123303.0469
P46734	119010.5781	151166.7344	188773.1094	128970.9766	127530.1094	134823.0469	135944.5313	80018.19531	60182.25	66521.03906	55183.375	71889.9375
P46736	97542.85938	106830.6094	89245.60938	124019.0781	143775.0938	135962.9063	151158.2344	145175.7656	291666.9688	113315.7891	133217.6719	449284.4063
P46776	21236568	25148982	25317550	18468932	8207556.5	9758276	8254306.5	9750813	13161110	10460843	11255162	14517166
P46777	1190130.875	826777.75	702532.375	1176781.75	799459.8125	611987.8125	775614.3125	702279.125	667542.9375	369628.4375	431405.2813	793916
P46778	1117747.75	1489867.875	2547273	2464568.5	553291.625	2871510.5	555221.9375	901427.5625	1578645.625	1483766.125	504518.4688	831518.125
P46779	4372398.5	3979517.75	4493331.5	3612527.25	4184742.75	3552881.75	3406560.25	3283086.75	1094969.125	2511788.25	2291093.75	1669318.375
P46781	2914620	4384150.5	2770689.75	2449217.5	3286283.75	2090401.625	3313473	2507394.25	560553.125	1728420.375	1777628.75	1034050.563
P46782	37208.98438	33168.27344	40358.01172	89468.36719	15798.41797	14036.04492	16323.42969	14997.73047	47587.60547	38392.78516	26402.53711	32623.55664
P46783	149333.3594	398197.6875	304749.3438	141995.0313	244176.3281	255059.2188	228207.1719	150014.7969	3590.621094	168352.1094	158992.875	15362.90332
P46821	301653.375	243161.8281	311640.4688	248600.3594	576397.8125	517851.4375	461728.5313	486771.0313	406397.625	576763.6875	603869.9375	366190.4688
P46926	29928.30469	35896.98828	32511.14844	24051.54297	81849.125	59305.40625	91802.03125	96705.22656	24777.85938	71046.46094	78935.16406	44944.93359
P46937	12852.86816	49032.11719	100838.9844	9320.005859	182099.3438	125574.5938	158269.4375	140005.75	18012.68359	39084.58594	41215.375	53467.78125
P46939	145101.5156	109966.0625	113670.7422	128109.5781	263175.6563	272539.3125	284454.25	235055.75	267497.8125	203031.5625	189976.8125	219867.8438
P46940	408034.875	195416	204499.1875	287683.6875	250162.0625	176683.9375	191017.8438	162261.3906	405230.75	140153.2813	145851.625	357900.75
P46977	154894	68790.48438	145985.3125	131116.1094	248994.5313	248866.625	244436.8125	119858.1719	47875.19531	151464.0313	136068.4844	104936.8047
P47712	74674.71094	85698.4375	163357.0313	145571.2969	96778.11719	81424.14063	109195.875	92140.39063	86113.96094	42010.75	53547.58594	81117.03906
P47736	11356.95898	8001.433594	5857.918457	10132.55859	36015.21094	40964.25781	36764.52734	27130.19922	1	28987.02344	20050.97266	13297.72266
P47755	980522.1875	591002.5625	715349.25	836353.8125	417544.5	501197.375	444226.4063	341191.375	612476.5	298849.1875	298259.875	462434.25
P47756	409156.8438	239992.0625	185376.6563	326770.75	409912.125	282090.8125	313107.4375	400158.5	1183845.5	188505.9219	225483.4063	439179.6875
P47897	156211.8281	143158.4688	132802.0156	161290.2813	262602.9375	264195.5938	309042.75	268531.7188	177218.375	193562.625	210051.0313	270766.4375
P47914	378591.6563	242819.1719	413296.25	576692.1875	271633.2813	120961.2031	182429.4844	199098.25	345844.5	340853.125	260668.2344	422609.1563
P47929	36789.02344	519460.25	34153.90625	21778.35742	19982.66602	28205.34766	39448.30078	173389.3594	103287.6719	25783.79492	42213.67188	77715.74219
P47985	277178.625	284163.1875	233985.4688	274926.4375	326794.625	297480.4063	286062.125	245526.5625	148173.5313	165593.1719	157852.75	104101.2891
P48047	104762.7969	220619.8125	122027.5469	112099.7656	58507.67969	57334.96875	88573.17188	72760.125	236660.9688	49932.50391	76669.35938	65391.92969
P48147	28454.24219	20966.89453	18182.45898	12776.96387	1	18223.29492	12773.41992	14721.63965	32979.08594	23476.97852	1	39579.95313
P48163	37394	82938.84375	76733.28125	40745.92969	223431.8438	201499.6094	227842.3438	149936.5	48700.53125	133783.7188	99596.25	116710.0078
P48382	17236.41016	21256.44922	20554.30273	11976.71875	23197.10938	11393.89551	32674.85156	14808.21875	63136.26172	101862.4297	107315.1406	65790.36719
P48426	52957.94141	39679.86328	41289.01563	37563.94922	94702.90625	143869.2969	132731.4063	84092.78125	41857.85547	96176.35938	122508.5781	57772.97266
P48444	153766.2813	218296.2188	186257.2813	170961.5938	380860.5313	267131.4375	346578.4063	239022.2813	173773.7813	179634.5625	181536.5938	151191.2813
P48506	103555.2813	102871.4063	124437.0156	129816.0547	148481.4844	174856.1563	170036.1719	130994.0859	153476.1406	144444.7344	169003.6406	175487.625
P48507	147590.9063	231971.875	163990.2188	149683.7969	205661.5625	232420.1719	174487.6094	207216.0625	126437.9453	96671.28125	86783.23438	100541.7344
P48553	67493.59375	81164.21875	34608.76563	45956.27344	125746.8516	103339.9375	94707.41406	85889.39063	62766.76953	63784.22656	75195.41406	82174.4375
P48556	94694.45313	118663.5469	86817.11719	92831.34375	290842.4688	265316.625	321058.1563	324610.2813	198752.1563	275016.5938	268136.375	159576.2031
P48634	389987.6875	516008.6875	455292.0625	503750.5625	194634.75	292826.2188	210292.3125	253754.9063	110586.8828	290193.5	193760.4219	161392.3438
P48643	359931.9375	366705.5	388063.1875	407547.25	909667.25	1141311.25	1082470.375	826761.4375	400983.3125	1170924	595485.5625	543125.125
P48681	37536.32031	65461.71094	56335.03125	34020.78125	65842.98438	39129.69531	47075.94531	59208.875	90601.65625	41881.74219	49781.62109	84425.125
P48729	125546.0781	153675.5938	146850.8281	117147.1797	167524.6094	149456.8438	198237.0938	202547.1719	98464.875	130968.6016	159310.2813	144936.3281
P48730	140840.6719	154212.8281	119527.7578	106963.0469	12153.10156	115279.9531	11003.39746	65054.30469	61553.03906	26562.12891	28412.99805	144499.2031
P48735	146938.125	192945.7031	118484.3984	112149.8359	103716.3281	63383	78779.07031	77209.32031	92394.02344	48085.81641	82305.375	59799.65234
P48960	14221.42188	24177.75391	15507.72363	10526.08008	27712.49219	24928.11523	32041.89844	28626.69141	21526.50781	11138.23828	12613.70117	30521.56055
P49005	106135.7344	244471.7188	87628.5	103965.6484	83529.90625	104892.2031	87965.65625	130726.8906	93197.55469	92382.98438	106864.6563	56395.70703
P49006	148639.3125	123737.8516	98438.64063	95420.04688	114646.6094	103616.9375	91122.28125	79079.53125	161118.1563	168031.1406	143358.625	166245.6563
P49023	44127.55859	42547.78516	45144.0625	44212.16797	294628.4063	400496.375	313307.5313	328929.1875	73955.64063	149885.3281	142352.3125	117680.5625
P49116	34505.38672	77972.35156	71214.28125	67466.94531	31340.84375	47756.71094	40225.09375	52362.32813	102303.7422	90344.28125	74728.375	99165.33594
P49189	57287.42188	137287.3906	67776.96875	142980.2188	241024.8125	280444.0313	271859.9063	239606.3281	79352.64844	55577.73047	98902.26563	259843.8594
P49207	2022155.625	598021.9375	2560851	3092079.5	461963.0938	584338.375	689601.875	542199.875	517720.4375	1286416	1112801	274208.0625
P49257	155764.4063	130638.0859	143398.5313	117864.7656	107284.7344	96047	115086.2031	118150.2578	156644.5313	81937.53125	62581.28125	54545.86328
P49321	159960.875	238779.25	248021.8125	189626.25	87529.60938	131438.6875	123014.6406	108649.2656	134938.5	390719.75	386623.3438	274986.4375
P49327	288546	263747.5	300724.9375	242626.5469	759670.375	708787.75	904699.375	519612.5	513909.4688	437547.8125	475173.6563	315610.0625
P49336	36135.81641	36099.46484	38219.09375	35349.86719	18538.94336	21887.87695	18428.74219	16570.36328	137045.7031	31379.4707	25907.74023	25274.97266
P49366	86442.76563	78103.21094	62167.50781	60188.91797	94321.38281	125308.4297	141772.875	132881.0156	37733.25391	48440.51563	119418.0703	61478.89063
P49368	147097.3594	171187.0156	145977.7969	184619.2656	360155.875	293739.2813	440394.0938	442657.4688	335968.5938	395555.9375	270298.375	268888.2188
P49406	66555.28125	91894.82813	72555.71875	52910.09375	51119.92188	42589.94141	42443.23438	58721.02344	53551.07031	18302.34766	28123.88477	93423.21875
P49411	1919926.75	3153129.5	2187384.5	1875063.75	1092672.375	1122759.875	1245592	1154470.75	378534.0313	581486.25	791957.3125	514448.0625
P49419	85704.0625	164650.5625	95516.92188	91697.75	150024.9219	105525.9453	151712.875	154339.2031	65182.21875	79474.14844	79387.36719	75276.39844
P49441	142233.3438	153899.4375	154938.25	114439.4922	125256.9844	128279.0938	116394.7266	84091.23438	41126.20703	83355.67969	119752.2656	67381.125
P49454	74368.14844	73322.73438	69758.09375	108876.9219	75135.82813	67922.16406	80575.53125	80675.67188	97530.26563	104632.7656	103247.5469	95370
P49458	2405784.5	2821254.5	3367627.5	3486442.5	872987.125	713513.4375	713223.375	811743.125	2857648.75	1522375.5	1500150.875	2854289
P49585	42238.53906	36401.00391	23611.23438	20063.56445	13705.80176	26908.88281	19530.25781	21384.16406	11510.81445	39363.8125	31013.05469	25368.84961
P49588	72065.49219	88140.6875	63867.91016	76676.66406	155124.8125	158646.1875	165015.5938	164370.9531	121925.3984	100996.2344	99243.07813	81675.09375
P49589	45953.375	60894.13281	60536.07813	70579.89844	100989.2813	92482.73438	107632.8828	110652.7969	67887.32813	50288.51172	55626.82813	63275
P49590	45732.36328	37207.24219	45318.62109	48776.16406	37068.62109	17894.53125	86151.82813	24989.9082	22059.06445	30122.11133	31262.2168	52827.51953
P49591	86349.13281	122647.4297	96597.32813	83268.97656	140637.3438	151640.5	160312.9844	167773.5156	84250.13281	107816.75	106732.8906	90240.86719
P49593	45220.52734	71828.03906	37977.34375	52491.26172	39858.69922	35700.88281	51822.375	38062.58203	59257.73047	46098.37891	65969.23438	31232.02539
P49642	56223.19531	72254.89063	68231.65625	52756.80078	81868.71875	88293.48438	83829.07813	67654.625	32889.43359	39462.23047	36957.28125	50497.90234
P49643	93374.32031	116200.8047	127332.4766	94403.14063	97650.16406	122523.4375	129579.8281	132140.2031	125832.7891	236122.0313	248103.6875	189780.7969
P49662	1661281.125	330501.2188	695304.8125	1103465.5	302384.25	14163.90137	33443.68359	64799.53906	2550493.75	70876.24219	89807.57813	2111994.5
P49674	107258.5234	151085.5938	90594.03906	97969.04688	82805.71875	29297.89063	87597.13281	88813.78906	24210.70508	24383.58789	17091.55664	19309.94727
P49711	29269.26758	42763.08594	59389.34766	63079.85547	14571.32617	17893.00977	12898.41602	12841.89258	15634.57227	43613.08594	24727.51172	43215.88281
P49720	22446.54883	64420.51563	27806.41602	42105.38281	54583.87891	64757.54297	70509.57031	70564.78906	142059.3125	787144.6875	734725.0625	537262.9375
P49721	26475.50781	26943.73633	34780.69531	23735.18359	69448.48438	37556.69531	46436.44922	51320.97656	103044.1563	298966.3125	672242	289336.375
P49736	140113.8906	274896.4063	175037.7813	151330.1719	102278.4141	99949.82031	133868.125	190668.8906	110435.375	75370.49219	111853.2969	85828.74219
P49750	128914.3203	168972.0469	160031.75	174279.8438	76839.5625	106273.3281	97312.04688	105426.5938	85438.32813	147073.1563	159827.5469	100904.5938
P49753	60515.57813	38018.57813	34524.48438	40157.25	78641.57813	63979.36719	68674.375	45574.5	34657.75781	40572.10156	51831.49219	22935.37891
P49754	40480.46875	50802.20703	57890.32813	22352.43359	148924.5469	61067.57813	147510.5781	57487.23828	55556.47266	46763.375	38048.51953	51468.08594
P49755	738310.375	1010845.625	827638.375	612699.125	482826.875	502578.9375	568595.375	445442.8125	173220.7813	327642.125	398261.6875	223795.8281
P49756	107076.3594	124965.0313	137087.4375	148679.3906	61634.14844	70111.39063	58997.92188	77883.26563	128726.5078	188383.3125	109183.9063	162022.5781
P49757	154217.2969	206490.2188	175077.9844	166009.2188	269851.4688	245910.0156	251291.125	251659.625	137083.3906	207703.5156	265932.7188	177563.1563
P49761	103172.7969	116455.2734	134828.1094	115945.3125	17736.25586	33998.25781	5653.915039	22535.46289	71503.47656	27577.42773	23765.28516	23922.69922
P49773	39681.70703	59151.33594	28630.84375	47723.53516	69716.10938	95311.64063	63466.46094	57514.77344	83365.59375	46756.36719	166704.6563	115299.7656
