Protein	BirA_1	BirA_2	BirA_3	BirA_4	PSMC2_1	PSMC2_2	PSMC2_3	PSMC2_4	PSMA4_1	PSMA4_2	PSMA4_3	PSMA4_4
Q9BQS8	38971.67969	34907.23828	32690.84375	25505.13477	78485.32031	79867.46875	76522.48438	79402.29688	117226.4766	45843.83984	39315.41797	65566.99219
Q9BR76	335401.1563	425991.625	391077.7188	444863.75	858635.5	667092.5	1072932	616299	439400.1875	1918874	1465037.25	541183.75
Q9BR77	147889.1719	63212.53906	34803.11719	94891.20313	144240.3125	163712.0938	80450.42969	123412.2422	212317.0313	55000.91406	116587.4141	222919.3125
Q9BRA0	32453.36328	42031.76563	50643.67188	39573.77344	88298.57813	68570.04688	85665.16406	83624.60938	47010.33594	120693.5781	166115.7031	65507.52344
Q9BRD0	39637.48047	38735.81641	37559.36328	50182.41406	51717.01563	74294.96875	51354.29688	41171.76563	61876.49609	61257.47656	76757.60156	67839.86719
Q9BRF8	29882.80469	62492.11719	53580.62109	37319.625	24267.84766	26160.60352	43058.35938	30002.18945	52789.37891	37287.75	55260.37891	123246.4141
Q9BRG1	110322.7188	156579.6563	103434.3594	81709.82031	533387.9375	486470.25	491545.6875	298722.1875	130715.6016	294931.5313	467073.2813	104221.7188
Q9BRJ2	413700.7813	391870.9688	465160.625	353120.9375	100786.6484	185714.7969	157632.8125	166446.0156	79642.26563	151386.2969	165112.6563	119071.0547
Q9BRJ6	127873.25	150050.875	188041.8906	137922.875	46030.99609	92905.67969	91986.3125	53412.60156	35676	99527.89063	104182.5078	82889.07813
Q9BRJ7	335286.5313	578677.6875	472676.2188	431743.0625	449704.875	421751.125	530423.6875	226385.8594	83728.17969	87604.25781	171214.6563	89133.51563
Q9BRK4	114889.2266	42365.6875	69711.26563	84909.40625	64779.25781	102790.5938	98276.375	100299.9453	215664.7813	56257.5	94783.9375	169566.6563
Q9BRK5	19295.86328	15160.26367	15504.84961	17442.85742	13590.76855	14884.5752	23904.83789	9154.300781	18690.29688	11091.2002	11340.06055	11632.59473
Q9BRL6	14490.71387	6964.963867	8592.351563	34004.87891	3614.063965	9630.717773	2031.021973	1598.001465	27003.81445	9343.976563	29053.9707	22849.66406
Q9BRP1	358058.9688	521610.9063	491148.3125	321487.8438	566427.0625	521378.0625	618751.125	511040.875	317202.125	254728.9844	363097.0938	307598.1875
Q9BRP4	32598.35156	45570.41406	48213.77344	37393.57422	575988.5	591739.4375	779943.1875	388611.1563	74340.07813	229192.5625	227287.9063	58308.14453
Q9BRP8	125476.1094	133622.3438	239175.3594	111791.9297	191373.0625	209684.6719	202581.0156	120814.7188	92452.74219	176867.9375	181094.7813	92483.05469
Q9BRQ6	83604.73438	114365.6563	98673.46875	75119.51563	69186.79688	62082.73047	83698.72656	61292.74219	41815.00781	62882.64844	54902.84375	53094.86328
Q9BRR0	38521.9375	52844.43359	53789.86328	50840.96094	27337.82227	41338.15625	28431.77344	39113.15234	26955.53516	54700.41797	52000.91797	35814.375
Q9BRR3	191688.3438	263862.6563	279907.4063	220014.3906	142841.7813	143586.9688	155655.3125	159077.25	73292.64063	96767.98438	121606.6094	100549.1016
Q9BRR8	83317.28125	117793.3906	109944.9688	106776.7109	131722.7813	142264.9219	150576.9063	143696.6406	192905.4688	321240.0625	340942.125	192635.4688
Q9BRS2	115644.1719	156347.2188	131846.4688	127271.4453	163745.875	188399.5625	154027.75	211886.2813	67992.74219	163476.8281	250380.1875	101657.8047
Q9BRT6	265360.4375	273579.75	396664.9063	524741.4375	122557.5391	125595.3438	106639.8516	126602.9297	600509.625	466635.5938	434247.875	667027.5625
Q9BRT9	52206.66016	71321.88281	55563.98438	75786.42969	36181.61328	44632.31641	42065.39453	57550.69141	97675.35156	68666.51563	56034.44922	167459.7188
Q9BRU9	114029.6719	79606.38281	160807	219770.4375	56125.03125	26987.57031	36942.16797	88744.98438	139680.4688	100851.2969	86229.21875	205835.1094
Q9BRX2	197380.5781	297009.2188	232133.0938	225018.0938	277770	193651.0938	240319.4375	181644.4219	113771.6094	140977.7188	132899.8438	108218.9375
Q9BRX5	104314.0625	101086.8906	102624.4844	123910.1797	83567.52344	72280.67188	79650.19531	61506.84766	26789.7207	124665.2969	114263.8594	33571.42188
Q9BRX8	18288.45508	45305.65234	18672.21094	2750.045898	19032.94531	17821.74023	19596.34961	11487.90723	10160.61035	21122.02734	22229.54297	30101.26367
Q9BRX9	180849.0469	168221.75	210367.4844	167218.125	63558.86328	294124.25	78257.10938	51494.33594	105773.4219	320893.4063	352779.9063	246578.7344
Q9BRZ2	1689.167236	6482.694336	13990.33105	2466.068359	31592.625	23333.21094	38711.03516	27372.83789	20936.03711	9941.505859	16938.46094	195337.75
Q9BS16	29216.03125	18765.60156	27875.38867	38893.58984	28537.17969	27420.95703	24229.25781	19346.89258	44081.14844	33129.57031	31297.19531	32049.1875
Q9BS18	33712.87891	90040.60156	24839.05469	40576.03125	189143.9375	178943.5313	181065.75	126153.7031	51821.39844	148646.4844	217652.375	67204.92188
Q9BSB4	13759.9873	3863.292969	10236.58203	6721.283203	23408.13281	15875.82324	20466.11523	14061.24414	15137.11816	24499.19727	28216.95508	293206.2188
Q9BSC4	204994.75	232909.2344	284446.5	317800.5313	121667.875	121677.7422	100382.2422	153858.875	114330.5547	174577	191215.3125	128339.0156
Q9BSD7	110598.1719	147688.8438	107869.5078	84742.32813	119126.2266	94814.07813	121690.1875	96932.01563	67560.8125	57238.42188	62010.13672	77167.67188
Q9BSF4	141027.0156	170194.5313	211927.75	184797.0313	172117.5313	193760.1094	164920.3125	156531.2344	142690.2344	103823.5781	117263.4844	150202.4844
Q9BSG1	135371.6875	223632.5	201534.4063	183861.7969	71638.39063	139505.1719	67523.28906	97603.66406	32537.60156	624914.5625	1645760.375	61984.30859
Q9BSH4	86219	116166.9609	60279.45313	65468.36328	78938.51563	68092.45313	72175.46875	68761.26563	59640.54688	43528.36328	53867.64844	59087.55078
Q9BSJ2	60568.57031	68512.83594	61865.71484	60145.72656	102650.4453	110767.2969	165545.5313	99001.50781	59654.54688	76129.48438	80922.04688	67596.375
Q9BSJ5	90322.10938	90069.65625	101545.9063	93570.40625	52799.92578	38135.44922	53635.82031	62290.35547	51166.61328	54121.28906	68416.04688	78000.54688
Q9BSJ8	91421.54688	118680.25	101805.3828	109853.7813	159773.9375	165326.2188	166586.7188	189546.4063	91714.29688	140720.6719	146552.75	115300.2344
Q9BSL1	141556.9688	196479.25	72608.36719	53524.05469	133484.1875	143682.6406	132376.25	142972.125	63654.81641	123491.1094	123803.7188	79910.35156
Q9BSM1	596893.1875	643252.5	587794.6875	779665.875	214004.7031	332897.1563	226436.0469	276255.7188	280453.75	819099.25	731487.5	497397.375
Q9BSQ5	9279.886719	17041.00391	6940.538086	5611.970703	18133.89453	15303.78711	19724.92383	18818.33984	8073.192383	13506.54688	20226.91406	5439.564941
Q9BST9	99828.79688	145313.9688	98661.36719	85561.625	94322.6875	64470.5625	21333.38086	101294.2109	228441.6094	25904.66602	60379.14844	14323.54199
Q9BSU1	56475.4375	109628.2344	85267.1875	73678.71094	199514.9688	176171.0313	185623.0938	217052.9063	168563.8125	101498.3125	69817.72656	200437.6563
Q9BSV6	124929.75	327536.9688	141463.2344	96396.39063	98433.125	111720.4922	114313.3672	166391.3281	54338.125	142863.4531	164503.75	94994.33594
Q9BT17	35928.05078	36156.75391	24511.16602	18517.87305	76485.54688	24334.08594	25234.1582	24535.27539	4873.221191	6158.608398	6182.194824	9698.514648
Q9BT23	12672.94336	13215.53516	19336.16406	21164.26563	94921.32813	80612.08594	106949.2109	104486.3203	438145.0313	93018.49219	174919.8438	46807.38672
Q9BT25	76875.95313	65687.07031	63003.89844	62353.02344	270125.125	327008.375	332732.9375	258448.9063	188662.6875	118272.6641	102028.625	158185.8906
Q9BT40	9432.260742	7544.849121	5961.928711	5953.54248	10923.84961	7953.942871	10931.58691	7751.290039	4690.639648	6829.536621	3881.431152	5105.352539
Q9BT73	50067.04688	77162.26563	44143.32031	35398.85938	29147.92969	37635.19531	58374.71484	92392.55469	122357.3438	360535.8438	355711	372138.875
Q9BT78	90388.95313	63501.58984	70531.03125	87034.95313	160223.375	149324.8281	176731.2656	153570.6719	239116.1563	762512.75	726783.625	495703.5625
Q9BT92	113655.3047	144329.8438	143335.625	108917.3281	157508.6406	179817.875	183519.2344	169836.9219	114757.5625	118972.1094	128938.5313	114520.6641
Q9BTA9	40522.4375	53209.82031	46394.36328	39657.33594	34568.98828	24017.88281	18816.67773	14743.89063	19780.85156	90063.5625	86191.5625	44573.29688
Q9BTC0	95178.03125	154235.8906	166457.9844	141987.25	69709.89844	71844.53906	65056.66016	69583.44531	141485.0156	323595.5313	276461.0938	228146.8438
Q9BTC8	133832.8125	156295.3594	152099.9219	139651.6094	46786.25391	148859	81897.125	101567.7422	28366.11523	243172.1875	249055.7031	46857.51563
Q9BTE1	1045778.625	1020312.125	952353.3125	843315.5	618485.125	579468.9375	553100.0625	545846.3125	455153.9375	548834.4375	535000.5625	424798.5625
Q9BTE3	111052.7266	126620.0703	103297.9688	113891.4375	93749.95313	83780.67969	87574.89844	97547.57813	95844.17188	96162.30469	66250.20313	110386.8125
Q9BTE6	65778.375	71969.03125	53844.89453	59564.03906	81908.70313	45853.31641	66393.82813	88872.57813	41923.10938	22360.58594	33270.25391	47008.89063
Q9BTK6	12797.06836	46227.78906	68854.21094	25559.42188	16396.92969	37479.30859	16917.35352	20514.69727	20246.36523	31780.35938	57161.98438	33451.90234
Q9BTT0	264878.0625	187614.3438	263313.5313	188206.4688	77920.51563	65824.02344	64553.8125	114185.7109	307570.5	450227.625	451043.0313	360697.4688
Q9BTT6	4038.327393	3221.377197	343.8684998	1971.99646	5682.736328	3081.23999	5793.843262	5277.340332	6196.071777	3943.732422	2854.216309	7182.144531
Q9BTV5	39048.28125	69174.95313	36391.81641	29016.36719	45751.56641	77602.42969	63053.54297	75981.0625	42326.85938	65308.11328	52078.45703	52360.9375
Q9BTW9	103551.875	101560.4688	100346.6563	87567.54688	153307.625	132769.8438	141862.3594	151842.25	71319.70313	75843.24219	104339.8984	133528.9375
Q9BTX1	169801.9063	278268.9063	253756.25	183255.3125	180869.25	193029.8125	198857.9063	207031.3125	48510.61719	156358.7188	161109.6094	116344.6094
Q9BU23	8729.777344	2022.076416	9283.854492	5858.538086	18865.56055	13565.58887	16463.85938	4563.959473	30422.76172	12716.41992	9542.789063	39867.26172
Q9BU76	335268.875	315745.0938	307679.125	341244.625	135600.6406	135547.625	116499.0156	225183.4219	503837.5	224746.7188	225645.0625	362359.0625
Q9BUB7	70930.50781	91393.92969	91149.28125	74134.19531	48579.53906	34489.23047	30977.70898	32217.89453	92391.73438	35913.96875	74408.96875	78593.25781
Q9BUF5	110047.1484	237827.3281	124125.2969	88812.70313	315582.375	307239.25	292561.9063	350742.5625	298457.1563	88202.64844	120675.0703	88867.11719
Q9BUJ2	523396.6875	646186.1875	474282.6875	638077.9375	163470.1719	155615.2813	141647.7344	185117.1094	467567.9063	337074.8438	320453.75	400753.7813
Q9BUK6	41082.97266	64052.69531	82068.5625	73881.0625	125211.25	140653.5938	132835.5	136600.2656	82635.21875	88556.57813	88813.28125	128353.4609
Q9BUP0	85960.35156	60439.57422	156030.4688	46355.69141	62662.03125	87512.28125	100443.125	121314.8594	158453.4844	68217.60156	82461.51563	114243.3125
Q9BUQ8	197780.25	220602.4688	220250.0313	164791.9375	202725.375	245377.0313	242586.3906	250704.0469	249259.25	384338.1875	454881.625	357695.5313
Q9BUT9	26906.01172	4438.149414	4359.567871	3424.857422	3132.123047	7446.57959	5001.388184	10486.94434	1536.327148	10744.28027	4254.052246	1109.27002
Q9BV10	295958.0938	391134.0625	376110.5	307742.5625	147102.4375	143574.6406	186246.375	147375	58628.13281	122470.2188	117850.2891	96440.86719
Q9BV20	118713.5234	171856.1719	157775.1719	109687.7734	84193.85938	103494.3281	81804.64063	87290.15625	57023.83203	38260.92578	65310.14063	72987.23438
Q9BV38	133015.5469	171940.3125	128667.7031	107333.1406	152421.4375	120623.375	124677.2656	131629.9688	178101.7656	135115.3125	51773.5	146568.8438
Q9BV44	48819.46094	79640.3125	91080.10938	78990.07813	160221.0156	139192.5938	157630.9219	181960.5938	80760.77344	73785.85938	72276.60938	101132.8672
Q9BV73	118570.0547	40673.5	70172.27344	89278.54688	44015.32813	37123.94531	50743.71094	41242.35938	349904.5625	41431.58984	44031.24609	211735.375
Q9BVA0	76237.92188	56982.61328	78021.89844	96920.3125	94473.48438	141186.6875	140550.7813	99309.41406	106194.7969	97470.20313	70518.72656	199395.2031
Q9BVA1	2288426.5	3476084	2065777.625	1925269.5	3443402.75	3436882	3491749.75	4025559.5	1530973.125	1107988.875	1451831.25	1379043
Q9BVC4	65698.71875	48295.76953	233616.5781	245448.375	45308.30859	79921.17969	85787.70313	79175.16406	90884.36719	80081.96875	88210.55469	567272
Q9BVC5	82141.67188	95969.29688	100845.4063	72529.78125	68294.91406	50818.13672	88273.57031	76845.00781	65753.60938	70507.35156	75136.61719	84014.78906
Q9BVI4	63676.28516	60386.05469	71200.75	89232.10938	22014.73242	18218.91016	17650.81836	15040.79785	44548.27344	65216.17969	78230.10938	67032.40625
Q9BVJ6	449429.4063	505831.625	693751.75	897311.4375	117815.8906	175656.5781	125358.6172	184375.9375	337479.1875	265684.6875	259467.5625	286184.8125
Q9BVK2	505532.0313	870758	765553.4375	495764.6875	1199388.5	749552	1537496	1147765.375	160462.875	361993.375	366965.8125	261662.8438
Q9BVK6	56523.40625	120293.8594	102675.9688	69223.73438	33766.65625	18645.86719	54910.52344	69073.03125	40304.81641	63257.48828	85664.03125	47640.57031
Q9BVL2	335067.5313	339402.5625	332819.9375	300096.375	188176.7188	212136.6563	185796.5313	177576.6094	122430.8047	128024.9844	185586.6719	89875.14063
Q9BVM2	104646.9219	133365.9219	134518.6406	46210.20703	591588.1875	365603.5625	742813.0625	557279.125	83000.78906	103471.2813	84930.14844	113345.0391
Q9BVP2	504363.6875	451640.5313	432359.3125	731242.0625	204688.3438	215149.4063	163753.0313	203254.6563	494790.3125	359861.125	347823.5313	340308.2813
Q9BVQ7	93813.98438	101965.8281	80894.75	65947.59375	56385.25	95337.96875	84678.8125	95267.97656	75654.32813	67150.03906	169494.7656	39033.89063
Q9BVS4	73272.57031	68382.625	73750.60156	63863.46094	103264.4063	132776.4375	103242.4297	97225.76563	27623.75	50899.27344	53109.09375	33047.24219
Q9BVV6	60549.47266	62422.97656	71111.03906	47544.96484	66447.72656	73200.90625	82512.19531	67312.27344	50787.75781	52940.67578	55927.58203	54759.48047
Q9BVV7	86367.5625	137609	102101.8672	77788.38281	119864.9609	99057.17188	123017.5234	276203.1563	50946.52344	153834.1875	159007.4844	42274.75391
Q9BVW5	56515.46484	52360.42969	58854.55469	72521.71875	30801.91406	14697.875	19314.37305	15973.67676	16982.62109	53632.72656	42404.22266	15188.01465
Q9BW19	104093.7969	182664.4219	163938.3125	158793.3125	123874.8594	123933.25	97628.02344	157836.0938	57410.25781	188685.8594	142226.7969	174094.5469
