Protein	EGFP_1	EGFP_2	EGFP_3	EGFR_1	EGFR_2	EGFR_3	HEK293_1	HEK293_2	HEK293_3	PDHA1_1	PDHA1_2	PDHA1_3	RAB11A_1	RAB11A_2	RAB11A_3
PPP1CC	266722.16	283821.78	280303.9	209483.4	224495.36	219723.78	28695.434	51762.805	37304.06	38155.375	69174.67	44779.53	298234.5	216160	261071
BMPR1A	0	0	0	0	30891.74	0	0	0	0	0	0	0	0	0	0
TGFBR1	0	0	0	71967.89	7818.476	90602.1	0	0	0	0	0	0	22832.09	31358.383	20836.307
POLR2I	245062.78	42208.17	58220.945	223283.84	182286.19	107906.625	71267.42	116006.84	78395.06	103962.13	172164.55	179822.66	163924.64	184770.25	146143.1
SREBF1	0	0	0	0	15342.355	0	0	0	0	0	0	0	0	0	0
DLST	0	0	0	0	0	0	0	216043.75	215474.17	18426.512	27842.3	235190.12	0	165088.89	0
GPX4	148549.55	334710.12	264781.84	157083.75	337915.47	341519.72	43201.22	108415.77	131622.92	72070.54	92513.42	109376.83	93768.28	67124.586	87210.04
SRP14	171579.47	371022.25	129564.92	207941.95	216059.22	200522.34	124904.51	114606.11	95293.96	115729.81	136476.92	153494.53	401829.84	283695.44	356578.88
NUP62	163029.52	303049.5	253618.1	129777.97	119553.21	21978.27	10813.227	12869.68	11707.652	8671.098	14531.495	21141.344	171706.14	232747.38	231572.02
HPCAL1	0	0	0	0	0	24771.184	0	0	0	0	0	0	0	22653.68	0
FDFT1	0	39948.496	0	39442.492	23231.941	61513.53	0	0	0	0	0	14060.865	121787.08	119792.72	25936.795
ZEB1	34748.25	47170.89	8821.09	0	0	0	0	0	0	0	0	0	0	0	0
TAGLN2	615039.06	405567.8	304908.88	1627798.1	1501274	1653471.5	229733.92	293068.88	279269.4	316148.28	485481.2	507501.72	537483.1	950290.25	964053.4
TALDO1	704746.3	468384.6	580267	494704.6	167513.05	220779.23	0	0	0	0	0	0	204692.2	262815.44	240360.6
ETFB	0	0	0	28414.88	0	15541.555	0	0	0	0	28945.123	28845.914	0	0	0
RBMX	0	31883.574	61280.516	29457.447	33092.062	55732.203	18358.746	16792.102	16774.098	70397.66	50954.26	131984.16	0	34198.34	39639.023
BRCA1	191044.75	277066.53	353101.97	105504.27	154651.7	137514.75	0	0	0	0	0	0	61954.58	65543.55	77653.04
COIL	410022.38	474018.6	465105.84	104156.71	86178.36	81499.84	0	0	0	11983.189	24420.346	22379.5	130690.07	67417.64	141974.88
GGCX	29439.766	0	0	0	0	0	0	0	0	0	11739.881	11529.415	104557.81	0	0
ATP6V1A	394906.28	314719.12	332714.8	545055.56	527384.75	625099.3	73459.47	46207.918	77199.25	59265.03	112623.08	77240.4	521279.97	368247	438309.28
HSPA9	2814522.5	3701640.2	2661199	3056526.5	3883373.8	2756001	1470502.5	1806884.8	1520947	3260908	4891455.5	4418164.5	5070942.5	4670288	4967820
EIF4A3	187715.12	187953.31	253160.56	418177.06	309440.7	333038.38	8429.198	58359.25	25451.502	57242.215	88370.266	154754.8	295059.94	234729.19	113042.766
IGHMBP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15494.969
RPL3	1554651.8	1791578.1	1581902.9	1409642	1284116	1548962.5	100769.62	165993.88	125784.125	303804.2	405784.12	377561.28	1636833	1413055.8	1471863.8
DDOST	0	0	0	61930.613	14497.408	42343.836	0	0	0	0	0	0	18099.63	0	0
ANP32A	0	0	0	0	0	0	0	0	0	0	0	0	45625.785	0	0
FEN1	35097.164	63540.926	87116.89	110419.34	150835.16	84331.45	16905.47	36457.707	18255.207	34661.22	30264.396	23666.16	100166.766	87745.01	71884.09
CUX1	1048908.8	1123063.1	997204.44	0	0	0	0	4380876.5	0	0	0	0	30972.102	12443.881	3811.9617
CAP2	0	0	0	0	9913.206	0	0	0	0	0	0	0	0	12544.736	14820.745
IL6ST	0	0	0	318234.06	341922.22	300579.97	0	0	0	0	0	0	310401.38	396107.94	250613.62
TXLNA	196950.81	133801.19	156007.9	141056.56	242651.02	77727.42	59891.918	62837.383	79985.83	42928.5	70280.69	116764.15	221024.61	181122.5	212908.66
CCT6A	1026666.6	931628.06	693641.75	727974	623717.25	774105.5	209806.27	293155.84	288973.2	481959.25	595624.6	583497	710669.56	702291.94	726540.56
PBX1	75734.21	49087.72	0	0	0	0	0	0	0	0	0	0	0	8870.91	32673.377
RPL13A	0	65930.06	66235.734	294314.94	332977.25	268398.88	50498.637	113974.99	87841.26	239694.92	312026.2	309189.75	227259.27	356283.3	334566.22
ARL1	280520.75	313137.2	256253.22	302328.4	244467.72	323767.25	34608.37	41639.12	46932.25	39315.336	62781.152	70170.32	432706.94	343636.3	428698.56
MLH1	514977.6	737688.25	538128.1	108380.68	59413.145	75758.016	0	0	0	0	0	0	208927.7	67962.39	171415.61
STAT3	2120766	2119099	1969381.4	1271245.1	1175332.2	1398260.5	15700.23	32915.14	42849.992	38732.664	23363.828	42157.57	1357054.1	1211511.8	1083705.9
USP8	0	0	0	0	0	20332.18	0	0	0	0	0	0	0	18247.752	0
PEX19	182706.52	157696.1	147749.19	0	14055.6	7045.0615	12016.748	10126.312	2835.522	0	0	10631.576	154824.27	175006.06	144284.47
MDH1	0	0	0	0	0	0	6517.0015	0	0	0	0	6978.8877	0	0	0
MDH2	0	0	51682.04	0	0	0	8506.101	17593.633	0	90280.7	231928.16	199537.05	17463.31	17422.05	12447.5205
RFC5	49164.72	137901.58	125293.14	118134.336	147243.25	222371.38	0	0	0	10120.056	13482.723	39028.805	150398.56	119866.62	104431.75
RFC3	54344.395	127249.2	104384.836	55121.92	53581.844	20956.67	0	5161.861	5012.432	0	0	0	97181.92	56644.035	64471.355
HADHA	762961	618296.5	501039.84	1008870.56	1248592.4	1197034.1	636079.6	888398.5	548692.06	467798.25	1126308.2	947303.3	850699.9	1335120.1	888848.4
EIF2S3	351764.25	330740	397756.03	460111.75	436305.03	367416.25	42636.83	52577.727	59624.1	90486.37	98321.26	178914.75	299436	257511.1	250256.52
BCL6	130602.64	127282.7	25534.055	0	0	0	0	0	0	0	0	0	0	0	0
CETN2	93915.36	47674.875	73368.23	22500.451	17445.957	21343.082	0	0	0	0	0	0	36997.82	21655.639	48278.97
EIF2D	97344.95	55533.062	60297.812	55652.227	49565.54	38706.945	0	0	0	0	0	13844.564	92401.72	15770.809	77482.5
BUD31	0	17537.86	0	0	0	0	0	0	0	0	0	0	0	0	11614.779
NAA10	146020.06	277954.97	258415.1	249615.17	173817.06	272383.38	29477.42	41905.348	53166.027	13235.854	29528.926	56786.945	298811.38	262650.62	268177.2
KDM5C	441419.56	454762.9	614762.5	0	0	0	0	0	0	0	0	0	77860.64	62884.906	73314.375
PPP1R2	68508.2	64773.656	50530.95	0	0	15059.711	0	0	0	0	0	0	30578.121	18659.344	21966.934
CSK	258557.4	992253.94	90684.664	343907.34	337772.3	328907.8	37455.49	38084.797	32660.41	63056.605	53938.4	43813.27	825289.44	452622.25	468692.88
GARS1	103393.54	37566.78	53626.613	35602.42	34535.113	40857.14	32324.172	0	0	82854.83	142238.56	149332.89	235744.38	72456.56	181818.56
IARS1	1461406.6	1715705.8	1718030.1	692752.2	546702.06	687488.8	0	0	19738.438	98158.86	71870.836	244642.6	1098888.6	1205223.8	1103279.8
SLC19A1	0	0	0	12546.058	48129.81	15520.995	0	0	0	0	0	0	0	15916.312	36206.62
EIF1	24335.363	139745.36	188657.02	53083.477	99269.64	82288.97	32067.125	65044.62	40891.953	48682.73	42764.184	64366.625	61238.086	53916.625	65066.844
PRKCI	86714.38	68693.86	108553.805	105961.62	44332.04	96409.69	0	8439.347	0	0	15619.89	0	145773.28	79339.41	130620.125
ECI1	0	0	0	0	0	0	0	0	0	83491.78	165637.08	120531.33	0	0	0
TMPO	644708.5	806340.75	827912.25	101400.516	110306.37	146532.45	0	5677.167	0	0	51852.965	52222.17	163296.44	87981.266	139696.77
TMPO	1833018.6	7580637.5	1759806.5	3272813	3268951.2	3167964.2	106770.1	171831.7	220575.83	216498.08	228205.03	201355.98	3457211	3200518.2	3370534.5
STAT1	87049.23	38627.645	119853.836	146273.94	37468.89	120688.875	0	0	0	0	0	8358.389	49703.586	61130.223	66627.55
MTREX	568334.8	749753.06	518959.5	351533.06	261670.97	383646.03	0	0	6089.6514	73868.36	17337.385	40274.375	269401	310835.06	250746.45
PIK3CA	0	0	24898.098	54410.586	59715.75	59637.434	0	0	0	0	0	0	0	0	0
PIK3CB	0	0	0	167103.02	195122.97	150269.39	0	0	0	0	0	0	10181.864	19271.494	0
MTOR	328656.97	158414.9	174225.55	171001.14	175781.33	281136.03	0	0	0	488.86353	0	4135.285	214031.67	98803.95	134545.44
PI4KA	251953.81	209401.31	118531.47	1473428	1481622	1615907	0	0	0	0	0	0	294488.75	207549.42	246833.72
HAL	0	0	0	0	0	0	0	0	0	0	5272.988	0	0	0	0
EPS15	635567.1	728263.75	787402	798951.9	591395.56	879980.9	0	27236.803	5219.044	0	0	0	1112167.2	1209079	1164579.5
CASP3	19720.428	24913.43	0	104491.79	9984.407	11155.845	0	0	0	0	13385.069	25438.707	87256.83	64658.547	132200.61
CASP2	90655.8	74250.34	29555.023	16618.285	19145.309	0	6901.9497	9541.726	7841.8516	0	0	0	69514.14	23323.404	30394.715
RPS27	1072553.2	809945.25	1033154.9	1398620.2	1339205.4	1357850.8	277384.2	314942.8	382366.3	402641.75	639561.56	651584	936687.25	1125501.9	975486.44
ABL2	105310.21	78619.164	124659.516	132279.39	122906.125	248557.52	0	0	0	0	0	0	115043.055	101603.91	22230.928
HELZ	242556.38	261469.33	313462.84	8694.009	11962.926	0	0	0	0	0	0	0	111645.164	43152.73	99228.625
NCAPD3	160090.42	124609.92	84360.57	26408.29	0	0	0	0	0	0	0	0	15324.455	6763.7705	20044.787
RBM34	32472.21	42435.13	21676.406	63022.336	46077.58	51215.78	0	0	0	5719.648	0	15767.351	23797.195	24034.086	25056.857
LIFR	0	0	0	0	0	0	0	0	0	0	0	0	79061.59	23681.002	46120.47
LRPPRC	398992.75	292853.56	310229.8	370921.94	253022.47	186820.69	0	5860.4346	0	2029158.4	4685155.5	3253898.8	699059	448037.47	346110.88
ACAA2	0	28450.152	0	90421.89	99873.48	117793.9	0	8873.541	0	95144.38	148461.75	145204.28	35041.625	0	0
CDKN2A	59513.113	23826.947	0	105075.6	188750.27	61527.24	39898.25	49410.375	23770.715	56738.977	91546.03	85518.76	67082.766	164521.55	139989.48
HTT	239541.95	211469.61	210350.69	288024.7	245128.8	463136.12	0	0	0	0	0	0	1655630.1	2027974.4	1714315.6
ECE1	0	0	0	0	0	0	0	0	0	0	0	0	3640332	2836988	2582025.5
SLC1A3	0	0	0	0	0	0	0	0	0	0	0	0	458698.97	334639.06	378404.62
SLC1A1	0	0	0	0	0	0	0	0	0	0	0	0	746604.4	207483.45	271137.56
PAFAH1B1	0	0	21463.55	0	0	0	0	0	0	0	7339.098	0	0	0	0
MCAM	0	0	0	19595.252	121895.46	135618.62	0	0	0	0	0	0	0	88463.36	94235.51
CRAT	0	0	0	0	0	0	0	0	0	0	0	8071.921	0	0	0
MATR3	1317591.9	1512461.5	1257212.2	708822.4	791793.2	606803.8	257651.5	251713.86	119396.875	283679.72	255251.72	290927.1	1041836.56	859751.2	954934.2
MSH2	498725.5	357548.72	330919.56	266912.88	268507.38	298708.72	0	0	0	0	50279.547	44855.414	251298.89	354910.88	306161.4
GRK6	27051.488	0	31173.145	75039.14	66720.94	43258.94	0	0	0	0	0	0	111911.12	45149.773	45285.414
GPD2	173315.08	140282.62	107133.4	124453.57	154499.92	59440.594	58274.57	37681.562	39092.633	75300.92	73719.96	119017.625	345207.44	211501.95	313207.25
PTPN9	46097.01	27473.898	20942.29	30569.64	34902.21	43847.133	0	0	0	0	0	0	106742.23	97842.06	78678.54
SYK	183079.47	0	0	0	0	0	0	0	0	0	0	0	43192.98	0	0
RANBP1	213353.73	156052.94	189931.22	272245.06	161762.64	174841.14	28820.102	0	47573.65	51429.945	67196.21	25117.742	110822.58	220538	127717.4
NAMPT	402781.53	308249.56	296488	84071.27	56567.91	98634.68	0	0	7848.176	0	0	26065.453	257743.33	104898.336	210942.11
PSMC4	283037.12	118157.11	181637.4	74279.375	60787.793	101150.11	0	0	0	0	0	0	76417.2	53563.797	68547.45
NKX2-1	0	40276.33	0	0	0	0	18431.84	16641.797	18301.432	0	0	0	0	0	0
TSFM	260046.94	255758.44	189945.75	167741.17	181037.72	147650.14	101490.11	100941.2	125815.97	315582.9	282368.28	329346.88	301510.47	297545	331226.06
VDAC2	1320990.2	1041879.25	1126865.9	1691501.1	1727597.4	1637439.9	225176.94	260541.66	269595.4	393044.9	607974.25	666156.3	906727.6	1351537.8	1128875.5
ACADSB	0	60362.016	40964.79	0	0	0	0	0	0	0	0	0	180753.3	81567.94	193840.53
CBX5	340299.7	313149.56	296040.62	26236.654	27147.01	23598.81	19401.223	27602.426	18439.576	17035.572	22568.785	30351.262	98817.91	46740.875	138048.12
USP5	563250.1	590639.75	512041.75	510392.06	658193.44	345298	468707.34	650538.44	613005.7	383396.03	447605.7	597925	1005377.1	870407.5	1204977.2
MAPK9	105411.91	0	22547.686	26129.258	16418.576	14136.317	0	9062.812	0	0	0	12318.063	43426.7	48686.15	22770.56
MAP2K4	53655.688	18720.457	12757.875	0	0	0	0	0	0	0	0	0	0	0	0
MKI67	3.48E+07	3.38E+07	3.37E+07	2177676.2	1884537.6	1935890	242682.8	290466.9	194137.27	350721.38	689468.8	847096.6	3508195.5	3584876.5	3725968.2
PHKA2	26628.191	26379.5	35336.305	0	0	0	0	0	0	0	0	0	20221.11	0	16827.984
PHKA1	294801.53	204327.3	119194.555	184970.17	143016.47	126318.93	0	0	0	0	0	0	145797.14	217835.75	160819.06
RANGAP1	1830201.1	1770008.5	1571793.4	1292012.6	1745600.8	1890160.9	80124.766	103448.83	166788.97	443456.97	684111.06	909560.56	2015463	2588749	1754567.5
RECQL	95242.484	97495.42	461984.12	74824.06	214836.2	85862.75	32142.707	87797.11	44981.957	17272.549	30076.87	55772.047	356981.03	253124.9	398803.06
NOP2	361725.53	315997.75	366546.88	263636.75	149488.08	190054.73	0	20969.23	20694.934	31961.78	68705.36	95688.76	280365.44	354377.66	370635.38
ATRX	162834.62	114035.86	110214.16	0	0	0	0	17699.09	0	0	0	0	0	9300.926	7144.879
CRK	70734.08	163604.33	79264.58	131177.3	141419.28	192658.66	0	0	0	0	0	0	22782.463	104596.07	22865.695
CRKL	2016468.1	1937155.2	2132425.5	3199981.5	2891177.2	2945408.2	3637339.2	3980706.2	4286203	1827604	2195013.2	3779885.8	3322884	3520316.5	2761209.8
MTIF2	0	0	0	0	0	0	0	0	0	156124.64	264031.47	485415.03	0	0	0
BAG6	0	0	0	0	0	41049.7	0	0	0	0	0	0	0	0	0
NSF	227003.1	157650.81	202625.83	348683.9	302313.88	350773.72	0	0	0	0	0	18201.465	130283.61	303553.16	124762.25
NOTCH1	0	0	0	11500.487	0	12502.863	0	0	0	0	0	0	0	0	0
MAP2K3	65801.89	20007.773	0	0	0	0	0	0	0	0	0	0	38940.18	0	0
BRCC3	42929.055	77118.78	83050.12	19943.78	22018.824	22457.543	0	0	0	0	0	0	49311.832	0	0
RPL27A	0	21161.596	70362.695	600503.6	459279.75	506937.9	577349.75	394724.94	394108.88	298007.06	553881.4	748554.8	24833.402	486905.2	111896.2
RPL5	1103524.2	995358.1	1059841.6	1243792.1	1018866.5	1129737.4	166377.89	238673.53	260228.14	180174.3	357793.5	549645.5	727436.75	862916.75	748311.1
RPL21	741850.4	915123.2	835849.6	1139208.1	1151212.4	683760.4	167637.42	399692.7	318901.97	274585.7	372890.6	387421.72	899314.7	622159.25	864184.44
RPL28	406281.8	564485.9	510029	367410.7	351342.78	384356.06	9008.411	71757.86	23492.572	146027.81	140968.62	146961.73	567709.6	346433.75	459065.75
RPS9	501096.9	669776.2	653886.1	933852.9	912903	703958.9	166673	281002.8	238517.36	94908.32	273762.16	312655.62	713466.9	888268.25	793444.25
RPS5	0	147600.98	73620.47	87984.58	124508.72	111232.5	0	0	0	51550.58	54220.47	63424.207	134989.2	124639.35	194247.06
RPS10	45957.465	31650.232	25972.146	12195.378	14276.61	14118.107	0	0	0	8181.801	54251.664	8223.716	18661.582	11837.858	13983.043
MAP1B	2.05E+07	2.23E+07	2.17E+07	2049440.1	1986990.4	2144908	54939.105	76566.164	23679.164	139431.38	482590.44	539136.06	9481528	9240917	9983628
YAP1	171451.31	82047.516	95856.93	0	12224.842	0	0	0	0	0	0	0	0	0	21946.316
UTRN	329536.12	424692.03	522977.47	3267788	3155318.8	3659880.5	0	0	0	4657.538	0	0	198704.19	493141.03	402966.38
IQGAP1	279488.5	297236.72	246235.22	1765586.1	1355490.2	1779706.9	0	0	0	0	348517.62	81096.68	625301.94	429960.25	417233.4
GYG1	0	18039.23	0	0	5469.6094	0	0	0	0	0	0	0	0	0	0
STT3A	83029.3	126443.05	83765.055	163411.22	153440.52	130802.195	0	0	0	11946.746	0	49514.016	121872.09	116800.055	117814.625
RABIF	0	0	0	0	0	0	0	0	8485.834	0	0	0	0	0	0
RAP1GAP	26536.76	24288.541	23835.836	0	0	0	0	0	0	0	0	0	0	0	0
CAPZA2	432786.4	477810.78	488403.7	448383.44	368916.7	412690.2	22003.19	20800.455	28298.809	57304.477	65848.56	110409.88	503051.84	492948.6	428796.97
CAPZB	2183779.8	1920389.9	1761959.6	2083739	2198659.2	1715965.5	1158720.6	1641492.6	1360618	979028.2	1115837.9	1778702.5	2846495	2315131.8	2780391.8
QARS1	870243.56	981536.25	855731.8	500474.8	404604.47	414283.56	41461.11	74662.77	77087.52	91959.62	49440.17	89688.02	735994.7	550637.4	663467
RPL29	0	0	0	51688.945	29085.027	0	22692.486	54884.684	49278.28	39838.23	51077.316	65550.445	0	56508.613	0
LGALS7	0	0	0	0	0	0	0	12249.799	0	0	17711.771	0	0	0	0
ZFP36L2	21097.996	0	14266.949	0	0	0	0	0	0	0	0	0	0	0	0
UQCRFS1	0	0	0	34948.695	14047.617	27768.398	59690.97	101761.18	24886.018	178901.22	181263.86	218404.38	0	95391.76	72573.31
ATP5PO	148354.31	148042.7	127395.27	220368.38	243996.81	173307.53	257367.6	229385.36	231943.25	312619.56	225497.89	365341.56	164728.19	897389.9	330111.97
PREP	37939.96	148076.27	92746.58	14289.319	135170.42	32114.242	4126.413	0	0	61332.625	104186.984	36252.63	84459.05	154003.61	206162.16
IREB2	18572.41	0	42109.15	0	0	0	0	0	0	0	0	0	0	0	0
PIP4K2A	32326.588	0	0	24737.367	0	0	0	0	0	0	0	0	0	0	0
ARCN1	86945.82	136161.53	151493.25	410690	323583.28	299607.8	0	29112.547	7480.3604	0	50269.676	52418.992	307725.47	263525.75	251344.95
LSS	0	38106.285	0	12435.826	22721.2	11646.961	0	0	0	0	0	0	38066.117	81833.945	59333.79
PPP3CC	0	0	0	22448.943	0	44011.39	0	0	0	0	0	0	0	15269.029	14977.632
GCLC	0	16036.411	0	13946.967	0	0	0	25344.39	0	0	0	0	0	41739.734	16616.227
GCLM	47433.14	0	36935.793	0	67104.54	35253.055	20432.168	11226.592	12889.484	36970.758	43489.695	54741.625	43655.266	0	26600.9
TRAPPC10	46415.47	0	18794.246	0	0	0	0	0	0	0	0	0	348511.78	313339.88	325120.9
PSMD8	200970.61	70969.33	31999.934	134403.73	267966.22	172763	0	7950.572	8331.918	0	8303.902	0	159625.6	310098.5	259107.45
PRRC2A	469175.47	332206.84	310022.88	94313.54	44408.305	28643.266	0	0	18350.25	0	0	0	39688.52	71630.33	34992.1
CCT5	8310993	5783521	5783815	2006936.2	2205506.8	2063442.5	599686.6	799558.8	462277.2	792076.2	1091902.8	989426.3	3004112.5	2838210.5	2516112
PTDSS1	0	96159.9	57403.85	33116.52	30714.191	34144.95	0	0	0	0	0	0	36973.21	41236.29	38677.242
CSNK1A1	42898.477	36395.41	30364.342	101468.95	37496.242	92036.625	0	0	0	0	0	0	35637.91	19150.545	19740.916
IDH2	14166.65	10396.676	9303.068	38177.188	46799.86	0	0	15068.578	12671.598	16167.502	54758.805	112288.69	34169.258	162590.1	217283.53
PITPNB	306196.97	351866.22	194848.12	145872.16	171305.77	127196.35	86163.45	135396.19	77688.17	112693.87	117451.58	84310.805	393859.78	307540.84	365869.94
POLD2	97238.72	41272.336	114089.07	0	0	13289.717	0	0	0	0	0	0	63378.24	55408.434	45865.562
MARCKSL1	16402.373	24358.31	16117.071	161869.44	89679.266	132649.19	0	23195.992	7406.172	0	0	5357.88	145903.69	89012.2	127337.51
PXN	183555.23	177917.05	169435.16	18853.104	37739.42	13145.251	0	5369.3794	0	0	0	0	124945.75	173563.75	133919.69
CAMLG	0	42206.07	68715.03	512226.53	561406	408475.4	0	0	0	0	0	0	457153.25	465200.38	449377.06
ALDH9A1	0	127533.5	0	19708.107	0	0	0	0	20953.564	0	98357.01	31429.242	0	0	5950.8896
RPL34	53521.438	53149.914	9290.586	147462.86	117308.375	164845.44	70743.7	113983.33	107668.375	0	11072.043	15705.76	14522.054	141705.69	7012.3438
LMAN1	126067.766	89458.31	97498.42	659911.44	445124.47	594437.8	0	0	0	0	0	0	1190268.8	1073013	1088517.2
NASP	824676.75	728714.5	573897.1	191835.55	219009.58	137720.38	53899.633	137144.6	90502.555	33050.707	105367.336	111697.75	380869.78	379654.62	298318.22
FASN	1.66E+07	1.70E+07	1.68E+07	1.10E+07	1.10E+07	1.22E+07	1793726.5	2460453.5	2024949.8	1833747.9	2514181.2	3652585	1.64E+07	1.41E+07	1.37E+07
FNTB	52476.02	56542.293	28740.293	145363.84	93278.53	32842.094	28233.164	36683.305	34231.727	16228.341	20747.184	12023.592	70409.62	137146.92	67076.664
DHPS	46197.47	47821.57	33806.13	0	0	0	0	0	0	0	0	0	28223.895	29768.637	0
CCT3	2153995	3126068	2861452.5	4639457.5	3992756.8	3887851	386161.06	402695.6	402490.16	2323769	3133118.2	3245288.8	8326719	4984413.5	4417346
MRPL19	0	54159.023	21723.715	0	0	0	0	0	0	0	13917.904	0	0	0	0
TUFM	1623090.6	2479737	1715107.4	2426848.2	2145840.2	2260696.5	631929	697725.8	689349.75	1574983.4	1614591.4	2063144.5	3618632.5	3631277	3147162.8
ALDH7A1	70407.95	119231.84	81867.25	177772.19	175141.56	90796.42	0	20347.383	0	76301.19	188336.16	122569.68	96340.55	30308.06	93588.5
INPP1	0	0	34912.266	18593.504	19131.16	17281.586	0	0	0	0	0	0	17806.754	0	20733.8
CENPF	2687893.5	2627752	2387101.5	38557.965	33132.36	0	0	0	0	0	0	9602.046	216507.2	823108.8	229853.14
SRP9	110129.49	107316.766	125066.45	83087	81130.234	90342.56	22245.398	26691.621	42564.65	22750.027	42972.387	47283.66	88844.94	76985.16	86679.42
UBE2A	0	51293.574	0	0	0	0	8228.959	9122.441	0	0	0	0	18206.143	16911.2	0
PCYT1A	59986.89	30473.766	53604.863	42307.1	3368.8481	0	35578.996	39836.49	24660.367	10885.551	15066.345	14468.344	44268.453	0	21026.016
AARS1	590834.94	412870.75	335248.12	265850.34	275134.06	237008.47	0	0	11650.104	36591.77	134109.02	146150.23	621332.5	539076.56	568093.44
CARS1	0	13557.2295	20074.496	40234.75	0	9990.855	0	0	0	0	0	0	0	0	19684.709
HARS2	0	0	0	0	0	0	0	0	0	9290.885	33867.664	106923.91	0	0	0
SARS1	3003265	2888137.8	3738494.5	1074263	1066381.8	965575	0	0	0	13451.385	55042.22	71894.82	2128709.5	2209340.5	2288657.2
PRIM1	74255.83	50146.46	103805.016	39928.28	19897.531	25208.453	0	0	0	0	0	0	29628.096	0	11272.977
PRIM2	384929.3	270933.28	262347.22	86729.26	91732.93	120755.65	0	0	0	0	0	0	93856.414	109434.555	71441.47
CSNK1E	56465.656	66856.64	49788.49	83230.65	98266.85	92570.28	0	0	0	0	0	0	58771.68	41786.785	19780.404
PSMB2	0	0	20745.76	17041.646	18243.922	21574.85	0	0	0	0	0	0	41173.844	18349.598	23656.838
MCM2	295490.94	521184.78	588994.5	554440.2	402452.78	591778.56	11579.664	84874.58	12542.994	60764.21	119364.29	194295.11	1022597.06	807511.4	684169.8
ACADVL	53645.453	0	0	0	0	0	0	0	0	34478.633	89229.25	110584.73	7205.7617	0	0
YLPM1	880192.7	1067917.5	851925.4	0	0	0	0	0	0	0	0	0	23301.156	0	0
ACOT2	13466.381	15778.053	0	0	5035.5366	6388.4805	0	0	0	0	51046.992	22468.11	31407.248	16284.177	0
VPS41	0	33945.348	22641.064	34324.945	16733.373	25721.36	0	0	0	0	0	0	52809.223	17628.426	18257.531
TMED10	0	0	0	0	0	0	0	0	0	0	0	0	42652.566	0	39357.508
RBM25	412520.25	451707	490726.3	52097.52	18417.98	19628.11	0	0	0	0	23440.879	9415.764	156741.83	43640.65	155248.86
NUMB	112000.32	107555.58	34127.312	931246.06	1076481.6	1296427.9	0	0	18808.23	0	0	29703.648	291513.94	267577.62	287995.1
CLK3	27281.922	0	29634.771	0	0	0	0	0	0	0	0	0	27515.86	7285.231	0
PSEN1	0	0	0	30530.832	27406.047	30879.504	0	0	0	0	0	0	50428.46	49525.62	52646.01
EIF2B2	0	41946.402	0	0	18362.49	25022.46	0	0	0	0	0	0	0	0	0
HINT1	0	0	0	25450.441	18197.977	17417.34	0	0	0	0	7344.873	0	20149.355	0	0
NUP153	1970164	2259219.2	2325454.5	408871.34	365357.94	537170.94	13816.16	0	5414.673	34171.508	81343.16	68659.8	495133.66	592268.75	442311.97
RANBP2	8520409	1.06E+07	1.02E+07	3281325.5	2935319.2	3339550	26002.297	77553.89	39454.195	48231.65	305601.16	436765.62	4299850	3974069.8	3701452
TSC2	51512.465	17582.48	36112.645	111479.19	12714.259	25698.785	0	0	0	0	0	0	0	0	0
NDUFV1	0	0	0	0	0	0	0	0	0	24610.883	81471.38	58762.43	0	0	0
GSK3A	0	23349.506	64670.56	126481.05	79014.14	91224.766	0	0	0	0	6605.9194	1879.2	53840.26	107390.23	126430.27
GSK3B	191818.5	194923.25	268519.5	150368.44	123120.28	186048.7	0	13020.651	4217.8657	0	0	0	183288.7	235777.39	155583.81
TAF6	338910.25	280538.9	317221.34	0	23842.043	0	0	0	0	0	0	0	0	0	0
NT5C2	40074.773	58966.805	17035.11	0	0	0	0	0	0	0	0	0	0	0	0
SEPHS1	24891.852	0	0	15413.297	0	0	0	0	0	0	0	0	0	0	5576.1074
GMPS	1275132.5	1056260.2	1006289.44	1133120.5	1024806.8	933431.5	383793.12	409366.84	286620	371312.1	536415.6	465377.7	1147155.9	1057052.8	1052293.2
