Bait	PreyGene	#Rep	#Pep	#Frag	AvgP	BFDR
LMNA	HECW2	3	3	13|13|13	0.1111	0.4265
MAPRE3	HEG1	3	2	13|13	0.1666	0.3904
ACTB	HELLS	3	53	26|13|13|13|13|13|13|13|26|13|13|26|13|26|13|26|13|13|13|13|26|13|13|13|26|13|13|13|13|13|13|26|13|38|13|13|13|13|26|13|13|13|13|13|13|25|13|13|13|13|13|13|13	0.9567	0.0244
CTNNA1	HELLS	3	53	26|13|13|13|13|13|13|13|26|13|13|26|13|26|13|26|13|13|13|13|26|13|13|13|26|13|13|13|13|13|13|26|13|38|13|13|13|13|26|13|13|13|13|13|13|25|13|13|13|13|13|13|13	0.8085	0.0670
KRT8	HELLS	3	53	26|13|13|13|13|13|13|13|26|13|13|26|13|26|13|26|13|13|13|13|26|13|13|13|26|13|13|13|13|13|13|26|13|38|13|13|13|13|26|13|13|13|13|13|13|25|13|13|13|13|13|13|13	0.9216	0.0329
LMNA	HELLS	3	53	26|13|13|13|13|13|13|13|26|13|13|26|13|26|13|26|13|13|13|13|26|13|13|13|26|13|13|13|13|13|13|26|13|38|13|13|13|13|26|13|13|13|13|13|13|25|13|13|13|13|13|13|13	0.9793	0.0113
MAPRE3	HELLS	3	53	26|13|13|13|13|13|13|13|26|13|13|26|13|26|13|26|13|13|13|13|26|13|13|13|26|13|13|13|13|13|13|26|13|38|13|13|13|13|26|13|13|13|13|13|13|25|13|13|13|13|13|13|13	0.9513	0.0260
MAPRE3	HELQ	3	1	13	0.3326	0.2928
ACTB	HELZ	3	29	13|13|13|13|13|12|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|11|13|13|13|13	0.8067	0.0678
CTNNA1	HELZ	3	29	13|13|13|13|13|12|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|11|13|13|13|13	0.0346	0.4800
KRT8	HELZ	3	29	13|13|13|13|13|12|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|11|13|13|13|13	0.9773	0.0129
MAPRE3	HELZ	3	29	13|13|13|13|13|12|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|11|13|13|13|13	0.4254	0.2225
KRT8	HELZ2	3	5	13|13|13|13|13	0.3332	0.2754
LMNA	HELZ2	3	5	13|13|13|13|13	0.1111	0.4265
ACTB	HENMT1	3	4	13|26|13|13	0.3262	0.3095
KRT8	HENMT1	3	4	13|26|13|13	0.8140	0.0652
LMNA	HENMT1	3	4	13|26|13|13	0.7064	0.1010
MAPRE3	HENMT1	3	4	13|26|13|13	0.4178	0.2270
ACTB	HEPACAM	3	1	13	0.3333	0.2523
ACTB	HERC1	3	59	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|12|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.4246	0.2230
CTNNA1	HERC1	3	59	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|12|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.0214	0.4840
KRT8	HERC1	3	59	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|12|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.9874	0.0057
LMNA	HERC1	3	59	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|12|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.0317	0.4811
MAPRE3	HERC1	3	59	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|12|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.0817	0.4604
ACTB	HERC2	3	46	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13	0.4552	0.2054
CTNNA1	HERC2	3	46	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13	0.0784	0.4626
KRT8	HERC2	3	46	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13	0.9040	0.0374
LMNA	HERC2	3	46	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13	0.0398	0.4782
MAPRE3	HERC2	3	46	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13	0.2316	0.3544
LMNA	HERC3	3	2	13|13	0.3333	0.2523
ACTB	HERC4	3	8	13|13|13|13|13|13|13|13	0.6479	0.1254
CTNNA1	HERC4	3	8	13|13|13|13|13|13|13|13	0.6132	0.1434
KRT8	HERC4	3	8	13|13|13|13|13|13|13|13	0.9797	0.0109
LMNA	HERC4	3	8	13|13|13|13|13|13|13|13	0.1354	0.4187
MAPRE3	HERC4	3	8	13|13|13|13|13|13|13|13	0.3662	0.2451
ACTB	HERC5	3	3	13|13|13	0.3203	0.3198
CTNNA1	HERC5	3	3	13|13|13	0.4160	0.2278
KRT8	HERC5	3	3	13|13|13	0.4356	0.2145
LMNA	HERC5	3	3	13|13|13	0.3126	0.3280
MAPRE3	HERC5	3	3	13|13|13	0.2045	0.3742
ACTB	HEXIM1	3	4	26|13|13|13	0.8046	0.0685
CTNNA1	HEXIM1	3	4	26|13|13|13	0.4079	0.2306
KRT8	HEXIM1	3	4	26|13|13|13	0.4275	0.2206
LMNA	HEXIM1	3	4	26|13|13|13	0.9775	0.0128
MAPRE3	HEXIM1	3	4	26|13|13|13	0.2658	0.3444
ACTB	HFM1	3	2	13|13	0.3329	0.2887
KRT8	HGH1	3	3	13|13|13	0.1111	0.4265
LMNA	HGH1	3	3	13|13|13	0.1107	0.4362
ACTB	HGS	3	6	13|13|13|13|13|13	0.2209	0.3602
KRT8	HGS	3	6	13|13|13|13|13|13	0.3227	0.3167
LMNA	HHEX	3	1	13	0.6666	0.1107
ACTB	HIBCH	3	3	13|13|13	0.3216	0.3182
KRT8	HIBCH	3	3	13|13|13	0.5464	0.1639
LMNA	HIBCH	3	3	13|13|13	0.3139	0.3269
KRT8	HIF1A	3	5	13|13|13|13|13	0.5464	0.1639
LMNA	HIF1A	3	5	13|13|13|13|13	0.1680	0.3861
ACTB	HIF3A	3	1	13	0.3296	0.3034
LMNA	HINT1	3	1	13	0.3156	0.3257
ACTB	HIP1	3	3	13|13|13	0.1096	0.4389
KRT8	HIP1	3	3	13|13|13	0.2220	0.3583
ACTB	HIP1R	3	14	13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.8430	0.0560
CTNNA1	HIP1R	3	14	13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.0466	0.4755
KRT8	HIP1R	3	14	13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.9932	0.0022
MAPRE3	HIP1R	3	14	13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.0468	0.4754
KRT8	HIPK1;HIPK2	3	2	12|13	0.1665	0.3953
LMNA	HIPK1;HIPK2	3	2	12|13	0.3038	0.3329
KRT8	HIPK4	3	3	13|13|13	0.1111	0.4265
KRT8	HIRA	3	9	13|13|13|13|13|12|13|13|13	0.3231	0.3161
LMNA	HIRA	3	9	13|13|13|13|13|12|13|13|13	0.3239	0.3145
LMNA	HIRIP3	3	3	13|13|13	0.6556	0.1192
ACTB	HIVEP1	3	26	13|26|13|13|13|13|13|12|13|13|13|13|13|13|13|13|13|13|13|12|13|13|13|13|13|13	0.0657	0.4679
KRT8	HIVEP1	3	26	13|26|13|13|13|13|13|12|13|13|13|13|13|13|13|13|13|13|13|12|13|13|13|13|13|13	0.0218	0.4839
LMNA	HIVEP1	3	26	13|26|13|13|13|13|13|12|13|13|13|13|13|13|13|13|13|13|13|12|13|13|13|13|13|13	0.9366	0.0296
MAPRE3	HIVEP1	3	26	13|26|13|13|13|13|13|12|13|13|13|13|13|13|13|13|13|13|13|12|13|13|13|13|13|13	0.0587	0.4708
ACTB	HIVEP2	3	17	13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.4563	0.2050
KRT8	HIVEP2	3	17	13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.8908	0.0409
LMNA	HIVEP2	3	17	13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.2454	0.3499
MAPRE3	HIVEP2	3	17	13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.1296	0.4208
LMNA	HIVEP3	3	2	13|13	0.1666	0.3904
ACTB	HJURP	3	9	13|13|13|13|13|26|13|13|13	0.1304	0.4204
CTNNA1	HJURP	3	9	13|13|13|13|13|26|13|13|13	0.0634	0.4689
KRT8	HJURP	3	9	13|13|13|13|13|26|13|13|13	0.1952	0.3779
LMNA	HJURP	3	9	13|13|13|13|13|26|13|13|13	0.8991	0.0386
MAPRE3	HJURP	3	9	13|13|13|13|13|26|13|13|13	0.3703	0.2437
ACTB	HK1	3	10	13|13|13|13|13|13|13|13|13|13	0.9390	0.0290
CTNNA1	HK1	3	10	13|13|13|13|13|13|13|13|13|13	0.6990	0.1033
KRT8	HK1	3	10	13|13|13|13|13|13|13|13|13|13	0.4992	0.1852
LMNA	HK1	3	10	13|13|13|13|13|13|13|13|13|13	0.6695	0.1099
MAPRE3	HK1	3	10	13|13|13|13|13|13|13|13|13|13	0.4458	0.2081
ACTB	HK2	3	16	13|13|13|13|13|13|13|13|12|13|13|13|13|13|13|13	0.5584	0.1582
CTNNA1	HK2	3	16	13|13|13|13|13|13|13|13|12|13|13|13|13|13|13|13	0.1836	0.3822
KRT8	HK2	3	16	13|13|13|13|13|13|13|13|12|13|13|13|13|13|13|13	0.8465	0.0550
LMNA	HK2	3	16	13|13|13|13|13|13|13|13|12|13|13|13|13|13|13|13	0.4108	0.2295
MAPRE3	HK2	3	16	13|13|13|13|13|13|13|13|12|13|13|13|13|13|13|13	0.4172	0.2273
ACTB	HK3	3	1	13	0.3332	0.2754
ACTB	HLA-A	3	1	13	0.8057	0.0681
CTNNA1	HLA-A	3	1	13	0.6253	0.1389
KRT8	HLA-A	3	1	13	0.8212	0.0627
LMNA	HLA-A	3	1	13	0.5759	0.1536
MAPRE3	HLA-A	3	1	13	0.2484	0.3492
ACTB	HLA-B	3	6	13|13|13|13|13|13	0.9490	0.0267
CTNNA1	HLA-B	3	6	13|13|13|13|13|13	0.7425	0.0892
KRT8	HLA-B	3	6	13|13|13|13|13|13	0.9377	0.0293
LMNA	HLA-B	3	6	13|13|13|13|13|13	0.9298	0.0311
MAPRE3	HLA-B	3	6	13|13|13|13|13|13	0.6709	0.1096
ACTB	HLA-C	3	2	13|13	0.4866	0.1921
CTNNA1	HLA-C	3	2	13|13	0.3172	0.3241
KRT8	HLA-C	3	2	13|13	0.4872	0.1915
LMNA	HLA-C	3	2	13|13	0.4844	0.1936
MAPRE3	HLA-C	3	2	13|13	0.3179	0.3233
ACTB	HLA-DRB1	3	1	13	0.3333	0.2523
ACTB	HLCS	3	7	13|13|13|13|13|13|13	0.4830	0.1946
CTNNA1	HLCS	3	7	13|13|13|13|13|13|13	0.2422	0.3513
KRT8	HLCS	3	7	13|13|13|13|13|13|13	0.8134	0.0655
LMNA	HLCS	3	7	13|13|13|13|13|13|13	0.3865	0.2385
MAPRE3	HLCS	3	7	13|13|13|13|13|13|13	0.5501	0.1619
ACTB	HLTF	3	20	13|13|13|13|13|13|12|13|13|13|13|13|13|12|13|26|13|13|13|13	0.0204	0.4842
KRT8	HLTF	3	20	13|13|13|13|13|13|12|13|13|13|13|13|13|12|13|26|13|13|13|13	0.1192	0.4246
LMNA	HLTF	3	20	13|13|13|13|13|13|12|13|13|13|13|13|13|12|13|26|13|13|13|13	0.9941	0.0019
MAPRE3	HLTF	3	20	13|13|13|13|13|13|12|13|13|13|13|13|13|12|13|26|13|13|13|13	0.0243	0.4832
ACTB	HM13	3	4	13|13|13|13	0.9674	0.0201
CTNNA1	HM13	3	4	13|13|13|13	0.0918	0.4553
KRT8	HM13	3	4	13|13|13|13	0.9747	0.0154
LMNA	HM13	3	4	13|13|13|13	0.8592	0.0513
MAPRE3	HM13	3	4	13|13|13|13	0.6053	0.1457
ACTB	HMBOX1	3	7	13|13|13|26|13|13|13	0.2791	0.3410
KRT8	HMBOX1	3	7	13|13|13|26|13|13|13	0.5274	0.1744
LMNA	HMBOX1	3	7	13|13|13|26|13|13|13	0.9826	0.0086
MAPRE3	HMBOX1	3	7	13|13|13|26|13|13|13	0.0778	0.4632
ACTB	HMCES	3	9	13|13|13|13|13|13|13|13|13	0.2480	0.3492
KRT8	HMCES	3	9	13|13|13|13|13|13|13|13|13	0.1889	0.3805
LMNA	HMCES	3	9	13|13|13|13|13|13|13|13|13	0.9866	0.0060
KRT8	HMCN1	3	3	13|13|13	0.2169	0.3646
LMNA	HMG20B	3	1	13	0.3331	0.2825
LMNA	HMGB1	3	2	13|13	0.6461	0.1268
LMNA	HMGB2	3	1	13	0.3331	0.2825
KRT8	HMGB3	3	2	13|13	0.1456	0.4158
LMNA	HMGB3	3	2	13|13	0.4809	0.1958
ACTB	HMGCL	3	6	13|13|13|13|13|26	0.5453	0.1646
CTNNA1	HMGCL	3	6	13|13|13|13|13|26	0.7535	0.0849
KRT8	HMGCL	3	6	13|13|13|13|13|26	0.6564	0.1187
LMNA	HMGCL	3	6	13|13|13|13|13|26	0.5216	0.1768
MAPRE3	HMGCL	3	6	13|13|13|13|13|26	0.3828	0.2396
MAPRE3	HMGCR	3	1	13	0.3319	0.2973
ACTB	HMGCS1	3	4	13|13|13|13	0.1110	0.4327
KRT8	HMGCS1	3	4	13|13|13|13	0.3333	0.2523
LMNA	HMGXB4	3	2	26|12	0.1222	0.4237
ACTB	HMMR	3	33	13|26|26|13|13|13|13|13|13|12|12|13|13|13|13|13|13|13|12|13|13|25|13|26|13|13|13|13|13|26|13|26|13	0.9343	0.0300
CTNNA1	HMMR	3	33	13|26|26|13|13|13|13|13|13|12|12|13|13|13|13|13|13|13|12|13|13|25|13|26|13|13|13|13|13|26|13|26|13	0.4726	0.1997
KRT8	HMMR	3	33	13|26|26|13|13|13|13|13|13|12|12|13|13|13|13|13|13|13|12|13|13|25|13|26|13|13|13|13|13|26|13|26|13	0.9716	0.0177
LMNA	HMMR	3	33	13|26|26|13|13|13|13|13|13|12|12|13|13|13|13|13|13|13|12|13|13|25|13|26|13|13|13|13|13|26|13|26|13	0.1968	0.3771
MAPRE3	HMMR	3	33	13|26|26|13|13|13|13|13|13|12|12|13|13|13|13|13|13|13|12|13|13|25|13|26|13|13|13|13|13|26|13|26|13	0.9907	0.0037
LMNA	HMOX2	3	8	13|13|13|13|13|13|13|13	0.9989	0.0003
LMNA	HNMT	3	2	13|13	0.1667	0.3865
ACTB	HNRNPA0	3	4	13|26|13|13	0.6948	0.1045
CTNNA1	HNRNPA0	3	4	13|26|13|13	0.4455	0.2081
KRT8	HNRNPA0	3	4	13|26|13|13	0.8870	0.0420
LMNA	HNRNPA0	3	4	13|26|13|13	0.8490	0.0541
MAPRE3	HNRNPA0	3	4	13|26|13|13	0.7383	0.0909
ACTB	HNRNPA1	3	17	26|13|26|26|26|26|13|13|13|26|26|13|13|13|13|13|26	0.8612	0.0505
CTNNA1	HNRNPA1	3	17	26|13|26|26|26|26|13|13|13|26|26|13|13|13|13|13|26	0.4747	0.1988
KRT8	HNRNPA1	3	17	26|13|26|26|26|26|13|13|13|26|26|13|13|13|13|13|26	0.8836	0.0430
LMNA	HNRNPA1	3	17	26|13|26|26|26|26|13|13|13|26|26|13|13|13|13|13|26	0.9656	0.0211
MAPRE3	HNRNPA1	3	17	26|13|26|26|26|26|13|13|13|26|26|13|13|13|13|13|26	0.9161	0.0344
ACTB	HNRNPA2B1	3	15	25|13|13|13|13|13|13|13|13|26|26|13|13|13|13	0.8737	0.0462
CTNNA1	HNRNPA2B1	3	15	25|13|13|13|13|13|13|13|13|26|26|13|13|13|13	0.5046	0.1824
KRT8	HNRNPA2B1	3	15	25|13|13|13|13|13|13|13|13|26|26|13|13|13|13	0.8320	0.0595
LMNA	HNRNPA2B1	3	15	25|13|13|13|13|13|13|13|13|26|26|13|13|13|13	0.9552	0.0249
MAPRE3	HNRNPA2B1	3	15	25|13|13|13|13|13|13|13|13|26|26|13|13|13|13	0.8835	0.0431
ACTB	HNRNPA3	3	11	13|13|26|13|13|26|13|13|26|13|13	0.8715	0.0469
CTNNA1	HNRNPA3	3	11	13|13|26|13|13|26|13|13|26|13|13	0.6782	0.1082
KRT8	HNRNPA3	3	11	13|13|26|13|13|26|13|13|26|13|13	0.8133	0.0655
LMNA	HNRNPA3	3	11	13|13|26|13|13|26|13|13|26|13|13	0.9341	0.0300
MAPRE3	HNRNPA3	3	11	13|13|26|13|13|26|13|13|26|13|13	0.7275	0.0947
ACTB	HNRNPAB	3	6	13|13|13|13|13|13	0.8448	0.0555
CTNNA1	HNRNPAB	3	6	13|13|13|13|13|13	0.6443	0.1282
KRT8	HNRNPAB	3	6	13|13|13|13|13|13	0.9640	0.0218
LMNA	HNRNPAB	3	6	13|13|13|13|13|13	0.9445	0.0277
MAPRE3	HNRNPAB	3	6	13|13|13|13|13|13	0.8791	0.0444
ACTB	HNRNPC	3	8	13|13|13|26|13|13|13|13	0.9555	0.0248
CTNNA1	HNRNPC	3	8	13|13|13|26|13|13|13|13	0.7318	0.0929
KRT8	HNRNPC	3	8	13|13|13|26|13|13|13|13	0.9293	0.0312
LMNA	HNRNPC	3	8	13|13|13|26|13|13|13|13	0.9635	0.0221
MAPRE3	HNRNPC	3	8	13|13|13|26|13|13|13|13	0.8537	0.0528
ACTB	HNRNPD	3	6	13|13|25|13|13|13	0.7362	0.0915
CTNNA1	HNRNPD	3	6	13|13|25|13|13|13	0.6176	0.1419
KRT8	HNRNPD	3	6	13|13|25|13|13|13	0.8773	0.0449
LMNA	HNRNPD	3	6	13|13|25|13|13|13	0.8091	0.0668
MAPRE3	HNRNPD	3	6	13|13|25|13|13|13	0.4895	0.1901
ACTB	HNRNPDL	3	5	13|13|13|13|13	0.9038	0.0375
CTNNA1	HNRNPDL	3	5	13|13|13|13|13	0.5705	0.1549
KRT8	HNRNPDL	3	5	13|13|13|13|13	0.9169	0.0342
LMNA	HNRNPDL	3	5	13|13|13|13|13	0.8980	0.0389
MAPRE3	HNRNPDL	3	5	13|13|13|13|13	0.7912	0.0723
ACTB	HNRNPF	3	8	13|13|26|26|26|13|26|13	0.8362	0.0580
CTNNA1	HNRNPF	3	8	13|13|26|26|26|13|26|13	0.3857	0.2387
KRT8	HNRNPF	3	8	13|13|26|26|26|13|26|13	0.8678	0.0482
LMNA	HNRNPF	3	8	13|13|26|26|26|13|26|13	0.9846	0.0074
MAPRE3	HNRNPF	3	8	13|13|26|26|26|13|26|13	0.5781	0.1529
ACTB	HNRNPH1	3	10	13|26|13|13|13|13|13|13|13|13	0.8607	0.0506
CTNNA1	HNRNPH1	3	10	13|26|13|13|13|13|13|13|13|13	0.7618	0.0815
KRT8	HNRNPH1	3	10	13|26|13|13|13|13|13|13|13|13	0.9420	0.0283
LMNA	HNRNPH1	3	10	13|26|13|13|13|13|13|13|13|13	0.9646	0.0216
MAPRE3	HNRNPH1	3	10	13|26|13|13|13|13|13|13|13|13	0.8121	0.0659
ACTB	HNRNPH2	3	3	13|13|13	0.6463	0.1266
CTNNA1	HNRNPH2	3	3	13|13|13	0.5171	0.1786
KRT8	HNRNPH2	3	3	13|13|13	0.4352	0.2149
LMNA	HNRNPH2	3	3	13|13|13	0.8711	0.0470
MAPRE3	HNRNPH2	3	3	13|13|13	0.6409	0.1307
ACTB	HNRNPH3	3	7	26|13|13|13|13|13|12	0.8351	0.0583
KRT8	HNRNPH3	3	7	26|13|13|13|13|13|12	0.8612	0.0505
LMNA	HNRNPH3	3	7	26|13|13|13|13|13|12	0.9476	0.0270
MAPRE3	HNRNPH3	3	7	26|13|13|13|13|13|12	0.3512	0.2490
ACTB	HNRNPK	3	16	12|26|13|26|13|13|26|13|26|26|13|13|26|13|13|13	0.9167	0.0343
CTNNA1	HNRNPK	3	16	12|26|13|26|13|13|26|13|26|26|13|13|26|13|13|13	0.6875	0.1063
KRT8	HNRNPK	3	16	12|26|13|26|13|13|26|13|26|26|13|13|26|13|13|13	0.9120	0.0354
LMNA	HNRNPK	3	16	12|26|13|26|13|13|26|13|26|26|13|13|26|13|13|13	0.9645	0.0216
MAPRE3	HNRNPK	3	16	12|26|13|26|13|13|26|13|26|26|13|13|26|13|13|13	0.8717	0.0468
ACTB	HNRNPL	3	12	13|13|13|13|13|13|26|13|13|26|13|13	0.8962	0.0393
CTNNA1	HNRNPL	3	12	13|13|13|13|13|13|26|13|13|26|13|13	0.5755	0.1537
KRT8	HNRNPL	3	12	13|13|13|13|13|13|26|13|13|26|13|13	0.9008	0.0382
LMNA	HNRNPL	3	12	13|13|13|13|13|13|26|13|13|26|13|13	0.9101	0.0359
MAPRE3	HNRNPL	3	12	13|13|13|13|13|13|26|13|13|26|13|13	0.6202	0.1410
ACTB	HNRNPLL	3	7	13|26|13|13|26|12|13	0.9376	0.0293
CTNNA1	HNRNPLL	3	7	13|26|13|13|26|12|13	0.7737	0.0773
KRT8	HNRNPLL	3	7	13|26|13|13|26|12|13	0.9615	0.0228
LMNA	HNRNPLL	3	7	13|26|13|13|26|12|13	0.8789	0.0445
MAPRE3	HNRNPLL	3	7	13|26|13|13|26|12|13	0.3735	0.2425
ACTB	HNRNPM	3	32	13|13|13|13|13|13|13|13|13|26|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|12|13|13	0.9534	0.0254
CTNNA1	HNRNPM	3	32	13|13|13|13|13|13|13|13|13|26|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|12|13|13	0.4586	0.2043
KRT8	HNRNPM	3	32	13|13|13|13|13|13|13|13|13|26|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|12|13|13	0.9649	0.0215
LMNA	HNRNPM	3	32	13|13|13|13|13|13|13|13|13|26|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|12|13|13	0.9775	0.0128
MAPRE3	HNRNPM	3	32	13|13|13|13|13|13|13|13|13|26|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|12|13|13	0.9341	0.0300
ACTB	HNRNPR	3	13	13|13|13|13|13|13|26|13|13|26|13|13|26	0.9433	0.0279
CTNNA1	HNRNPR	3	13	13|13|13|13|13|13|26|13|13|26|13|13|26	0.7059	0.1012
KRT8	HNRNPR	3	13	13|13|13|13|13|13|26|13|13|26|13|13|26	0.9380	0.0292
LMNA	HNRNPR	3	13	13|13|13|13|13|13|26|13|13|26|13|13|26	0.9443	0.0277
MAPRE3	HNRNPR	3	13	13|13|13|13|13|13|26|13|13|26|13|13|26	0.8545	0.0525
ACTB	HNRNPU	3	18	13|13|13|13|26|13|13|26|26|13|12|13|13|13|26|13|13|13	0.9464	0.0273
CTNNA1	HNRNPU	3	18	13|13|13|13|26|13|13|26|26|13|12|13|13|13|26|13|13|13	0.4292	0.2194
KRT8	HNRNPU	3	18	13|13|13|13|26|13|13|26|26|13|12|13|13|13|26|13|13|13	0.9718	0.0176
LMNA	HNRNPU	3	18	13|13|13|13|26|13|13|26|26|13|12|13|13|13|26|13|13|13	0.9623	0.0225
MAPRE3	HNRNPU	3	18	13|13|13|13|26|13|13|26|26|13|12|13|13|13|26|13|13|13	0.8408	0.0567
ACTB	HNRNPUL1	3	8	26|26|26|13|13|13|13|13	0.5444	0.1652
KRT8	HNRNPUL1	3	8	26|26|26|13|13|13|13|13	0.4626	0.2032
LMNA	HNRNPUL1	3	8	26|26|26|13|13|13|13|13	0.9738	0.0160
MAPRE3	HNRNPUL1	3	8	26|26|26|13|13|13|13|13	0.6720	0.1094
ACTB	HNRNPUL2	3	12	13|13|13|13|13|13|13|13|13|13|13|13	0.7241	0.0958
CTNNA1	HNRNPUL2	3	12	13|13|13|13|13|13|13|13|13|13|13|13	0.5339	0.1714
KRT8	HNRNPUL2	3	12	13|13|13|13|13|13|13|13|13|13|13|13	0.7920	0.0720
LMNA	HNRNPUL2	3	12	13|13|13|13|13|13|13|13|13|13|13|13	0.8130	0.0656
MAPRE3	HNRNPUL2	3	12	13|13|13|13|13|13|13|13|13|13|13|13	0.4820	0.1952
ACTB	HOMER1	3	2	13|13	0.1667	0.3865
LMNA	HOMER1	3	2	13|13	0.1664	0.3977
MAPRE3	HOMER1	3	2	13|13	0.1666	0.3904
ACTB	HOOK1	3	10	13|13|13|13|13|13|13|13|13|13	0.8390	0.0572
KRT8	HOOK1	3	10	13|13|13|13|13|13|13|13|13|13	0.8478	0.0546
MAPRE3	HOOK1	3	10	13|13|13|13|13|13|13|13|13|13	0.1797	0.3833
KRT8	HOOK2	3	5	13|13|13|13|13	0.4441	0.2094
ACTB	HOOK3	3	10	13|13|13|13|13|13|13|13|13|13	0.7727	0.0776
KRT8	HOOK3	3	10	13|13|13|13|13|13|13|13|13|13	0.9149	0.0347
LMNA	HOOK3	3	10	13|13|13|13|13|13|13|13|13|13	0.0621	0.4695
MAPRE3	HOOK3	3	10	13|13|13|13|13|13|13|13|13|13	0.3756	0.2421
ACTB	HOXA13;HOXC13;HOXD13	3	1	13	0.3333	0.2523
MAPRE3	HOXA6	3	1	13	0.3332	0.2754
ACTB	HOXB13	3	1	13	0.3333	0.2523
LMNA	HOXC10	3	3	13|13|13	0.6241	0.1394
LMNA	HOXD10	3	1	13	0.3333	0.2523
KRT8	HOXD3	3	1	13	0.3331	0.2825
ACTB	HP	3	6	13|13|13|13|13|13	0.3333	0.2523
ACTB	HP1BP3	3	14	26|13|13|13|13|13|13|13|13|13|13|13|26|12	0.8898	0.0411
CTNNA1	HP1BP3	3	14	26|13|13|13|13|13|13|13|13|13|13|13|26|12	0.3816	0.2400
KRT8	HP1BP3	3	14	26|13|13|13|13|13|13|13|13|13|13|13|26|12	0.7753	0.0768
LMNA	HP1BP3	3	14	26|13|13|13|13|13|13|13|13|13|13|13|26|12	0.9845	0.0074
MAPRE3	HP1BP3	3	14	26|13|13|13|13|13|13|13|13|13|13|13|26|12	0.7913	0.0722
ACTB	HPCAL1	3	5	13|13|13|13|13	0.9460	0.0274
CTNNA1	HPCAL1	3	5	13|13|13|13|13	0.7309	0.0934
KRT8	HPCAL1	3	5	13|13|13|13|13	0.8590	0.0513
LMNA	HPCAL1	3	5	13|13|13|13|13	0.8051	0.0682
MAPRE3	HPCAL1	3	5	13|13|13|13|13	0.7251	0.0954
ACTB	HPDL	3	2	13|13	0.3291	0.3041
KRT8	HPDL	3	2	13|13	0.4910	0.1893
LMNA	HPDL	3	2	13|13	0.3227	0.3167
ACTB	HPF1	3	4	13|26|13|13	0.0935	0.4546
KRT8	HPF1	3	4	13|26|13|13	0.2804	0.3406
LMNA	HPF1	3	4	13|26|13|13	0.9444	0.0277
