Protein	ACTB_1	ACTB_2	ACTB_3	CTNNA1_1	CTNNA1_2	CTNNA1_3	EGFP_1	EGFP_2	EGFP_3	Empty_1	Empty_2	Empty_3	KRT8_1	KRT8_2	KRT8_3	LMNA_1	LMNA_2	LMNA_3	MAPRE3_1	MAPRE3_2	MAPRE3_3	NminiTurbo_1	NminiTurbo_2	NminiTurbo_3
SIN3A	1	0	0	0	0	0	12	6	16	0	0	0	0	1	0	5	9	5	0	0	0	0	0	0
CEP89	0	0	0	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
OSBPL9	1	1	2	1	1	0	1	7	2	0	0	0	3	2	5	0	1	2	1	1	2	0	0	0
INTS14	0	0	0	0	0	0	1	4	5	0	0	0	0	0	0	2	4	7	0	0	0	0	0	0
CDK5RAP1	0	1	0	0	0	0	2	0	0	0	0	0	6	2	5	0	0	0	0	0	0	0	0	0
MAP7D2	3	2	5	0	0	0	7	6	6	0	0	0	5	4	6	0	0	0	24	27	22	0	0	0
RSF1	0	1	1	0	1	0	21	21	18	0	0	0	0	0	0	9	22	12	0	0	0	0	0	0
RBM15	3	1	2	0	0	0	4	3	4	0	0	0	6	4	3	2	2	1	0	1	0	0	0	0
RUFY1	17	20	16	3	3	3	19	18	16	0	0	1	16	16	21	4	3	3	4	4	8	1	1	0
SPEN	1	2	1	0	2	0	38	42	37	0	0	0	0	1	0	19	28	12	0	0	0	0	0	0
MMS19	3	3	4	0	0	0	8	6	13	0	0	0	1	3	7	0	0	0	1	0	3	0	0	0
UHRF1	1	2	1	1	2	0	1	1	2	1	1	3	1	2	0	1	3	1	0	1	2	4	3	1
NIBAN2	17	18	26	10	13	15	30	20	32	0	0	0	10	10	18	5	4	1	12	9	10	1	1	3
TCF12	5	9	8	0	0	0	28	31	26	2	1	2	15	13	11	56	62	46	5	8	4	1	0	1
CNN2	11	12	16	3	4	3	9	12	11	3	4	4	8	7	8	2	5	4	4	3	3	1	2	5
CDC5L	8	3	6	0	0	0	29	25	27	0	0	0	4	2	2	24	23	25	1	3	1	0	0	0
PSMD1	1	5	5	1	2	0	4	5	3	2	1	1	0	1	1	0	2	0	1	0	0	0	0	2
PFDN5	3	3	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PARK7	3	3	8	16	17	17	1	6	10	20	39	29	9	4	4	21	23	13	8	7	13	23	27	22
EYA3	0	0	0	0	0	0	2	2	1	0	0	0	1	1	1	5	7	2	0	0	0	0	0	0
VAT1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MPHOSPH8	0	0	0	0	0	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPHOSPH9	1	0	0	0	0	0	0	0	0	0	1	0	1	1	3	0	0	0	0	0	0	0	0	0
NUP88	6	7	19	0	1	0	8	14	14	0	0	0	10	15	18	0	4	0	2	1	4	0	0	0
PKP4	1	0	0	19	15	8	0	0	1	0	0	0	1	4	3	0	0	0	0	0	0	0	0	0
PIK3R4	7	3	8	0	0	0	7	6	11	0	0	0	10	12	10	0	0	1	8	16	9	0	0	0
MNT	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCAF11	1	0	1	0	0	0	14	8	20	0	0	0	0	0	1	7	15	9	3	1	0	0	0	0
TSNAX	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF3C	29	34	28	11	8	13	27	36	35	3	1	4	27	29	34	11	6	11	15	14	18	4	3	5
TTC1	7	6	5	1	2	0	5	5	8	0	0	1	9	9	12	3	7	1	5	6	2	0	0	0
DNAJC7	4	2	0	1	2	1	1	3	6	1	1	2	4	4	5	3	6	4	0	0	0	1	1	3
C12orf57	4	2	2	0	0	0	3	2	3	0	0	0	1	2	5	1	1	3	0	1	0	0	0	0
COPS8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRPF18	0	2	0	0	1	0	6	3	4	0	0	0	0	0	0	5	9	7	0	0	0	0	0	0
PKMYT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	2	0	0	0	0	0	0
OSMR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	3	0	0	0	0	0	0
CHP1	0	1	1	0	0	0	1	2	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
KIF2C	2	2	1	0	0	1	4	4	7	1	0	0	5	3	9	5	2	2	67	58	68	0	0	0
LYST	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ATXN2	4	2	0	0	0	0	6	5	5	0	0	0	1	3	7	0	0	0	3	6	5	0	0	0
DOK1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTR	26	28	34	3	2	4	42	37	39	0	0	0	37	32	43	2	3	0	19	9	10	0	0	0
RBBP8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	4	0	0	0	0	0	0
HSD17B10	15	8	12	21	24	8	7	11	13	20	17	20	14	11	15	17	16	16	13	11	14	25	18	17
BARD1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8	6	3	0	0	0	0	0	0
HNRNPAB	8	7	8	4	8	3	4	7	5	7	11	6	9	6	7	2	10	3	3	1	3	5	11	7
NAP1L4	8	7	5	2	3	4	7	7	9	0	0	0	9	13	6	0	0	0	4	2	1	0	0	0
CDC6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NAPG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
ACO2	0	1	1	1	0	1	0	0	0	0	2	2	0	0	0	0	1	1	0	0	0	0	0	0
TSG101	0	0	1	0	1	0	0	3	2	1	0	0	2	2	2	1	2	0	0	1	0	2	0	1
CPNE1	4	2	5	12	9	7	2	6	3	11	11	14	6	5	3	3	7	6	6	7	8	11	10	14
CCT7	11	12	13	6	5	1	7	13	16	8	11	6	6	6	13	6	8	4	3	4	3	7	4	7
EBNA1BP2	0	0	0	0	0	0	1	4	2	0	1	1	0	0	0	1	2	1	0	0	0	0	0	0
HAUS7	1	1	3	0	0	0	3	4	6	0	0	0	3	5	5	0	0	0	5	3	4	0	0	0
PRMT1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	1
BAG1	2	1	2	0	0	0	1	2	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
ATF6B	0	0	1	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RNF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SH3GL1	5	6	9	3	3	6	8	3	7	6	4	4	8	8	7	2	1	2	5	5	8	1	4	3
AKAP9	78	64	82	1	3	1	114	112	119	0	0	0	111	98	110	0	0	0	138	158	150	0	0	1
NCAPG	11	18	14	3	4	2	16	19	27	0	0	0	16	13	12	9	5	6	7	8	8	0	0	0
PAIP2	1	1	1	1	0	0	0	1	2	0	1	1	2	3	1	1	0	0	0	0	1	0	0	0
MAPKAP1	3	6	5	0	0	0	2	4	4	0	0	0	4	4	3	0	0	0	5	2	7	0	0	0
DDX50	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ELAC2	0	0	0	0	0	0	2	3	2	0	0	0	0	0	1	8	13	5	0	0	0	0	0	0
TRIR	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	3	2	4	0	0	0	0	0	0
GRWD1	1	1	2	2	1	0	3	1	3	3	3	1	3	2	1	4	2	3	1	2	3	2	0	2
WDR77	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TUBA1C	2	1	5	0	0	0	3	1	3	0	0	0	4	3	4	1	1	0	2	2	0	0	0	0
SENP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	3	0	0	0	0	0	0
MYBBP1A	8	9	9	2	2	1	20	17	23	0	0	0	7	11	8	16	14	10	13	6	4	0	0	0
SLF1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LPIN3	4	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FERMT1	2	1	0	0	0	0	1	1	0	0	0	0	2	1	2	1	1	0	0	0	0	1	0	0
FYCO1	2	1	2	0	0	0	5	4	3	0	0	0	3	5	4	0	0	0	1	0	1	0	0	0
JPH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CORO1B	3	4	3	0	0	0	0	1	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0
CCDC77	0	0	0	0	0	0	1	0	0	0	0	0	4	4	1	0	0	0	1	0	1	0	0	0
BUD13	1	1	0	0	0	0	11	8	8	0	0	0	0	0	0	19	22	16	1	0	1	0	0	0
CPPED1	0	0	1	7	4	2	0	0	3	7	5	5	0	0	0	3	1	0	1	1	0	3	6	4
MRPL45	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
C7orf50	0	0	1	0	0	0	1	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
NUDT16L1	0	0	1	0	0	0	0	1	1	0	0	0	1	2	0	0	0	2	0	0	1	0	0	0
LZTS2	0	0	0	2	0	0	0	0	1	0	0	0	3	3	2	0	0	0	0	0	0	0	0	0
PYM1	1	0	1	0	0	0	2	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GPATCH1	1	2	1	0	0	1	13	15	15	0	0	0	0	0	0	21	26	24	3	2	1	0	0	0
RIOK1	0	0	0	0	0	0	2	0	3	0	0	0	3	2	4	0	0	0	0	0	0	0	0	0
GINS4	0	0	0	0	0	0	2	1	1	0	0	0	2	1	2	1	2	0	0	0	0	0	0	0
PELO	0	0	0	0	0	0	1	1	1	0	0	0	1	2	3	1	0	0	0	0	0	0	0	0
TRIM56	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CENPK	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
NOL10	0	0	0	0	0	0	0	3	1	0	0	0	0	0	2	2	6	2	0	0	0	0	0	0
NTPCR	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
TACO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TUBGCP2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0
C17orf80	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
ESYT1	14	14	13	6	5	4	29	22	26	0	0	0	19	19	23	9	11	6	9	5	4	0	0	1
PHAF1	4	6	5	0	0	0	0	3	5	1	0	0	8	8	6	0	0	1	2	1	1	0	0	0
ALG1	0	0	0	1	0	0	0	0	0	0	0	0	3	5	2	0	0	1	0	0	0	0	0	0
HAUS8	3	9	4	1	0	1	2	6	5	0	0	0	7	5	9	0	0	0	6	5	7	0	0	0
INPP5K	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TCHP	2	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0
WAC	0	0	0	0	0	0	2	4	7	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
DIDO1	15	10	18	3	4	2	83	86	88	0	1	0	3	1	1	64	80	53	32	36	39	5	4	4
MCMBP	1	0	0	1	2	0	0	0	2	1	3	1	1	0	2	1	2	0	0	1	0	0	0	1
DCUN1D5	0	0	0	0	0	0	1	1	2	0	0	0	0	0	1	1	5	0	0	0	0	0	0	0
URM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PI4K2A	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TBCD	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDC1	9	8	6	0	0	0	12	10	16	0	0	0	15	19	15	28	43	27	0	0	1	0	0	0
THTPA	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LMF2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MMTAG2	0	0	0	0	1	0	1	1	5	0	0	1	0	0	0	6	5	5	0	1	2	0	0	0
TUBB6	18	15	13	3	6	7	20	12	12	10	10	14	21	24	25	15	25	16	9	15	16	6	2	9
BEGAIN	19	22	23	20	16	17	19	22	19	0	0	0	23	27	22	14	15	11	22	18	19	2	2	2
POLR3C	0	0	0	0	0	0	2	1	5	0	0	0	0	0	0	8	7	5	0	0	0	0	0	0
HNRNPUL1	0	0	0	0	0	0	6	8	9	0	0	0	0	1	1	9	11	7	2	2	1	0	0	0
MSTO1	0	0	2	0	0	0	1	2	1	0	0	0	3	3	2	0	0	0	0	0	0	0	0	0
PHF23	0	0	0	0	0	0	2	3	1	0	0	0	0	0	0	4	2	2	0	0	0	0	0	0
DERL1	1	1	0	0	0	0	0	4	2	0	0	2	1	3	3	1	1	1	4	2	1	0	0	0
DDX23	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	4	4	0	0	0	0	0	0
CCDC32	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR18	0	1	0	8	0	1	0	2	3	5	5	5	0	0	2	2	4	1	1	1	1	5	2	5
THUMPD3	3	2	2	1	0	0	1	2	2	0	1	0	1	3	2	0	0	0	0	2	1	0	0	0
ADI1	0	0	1	1	3	1	0	1	2	5	4	6	1	0	1	2	1	3	0	0	0	2	2	4
CEP250	0	0	0	0	0	0	0	1	0	0	0	0	3	6	8	0	0	0	0	0	0	0	0	0
MLST8	0	0	2	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	1
C2orf49	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TMEM109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0
KIFC3	1	0	0	0	0	0	0	0	0	0	0	0	6	11	7	0	0	0	4	1	0	0	0	0
NOC4L	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
UTP14A	1	0	2	0	0	0	30	25	21	0	0	0	0	3	0	24	33	21	6	5	8	0	0	0
NUP58	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	3	1	2	0	0	0	0	0	0
GNL3	6	4	3	2	0	0	7	5	8	0	0	0	5	6	8	8	6	5	1	1	2	1	0	0
SPATA5L1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
RIOK2	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
KIAA0586	1	0	1	0	0	0	0	1	1	0	0	0	2	2	2	0	0	0	2	1	0	0	0	0
KIFC1	0	0	0	0	0	0	2	1	5	0	0	0	1	1	0	4	4	1	15	14	13	0	0	0
NUP85	1	1	2	0	0	0	2	5	7	0	0	0	14	12	11	18	14	12	0	0	0	0	0	0
ELOVL1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
DDA1	0	0	0	1	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	1	0	2
KATNAL1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJU2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	0	0	0	0	0	0
TARS2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM4	1	0	2	0	0	0	1	4	4	0	0	0	3	1	1	8	7	5	0	0	0	0	0	0
SCNM1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	8	5	0	0	0	0	0	0
RPAP1	2	3	2	0	0	0	4	6	2	0	0	0	13	5	10	0	0	0	1	0	0	0	0	0
C1orf43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	4	0	0	0	0	0	0
SFXN3	2	0	1	0	0	0	0	1	1	0	0	0	1	4	2	0	1	2	0	0	0	0	0	0
PRR14	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	21	26	18	0	0	0	0	0	0
PAPOLG	0	0	0	0	0	0	6	3	2	0	0	0	0	0	0	7	13	6	0	0	0	0	0	0
CARD10	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SLC4A1AP	0	0	0	0	0	0	6	3	8	0	0	0	0	0	0	7	13	7	0	0	0	0	0	0
LSM14B	8	3	7	1	3	1	9	6	9	0	0	0	4	4	12	0	0	0	3	4	4	0	0	0
BRIP1	11	8	8	0	0	0	39	36	43	0	0	0	15	7	11	44	59	50	11	10	8	0	1	1
CARD6	7	4	8	1	1	0	9	8	7	0	0	0	16	22	23	0	1	0	36	38	35	0	0	0
LGR4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
OSBPL11	2	2	2	0	0	0	5	3	9	0	0	0	1	7	11	0	1	0	1	1	2	0	0	0
OSBPL10	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
BBS2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RAB11FIP5	11	10	11	5	2	5	18	16	18	0	0	0	8	12	18	0	0	0	6	6	5	0	0	0
NAA15	0	1	5	0	0	0	0	1	4	0	0	1	0	2	3	0	1	0	1	0	0	0	0	0
PRX	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0
AP1M1	0	0	0	0	0	0	0	0	1	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
NUSAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	8	4	0	0	0
FANCD2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ITPA	1	1	3	2	0	0	0	1	4	0	2	1	1	1	3	3	3	1	1	0	0	0	2	1
RTF2	2	2	1	1	3	5	3	1	2	5	3	3	2	2	1	4	13	2	1	3	5	1	8	4
EIF2A	15	25	18	5	3	5	22	21	24	0	0	0	11	10	15	2	2	2	20	23	16	0	0	1
POLDIP3	1	0	0	0	0	0	8	8	9	0	0	0	0	1	3	6	12	5	8	6	3	0	0	0
KIAA1671	101	99	109	14	18	10	80	56	75	0	0	0	82	81	90	0	0	0	49	56	59	0	1	1
NIFK	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
FAM126A	0	2	0	0	0	0	2	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YTHDF1	0	1	1	0	0	0	5	2	7	0	0	0	2	2	6	0	0	0	1	0	0	0	0	0
SETD2	3	0	1	0	0	0	29	23	27	0	0	0	1	1	2	21	32	22	1	0	0	0	0	0
TBC1D2	27	21	29	9	6	7	21	16	23	0	0	0	25	27	29	4	8	6	30	24	15	0	0	0
DOCK9	0	2	1	0	0	0	3	2	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
NSD3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	7	5	0	0	0	0	0	0
NUF2	0	0	1	0	0	0	0	0	0	0	0	0	4	2	3	0	0	0	1	1	3	0	0	0
MRPL37	0	0	0	1	0	0	1	0	1	0	0	0	2	2	2	1	1	1	0	0	1	0	0	0
GTPBP4	5	3	3	1	0	0	14	14	17	0	0	1	10	6	10	9	17	10	3	4	3	0	1	0
OSBPL8	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UACA	10	11	9	8	7	8	4	5	6	0	0	0	7	4	7	0	0	0	3	1	1	0	0	0
RAB34	3	4	2	6	1	0	2	3	3	4	7	4	1	2	5	7	5	3	1	0	0	5	8	5
WDR11	0	0	1	0	0	0	2	2	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
UPF3B	3	0	0	0	0	0	1	4	3	0	0	0	0	3	2	3	0	0	3	2	2	0	0	0
CRNKL1	0	0	0	0	0	0	2	4	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
PPP1R12C	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NIBAN1	0	0	1	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0
UBXN6	0	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
UCK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
API5	1	0	3	0	0	0	2	4	4	0	0	0	0	0	0	8	7	7	0	0	0	0	0	0
TRIM6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
TRIM5	1	1	1	0	0	0	0	0	1	0	0	0	3	3	3	0	0	0	0	0	1	0	0	0
KRT23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0
UNK	1	3	1	0	0	0	1	3	5	0	0	0	2	3	2	0	0	0	0	0	0	0	0	0
FTO	4	0	5	11	13	7	0	5	8	17	16	11	3	1	2	9	7	8	7	4	5	15	16	17
ZDHHC5	3	4	3	2	3	4	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TANGO6	2	0	1	0	0	0	2	1	3	0	0	0	6	4	5	0	7	0	0	0	0	0	0	0
ZCCHC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
TNKS1BP1	135	132	153	61	60	41	112	106	104	1	3	2	78	77	74	12	15	7	46	62	53	10	10	5
SEMA4C	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE2O	2	0	3	0	0	1	2	1	6	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
CEP295	1	0	2	0	0	0	2	2	6	0	0	0	14	19	26	0	0	1	7	6	1	0	0	0
TANC1	39	37	39	26	27	29	37	30	39	0	0	1	44	51	44	1	4	1	54	43	39	0	0	0
CEP44	4	5	3	0	1	0	3	3	3	0	0	0	7	7	6	0	0	0	8	7	5	0	0	0
ARHGAP39	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0
MTMR12	2	3	3	0	0	0	2	4	2	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
WDR33	0	0	0	0	0	0	2	2	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
NDEL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PITHD1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SENP6	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	11	20	9	0	0	0	0	0	0
REXO4	0	0	0	0	0	0	6	2	4	0	0	0	0	0	0	3	5	4	0	0	0	0	0	0
DDX24	1	0	0	0	0	0	6	6	4	0	0	0	5	6	7	1	3	1	0	0	0	0	0	0
NIF3L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
EGLN1	1	1	2	0	0	0	1	3	1	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0
PSME3IP1	4	4	2	0	0	0	8	3	6	0	0	0	3	2	1	12	11	16	3	2	3	3	1	2
WWTR1	0	0	0	0	0	0	1	0	2	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0
MFF	0	0	1	0	0	0	2	1	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
NAA50	0	1	2	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0
LACRT	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTFR1L	1	1	3	0	0	0	2	8	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
PAIP1	2	1	2	3	2	3	2	1	2	5	5	3	1	2	1	2	2	2	2	4	2	3	5	3
CLPB	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0
LSG1	3	1	2	0	0	1	6	3	4	0	0	0	6	4	3	16	17	10	9	5	3	0	0	0
FAM107B	4	1	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NAT10	1	0	0	0	0	0	5	10	14	0	0	0	1	1	3	20	23	12	0	1	0	0	0	0
COMMD4	0	0	3	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0
KLC2	1	5	6	0	0	0	1	4	5	0	0	0	4	1	1	0	0	0	0	0	0	0	0	0
ILKAP	0	0	0	0	0	0	6	5	7	0	0	0	0	0	0	7	8	6	0	1	0	0	0	0
XRN2	1	0	1	0	0	0	8	8	10	0	0	0	1	0	1	2	7	2	1	1	0	0	0	0
SAP130	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRD8	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NSRP1	0	0	0	0	0	0	6	4	2	0	0	0	0	0	0	10	10	7	0	0	0	0	0	0
RACGAP1	0	1	2	0	0	0	8	10	12	0	0	0	5	3	3	13	8	8	7	7	4	0	0	0
SIK2	1	2	3	0	0	0	1	2	4	0	0	0	4	3	1	0	0	0	0	0	0	0	0	0
CSTF2T	4	1	3	0	0	0	4	4	4	0	0	0	1	0	3	2	1	1	1	0	1	0	0	0
DDX47	1	2	1	0	0	0	1	3	2	0	0	1	0	3	0	2	0	0	0	0	0	0	0	0
MAGT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
TSPYL1	1	0	1	0	0	0	1	4	2	0	0	0	0	0	0	4	3	2	0	0	0	0	0	0
SMG9	12	9	9	0	1	0	9	7	9	0	0	0	12	7	12	2	1	2	9	8	8	0	0	0
C11orf54	0	0	0	3	2	0	0	0	0	5	5	0	0	0	0	0	1	0	0	0	0	1	4	1
DNTTIP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ANAPC1	38	24	27	0	0	4	45	36	40	0	0	0	50	48	53	15	29	20	12	14	8	0	0	0
IRF2BPL	0	0	0	0	0	0	4	3	5	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0
UNC93B1	0	0	0	0	0	0	0	0	2	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0
POLR3F	0	0	0	0	0	0	7	5	4	0	0	0	0	0	0	7	7	8	1	0	0	0	0	0
KIF13A	4	0	6	0	0	0	12	6	7	0	0	0	5	9	14	0	0	0	2	2	2	0	0	0
ASCC2	4	1	14	0	0	0	0	7	11	0	0	0	3	3	5	0	0	0	3	3	6	0	0	0
RBSN	0	0	0	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0
EHD4	0	0	1	1	2	0	3	0	2	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0
VPS33B	1	1	1	0	0	0	0	0	2	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0
