Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	boosted_by
CTNNA1	Q14671	PUM1	2|2|3	7	2.33	3	20|17|16|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-19.44	0.40	0.75	
CTNNA1	Q14674	ESPL1	1|0|0	1	0.33	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-1.89	3.33	0.75	
CTNNA1	Q14677	CLINT1	8|11|14	33	11.00	3	30|33|40|0|0|0|4|3|2	0.00	0.00	0.00	0.00	0.00	-32.94	0.88	0.73	
CTNNA1	Q14678	KANK1	23|21|27	71	23.67	3	47|38|39|0|0|0|5|6|3	0.00	0.00	0.00	0.00	0.00	-24.14	1.54	0.72	
CTNNA1	Q14680	MELK	1|3|2	6	2.00	3	6|6|5|0|0|0|0|0|0	0.02	0.04	0.02	0.04	0.02	-6.47	1.06	0.61	
CTNNA1	Q14683	SMC1A	1|2|0	3	1.00	3	5|9|5|0|1|2|2|0|0	0.00	0.00	0.00	0.00	0.00	-11.69	0.38	0.75	
CTNNA1	Q14697	GANAB	2|3|1	6	2.00	3	3|5|6|5|4|0|1|4|2	0.00	0.00	0.00	0.00	0.00	-12.33	0.60	0.75	
CTNNA1	Q14739	LBR	7|3|4	14	4.67	3	22|13|20|0|0|0|3|1|2	0.00	0.00	0.00	0.00	0.00	-20.86	0.69	0.71	
CTNNA1	Q14789	GOLGB1	30|30|41	101	33.67	3	300|271|280|2|2|4|38|39|60	0.00	0.00	0.00	0.00	0.00	-384.91	0.30	0.75	
CTNNA1	Q14790	CASP8	1|0|0	1	0.33	3	1|0|1|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-2.33	1.50	0.75	
CTNNA1	Q14839	CHD4	4|3|4	11	3.67	3	156|123|138|1|5|5|7|2|6	0.00	0.00	0.00	0.00	0.00	-203.79	0.07	0.75	
CTNNA1	Q14847	LASP1	5|8|8	21	7.00	3	10|8|8|0|0|0|0|1|1	0.11	0.16	0.11	0.16	0.11	-4.50	2.25	0.52	
CTNNA1	Q14974	KPNB1	13|15|18	46	15.33	3	41|48|53|3|5|3|3|8|7	0.00	0.00	0.00	0.00	0.00	-48.88	0.81	0.75	
CTNNA1	Q14980	NUMA1	18|18|11	47	15.67	3	206|204|209|3|8|5|24|31|25	0.00	0.00	0.00	0.00	0.00	-307.46	0.20	0.75	
CTNNA1	Q14C86	GAPVD1	2|10|6	18	6.00	3	40|32|25|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-39.52	0.56	0.75	
CTNNA1	Q14CN4	KRT72	2|3|1	6	2.00	3	0|0|0|2|1|1|0|3|1	0.19	0.40	0.19	0.40	0.19	-3.12	2.25	0.46	
CTNNA1	Q15003	NCAPH	2|0|0	2	0.67	3	10|7|8|0|0|0|0|0|1	0.00	0.00	0.00	0.00	0.00	-12.50	0.23	0.75	
CTNNA1	Q15019	SEPTIN2	1|0|1	2	0.67	3	8|7|9|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-11.47	0.25	0.75	
CTNNA1	Q15021	NCAPD2	1|0|0	1	0.33	3	4|8|11|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-10.89	0.13	0.75	
CTNNA1	Q15029	EFTUD2	3|3|0	6	2.00	3	16|22|14|0|0|0|0|1|0	0.00	0.00	0.00	0.00	0.00	-25.11	0.34	0.75	
CTNNA1	Q15043	SLC39A14	2|0|2	4	1.33	3	0|0|0|1|0|0|0|2|1	0.30	0.44	0.30	0.44	0.30	-3.13	3.00	0.38	
CTNNA1	Q15050	RRS1	1|0|0	1	0.33	3	0|0|3|1|0|1|0|0|1	0.00	0.00	0.00	0.00	0.00	-3.99	0.50	0.75	
CTNNA1	Q15056	EIF4H	1|2|2	5	1.67	3	1|1|1|0|0|0|1|0|1	0.24	0.36	0.24	0.36	0.24	-1.92	3.00	0.42	
CTNNA1	Q15058	KIF14	5|9|2	16	5.33	3	21|19|25|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-24.67	0.74	0.71	
CTNNA1	Q15061	WDR43	1|2|2	5	1.67	3	0|0|4|1|2|3|4|2|2	0.00	0.00	0.00	0.00	0.00	-7.07	0.83	0.75	
CTNNA1	Q15084	PDIA6	15|16|9	40	13.33	3	2|1|4|5|9|13|9|6|7	0.03	0.06	0.03	0.06	0.03	-10.19	2.14	0.59	
CTNNA1	Q15149	PLEC	145|152|175	472	157.33	3	372|421|392|77|110|83|123|109|141	0.00	0.00	0.00	0.00	0.00	-513.32	0.77	0.75	
CTNNA1	Q15154	PCM1	23|20|15	58	19.33	3	39|41|51|0|0|0|0|0|1	0.00	0.00	0.00	0.00	0.00	-29.73	1.32	0.73	
CTNNA1	Q15165	PON2	1|0|0	1	0.33	3	0|0|2|1|1|1|0|0|0	0.00	0.00	0.00	0.00	0.00	-3.53	0.60	0.75	
CTNNA1	Q15181	PPA1	4|2|0	6	2.00	3	1|1|2|4|1|2|1|1|4	0.03	0.08	0.03	0.08	0.03	-8.76	1.06	0.59	
CTNNA1	Q15185	PTGES3	10|5|3	18	6.00	3	1|3|5|10|9|5|4|7|10	0.00	0.00	0.00	0.00	0.00	-18.62	1.00	0.69	
CTNNA1	Q15208	STK38	4|5|4	13	4.33	3	7|8|5|0|0|0|0|0|0	0.08	0.14	0.08	0.14	0.08	-2.86	1.95	0.54	
CTNNA1	Q15233	NONO	8|12|7	27	9.00	3	76|65|61|12|11|10|12|14|12	0.00	0.00	0.00	0.00	0.00	-108.57	0.30	0.75	
CTNNA1	Q15334	LLGL1	1|1|0	2	0.67	3	0|0|0|0|1|0|0|1|1	0.00	0.00	0.00	0.00	0.00	-2.73	2.00	0.75	
CTNNA1	Q15365	PCBP1	3|4|4	11	3.67	3	13|13|14|5|6|4|3|2|4	0.00	0.00	0.00	0.00	0.00	-22.72	0.52	0.75	
CTNNA1	Q15366	PCBP2	21|22|16	59	19.67	3	35|40|39|16|20|15|17|21|16	0.00	0.00	0.00	0.00	0.00	-64.69	0.81	0.75	
CTNNA1	Q15382	RHEB	3|2|2	7	2.33	3	8|7|9|0|0|0|1|0|1	0.00	0.00	0.00	0.00	0.00	-8.30	0.81	0.67	
CTNNA1	Q15418	RPS6KA1	2|5|5	12	4.00	3	14|12|12|1|1|1|1|0|0	0.00	0.00	0.00	0.00	0.00	-14.76	0.86	0.69	
CTNNA1	Q15424	SAFB	2|5|2	9	3.00	3	30|28|28|1|0|0|6|5|3	0.00	0.00	0.00	0.00	0.00	-41.59	0.27	0.75	
CTNNA1	Q15459	SF3A1	1|1|0	2	0.67	3	34|29|39|1|0|0|0|0|1	0.00	0.00	0.00	0.00	0.00	-49.84	0.06	0.75	
CTNNA1	Q15477	SKIV2L	1|1|0	2	0.67	3	6|8|13|1|0|1|1|1|1	0.00	0.00	0.00	0.00	0.00	-15.26	0.19	0.75	
CTNNA1	Q15545	TAF7	4|3|4	11	3.67	3	9|7|9|0|0|0|0|0|0	0.01	0.01	0.01	0.01	0.01	-6.03	1.32	0.63	
CTNNA1	Q15599	SLC9A3R2	1|0|0	1	0.33	3	0|0|0|3|6|4|3|2|3	0.00	0.00	0.00	0.00	0.00	-10.45	0.14	0.75	
CTNNA1	Q15637	SF1	1|0|0	1	0.33	3	21|16|25|0|0|0|0|1|0	0.00	0.00	0.00	0.00	0.00	-29.75	0.05	0.75	
CTNNA1	Q15643	TRIP11	3|0|1	4	1.33	3	50|50|51|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-72.95	0.08	0.75	
CTNNA1	Q15645	TRIP13	23|18|18	59	19.67	3	13|15|22|21|22|23|12|18|13	0.00	0.00	0.00	0.00	0.00	-37.65	1.11	0.74	
CTNNA1	Q15650	TRIP4	3|3|0	6	2.00	3	16|19|19|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-25.40	0.33	0.75	
CTNNA1	Q15654	TRIP6	4|1|4	9	3.00	3	12|8|21|1|1|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-17.32	0.63	0.75	
CTNNA1	Q15691	MAPRE1	4|5|10	19	6.33	3	5|5|8|0|0|0|0|0|0	0.36	0.77	0.36	0.77	0.36	-2.21	3.17	0.29	
CTNNA1	Q15717	ELAVL1	5|3|6	14	4.67	3	3|5|8|5|7|10|6|4|6	0.00	0.00	0.00	0.00	0.00	-18.78	0.78	0.75	
CTNNA1	Q15758	SLC1A5	2|2|5	9	3.00	3	3|5|6|2|1|3|1|0|1	0.02	0.05	0.02	0.05	0.02	-7.07	1.23	0.61	
CTNNA1	Q15942	ZYX	7|9|15	31	10.33	3	19|22|24|0|0|0|2|1|2	0.00	0.00	0.00	0.00	0.00	-17.59	1.33	0.69	
CTNNA1	Q16181	SEPTIN7	9|7|5	21	7.00	3	16|12|24|0|0|1|0|0|0	0.00	0.00	0.00	0.00	0.00	-13.91	1.19	0.69	
CTNNA1	Q16204	CCDC6	1|2|0	3	1.00	3	10|8|10|1|0|1|0|0|2	0.00	0.00	0.00	0.00	0.00	-15.27	0.28	0.75	
CTNNA1	Q16352	INA	1|0|0	1	0.33	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-1.89	3.33	0.75	
CTNNA1	Q16512	PKN1	10|4|12	26	8.67	3	20|24|21|0|0|0|0|1|0	0.00	0.00	0.00	0.00	0.00	-20.84	1.18	0.70	
CTNNA1	Q16513	PKN2	8|18|9	35	11.67	3	27|33|30|0|0|0|0|1|0	0.00	0.00	0.00	0.00	0.00	-24.15	1.15	0.71	
CTNNA1	Q16527	CSRP2	8|8|4	20	6.67	3	1|5|5|6|13|9|12|10|10	0.00	0.00	0.00	0.00	0.00	-24.07	0.85	0.72	
CTNNA1	Q16531	DDB1	1|0|0	1	0.33	3	1|2|1|0|0|0|0|0|1	0.00	0.00	0.00	0.00	0.00	-3.53	0.60	0.75	
CTNNA1	Q16543	CDC37	4|1|1	6	2.00	3	11|13|8|2|5|2|3|2|4	0.00	0.00	0.00	0.00	0.00	-21.14	0.36	0.75	
CTNNA1	Q16555	DPYSL2	7|9|11	27	9.00	3	33|42|44|0|1|1|1|0|3	0.00	0.00	0.00	0.00	0.00	-40.43	0.65	0.75	
CTNNA1	Q16576	RBBP7	7|10|8	25	8.33	3	4|8|9|9|7|7|6|9|7	0.00	0.00	0.00	0.00	0.00	-17.15	1.14	0.71	
CTNNA1	Q16637	SMN1	7|7|8	22	7.33	3	11|19|26|1|0|0|6|3|3	0.00	0.00	0.00	0.00	0.00	-17.30	0.96	0.72	
CTNNA1	Q16643	DBN1	12|13|7	32	10.67	3	34|25|19|1|3|2|1|6|3	0.00	0.00	0.00	0.00	0.00	-27.33	1.02	0.72	
CTNNA1	Q16658	FSCN1	13|16|10	39	13.00	3	2|10|8|15|13|12|20|17|14	0.00	0.00	0.00	0.00	0.00	-30.25	1.05	0.73	
CTNNA1	Q16666	IFI16	189|220|218	627	209.00	3	211|199|232|14|19|17|167|149|200	0.00	0.00	0.00	0.00	0.00	-207.55	1.56	0.75	
CTNNA1	Q16777	H2AC20	8|1|4	13	4.33	3	4|3|3|2|6|3|4|4|5	0.01	0.03	0.01	0.03	0.01	-14.15	1.15	0.62	
CTNNA1	Q16891	IMMT	2|0|0	2	0.67	3	0|1|1|1|1|1|1|1|0	0.07	0.21	0.07	0.21	0.07	-4.33	0.86	0.55	
CTNNA1	Q17RS7	GEN1	1|0|0	1	0.33	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-1.89	3.33	0.75	
CTNNA1	Q1KMD3	HNRNPUL2	5|3|2	10	3.33	3	7|11|14|4|5|5|5|3|2	0.00	0.00	0.00	0.00	0.00	-21.49	0.54	0.75	
CTNNA1	Q2M2I8	AAK1	4|10|7	21	7.00	3	17|19|15|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-14.68	1.24	0.67	
CTNNA1	Q2NKX8	ERCC6L	7|7|6	20	6.67	3	44|35|39|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-39.30	0.51	0.75	
CTNNA1	Q32MZ4	LRRFIP1	6|6|3	15	5.00	3	13|13|18|1|2|1|0|1|0	0.00	0.00	0.00	0.00	0.00	-15.71	0.92	0.70	
CTNNA1	Q3MHD2	LSM12	1|1|1	3	1.00	3	1|2|2|2|1|3|2|3|1	0.00	0.00	0.00	0.00	0.00	-6.72	0.53	0.75	
CTNNA1	Q3V6T2	CCDC88A	18|25|21	64	21.33	3	60|63|56|0|0|0|0|0|1	0.00	0.00	0.00	0.00	0.00	-44.08	1.07	0.74	
CTNNA1	Q3YEC7	RABL6	1|0|2	3	1.00	3	8|8|6|0|1|0|0|0|1	0.00	0.00	0.00	0.00	0.00	-11.57	0.38	0.75	
CTNNA1	Q4G0N4	NADK2	4|2|4	10	3.33	3	0|0|1|5|5|4|6|5|7	0.00	0.00	0.00	0.00	0.00	-11.50	0.91	0.69	
CTNNA1	Q52LW3	ARHGAP29	7|8|7	22	7.33	3	9|13|15|0|0|0|0|0|0	0.01	0.02	0.01	0.02	0.01	-5.11	1.78	0.62	
CTNNA1	Q53EZ4	CEP55	1|0|1	2	0.67	3	10|5|6|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-9.91	0.29	0.75	
CTNNA1	Q562R1	ACTBL2	2|1|2	5	1.67	3	1|2|2|2|1|0|2|0|0	0.05	0.08	0.05	0.08	0.05	-3.92	1.50	0.57	
CTNNA1	Q5F1R6	DNAJC21	3|5|5	13	4.33	3	16|18|14|0|0|0|3|2|2	0.00	0.00	0.00	0.00	0.00	-18.23	0.71	0.75	
CTNNA1	Q5H9R7	PPP6R3	19|19|20	58	19.33	3	33|32|31|0|0|0|2|1|2	0.00	0.00	0.00	0.00	0.00	-13.64	1.72	0.71	
CTNNA1	Q5M775	SPECC1	3|0|2	5	1.67	3	13|11|11|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-16.60	0.43	0.75	
CTNNA1	Q5SRE5	NUP188	1|0|0	1	0.33	3	10|10|12|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-15.09	0.09	0.75	
CTNNA1	Q5SSJ5	HP1BP3	3|1|2	6	2.00	3	11|14|14|0|0|0|1|0|1	0.00	0.00	0.00	0.00	0.00	-16.46	0.44	0.75	
CTNNA1	Q5SVZ6	ZMYM1	1|0|0	1	0.33	3	8|8|8|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-11.47	0.12	0.75	
CTNNA1	Q5SW79	CEP170	44|32|30	106	35.33	3	86|67|82|1|0|0|3|0|2	0.00	0.00	0.00	0.00	0.00	-50.48	1.32	0.74	
CTNNA1	Q5SWA1	PPP1R15B	1|1|7	9	3.00	3	12|11|15|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-14.95	0.71	0.66	
CTNNA1	Q5SYE7	NHSL1	2|1|0	3	1.00	3	0|0|1|0|0|0|0|0|0	0.31	0.92	0.31	0.92	0.31	-1.93	9.00	0.36	
CTNNA1	Q5T1M5	FKBP15	1|0|0	1	0.33	3	24|30|26|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-38.14	0.04	0.75	
CTNNA1	Q5T3I0	GPATCH4	2|5|2	9	3.00	3	24|20|20|0|0|0|3|3|2	0.00	0.00	0.00	0.00	0.00	-28.01	0.38	0.75	
CTNNA1	Q5T5P2	KIAA1217	65|78|75	218	72.67	3	24|17|22|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	3.92	10.38	0.00	
CTNNA1	Q5T5U3	ARHGAP21	36|43|35	114	38.00	3	14|15|12|0|0|0|0|0|1	0.96	0.98	0.96	0.98	0.96	3.04	8.14	0.01	
CTNNA1	Q5T5Y3	CAMSAP1	4|5|3	12	4.00	3	37|26|31|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-35.42	0.38	0.75	
CTNNA1	Q5T6F2	UBAP2	15|20|19	54	18.00	3	38|39|46|7|14|7|6|12|11	0.00	0.00	0.00	0.00	0.00	-49.50	0.90	0.75	
CTNNA1	Q5T7W7	TSTD2	4|12|6	22	7.33	3	9|8|7|0|0|0|0|0|1	0.27	0.73	0.27	0.73	0.27	-4.65	2.64	0.39	
CTNNA1	Q5T9A4	ATAD3B	2|0|1	3	1.00	3	0|0|0|3|2|1|1|0|1	0.05	0.16	0.05	0.16	0.05	-4.74	1.12	0.57	
CTNNA1	Q5T9S5	CCDC18	1|0|1	2	0.67	3	15|12|10|0|0|0|1|0|0	0.00	0.00	0.00	0.00	0.00	-17.83	0.16	0.75	
CTNNA1	Q5TEC6	H3-2	2|3|3	8	2.67	3	2|1|6|2|5|2|2|3|4	0.00	0.00	0.00	0.00	0.00	-9.11	0.89	0.75	
CTNNA1	Q5TFE4	NT5DC1	1|0|0	1	0.33	3	0|0|0|3|2|0|1|0|1	0.00	0.00	0.00	0.00	0.00	-4.41	0.43	0.75	
CTNNA1	Q5U5X0	LYRM7	2|3|0	5	1.67	3	0|0|1|1|4|0|2|1|2	0.08	0.19	0.08	0.19	0.08	-5.88	1.36	0.54	
CTNNA1	Q5VT06	CEP350	51|47|32	130	43.33	3	58|50|64|0|1|0|5|1|9	0.00	0.00	0.00	0.00	0.00	-28.99	2.07	0.71	
CTNNA1	Q5VT52	RPRD2	2|0|1	3	1.00	3	78|60|69|0|0|0|1|1|3	0.00	0.00	0.00	0.00	0.00	-103.11	0.04	0.75	
CTNNA1	Q5VW36	FOCAD	1|1|2	4	1.33	3	1|3|3|1|2|0|1|0|1	0.01	0.04	0.01	0.04	0.01	-4.72	1.00	0.62	
CTNNA1	Q5VZ89	DENND4C	3|5|6	14	4.67	3	45|24|39|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-41.79	0.39	0.75	
CTNNA1	Q63HN8	RNF213	2|0|0	2	0.67	3	37|37|39|0|0|0|0|0|1	0.00	0.00	0.00	0.00	0.00	-54.75	0.05	0.75	
CTNNA1	Q63ZY3	KANK2	17|26|22	65	21.67	3	31|40|35|0|0|0|5|1|5	0.00	0.00	0.00	0.00	0.00	-21.48	1.67	0.71	
CTNNA1	Q641Q2	WASHC2A	22|23|18	63	21.00	3	89|75|67|0|1|0|0|0|1	0.00	0.00	0.00	0.00	0.00	-65.79	0.81	0.75	
CTNNA1	Q658P3	STEAP3	2|1|3	6	2.00	3	2|6|3|0|0|0|0|0|0	0.12	0.26	0.12	0.26	0.12	-3.87	1.64	0.51	
CTNNA1	Q68CZ2	TNS3	21|13|18	52	17.33	3	51|50|49|0|1|0|0|3|5	0.00	0.00	0.00	0.00	0.00	-43.74	0.98	0.74	
CTNNA1	Q68DQ2	CRYBG3	8|12|11	31	10.33	3	30|36|42|1|2|0|4|0|1	0.00	0.00	0.00	0.00	0.00	-34.65	0.80	0.75	
CTNNA1	Q68EM7	ARHGAP17	3|2|5	10	3.33	3	12|16|13|0|0|0|0|0|1	0.00	0.00	0.00	0.00	0.00	-14.64	0.71	0.70	
CTNNA1	Q69YH5	CDCA2	2|0|1	3	1.00	3	23|28|28|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-37.64	0.11	0.75	
CTNNA1	Q6EEV4	POLR2M	1|0|0	1	0.33	3	1|0|2|0|0|1|0|1|0	0.00	0.00	0.00	0.00	0.00	-3.53	0.60	0.75	
CTNNA1	Q6GMV2	SMYD5	1|4|0	5	1.67	3	0|0|0|2|4|2|2|1|1	0.12	0.36	0.12	0.36	0.12	-6.39	1.25	0.51	
CTNNA1	Q6IBS0	TWF2	4|4|3	11	3.67	3	26|28|26|3|1|2|1|2|3	0.00	0.00	0.00	0.00	0.00	-34.71	0.36	0.75	
CTNNA1	Q6KB66	KRT80	1|0|1	2	0.67	3	5|6|6|2|0|0|1|16|0	0.00	0.00	0.00	0.00	0.00	-16.95	0.17	0.75	
CTNNA1	Q6L8Q7	PDE12	1|1|0	2	0.67	3	0|0|0|1|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-1.93	6.00	0.75	
CTNNA1	Q6NUQ1	RINT1	1|1|1	3	1.00	3	5|5|5|0|0|0|0|0|1	0.00	0.00	0.00	0.00	0.00	-6.10	0.56	0.75	
CTNNA1	Q6NYC8	PPP1R18	2|2|2	6	2.00	3	8|9|12|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-9.10	0.62	0.75	
CTNNA1	Q6NZI2	CAVIN1	1|0|0	1	0.33	3	3|4|3|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-5.10	0.30	0.75	
CTNNA1	Q6P158	DHX57	3|1|1	5	1.67	3	10|8|13|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-11.93	0.48	0.75	
CTNNA1	Q6P161	MRPL54	1|2|0	3	1.00	3	0|0|0|0|2|0|0|2|1	0.12	0.37	0.12	0.37	0.12	-3.56	1.80	0.51	
CTNNA1	Q6P1L5	FAM117B	1|0|0	1	0.33	3	8|5|8|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-9.95	0.14	0.75	
CTNNA1	Q6P1N0	CC2D1A	4|6|3	13	4.33	3	9|5|12|0|0|0|0|0|0	0.03	0.07	0.03	0.07	0.03	-6.35	1.50	0.59	
CTNNA1	Q6P2E9	EDC4	1|3|0	4	1.33	3	25|26|23|0|1|0|1|0|0	0.00	0.00	0.00	0.00	0.00	-36.17	0.16	0.75	
CTNNA1	Q6P2Q9	PRPF8	4|4|5	13	4.33	3	86|85|80|1|1|0|1|1|1	0.00	0.00	0.00	0.00	0.00	-109.07	0.15	0.75	
CTNNA1	Q6P4I2	WDR73	2|1|0	3	1.00	3	0|0|1|1|3|3|4|1|1	0.01	0.02	0.01	0.02	0.01	-7.36	0.64	0.64	
CTNNA1	Q6P5Z2	PKN3	1|0|1	2	0.67	3	58|55|56|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-81.83	0.04	0.75	
CTNNA1	Q6PKG0	LARP1	17|17|21	55	18.33	3	48|57|59|2|5|3|7|4|6	0.00	0.00	0.00	0.00	0.00	-50.31	0.86	0.75	
CTNNA1	Q6PL18	ATAD2	1|0|0	1	0.33	3	8|14|15|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-17.26	0.08	0.75	
CTNNA1	Q6R327	RICTOR	6|8|8	22	7.33	3	34|43|33|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-35.79	0.60	0.75	
CTNNA1	Q6STE5	SMARCD3	2|0|0	2	0.67	3	31|30|28|0|0|1|3|3|5	0.00	0.00	0.00	0.00	0.00	-48.50	0.06	0.75	
CTNNA1	Q6T4R5	NHS	43|56|64	163	54.33	3	20|16|22|0|0|0|0|0|0	0.97	0.98	0.97	0.98	0.97	2.74	8.43	0.01	
CTNNA1	Q6UB35	MTHFD1L	5|4|1	10	3.33	3	2|3|3|9|18|6|4|3|5	0.00	0.00	0.00	0.00	0.00	-22.45	0.57	0.75	
CTNNA1	Q6UWE0	LRSAM1	1|1|3	5	1.67	3	19|18|16|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-21.93	0.28	0.75	
CTNNA1	Q6V0I7	FAT4	1|0|1	2	0.67	3	3|2|2|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-4.46	0.86	0.75	
CTNNA1	Q6WCQ1	MPRIP	15|13|15	43	14.33	3	76|74|71|2|0|1|3|2|5	0.00	0.00	0.00	0.00	0.00	-75.84	0.55	0.75	
CTNNA1	Q6WKZ4	RAB11FIP1	1|0|0	1	0.33	3	11|12|9|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-15.09	0.09	0.75	
CTNNA1	Q6Y7W6	GIGYF2	24|33|25	82	27.33	3	78|79|90|0|0|0|9|15|11	0.00	0.00	0.00	0.00	0.00	-76.00	0.87	0.74	
CTNNA1	Q6YN16	HSDL2	4|3|2	9	3.00	3	1|4|4|0|4|5|3|1|1	0.00	0.01	0.00	0.01	0.00	-7.57	1.17	0.65	
CTNNA1	Q6ZSR9		6|12|9	27	9.00	3	15|11|15|0|0|0|0|0|0	0.04	0.12	0.04	0.12	0.04	-7.72	1.98	0.57	
CTNNA1	Q709C8	VPS13C	2|0|0	2	0.67	3	20|25|28|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-34.61	0.08	0.75	
CTNNA1	Q71RC2	LARP4	1|2|0	3	1.00	3	5|6|11|0|1|0|0|2|0	0.00	0.00	0.00	0.00	0.00	-12.04	0.36	0.75	
CTNNA1	Q71U36	TUBA1A	22|25|14	61	20.33	3	26|24|20|19|27|25|14|15|21	0.00	0.00	0.00	0.00	0.00	-57.14	0.96	0.74	
CTNNA1	Q71UM5	RPS27L	2|2|1	5	1.67	3	1|1|1|3|1|2|2|4|1	0.01	0.01	0.01	0.01	0.01	-6.32	0.94	0.64	
CTNNA1	Q76L83	ASXL2	2|1|1	4	1.33	3	3|2|1|3|1|1|0|1|1	0.01	0.03	0.01	0.03	0.01	-5.12	0.92	0.63	
CTNNA1	Q7KZF4	SND1	28|15|11	54	18.00	3	20|16|28|22|34|26|34|20|31	0.00	0.00	0.00	0.00	0.00	-80.51	0.70	0.74	
CTNNA1	Q7L014	DDX46	11|8|15	34	11.33	3	116|118|126|3|2|4|20|18|25	0.00	0.00	0.00	0.00	0.00	-180.99	0.24	0.75	
CTNNA1	Q7L2E3	DHX30	1|2|1	4	1.33	3	13|8|11|5|7|2|2|0|1	0.00	0.00	0.00	0.00	0.00	-20.55	0.24	0.75	
CTNNA1	Q7L2H7	EIF3M	1|3|0	4	1.33	3	13|11|13|2|1|0|0|0|3	0.00	0.00	0.00	0.00	0.00	-20.52	0.28	0.75	
CTNNA1	Q7L576	CYFIP1	26|20|11	57	19.00	3	6|10|13|0|1|0|0|0|0	0.76	0.95	0.76	0.95	0.76	-0.17	5.70	0.07	
CTNNA1	Q7RTP6	MICAL3	3|3|3	9	3.00	3	21|26|19|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-22.83	0.41	0.75	
CTNNA1	Q7Z2W4	ZC3HAV1	30|35|23	88	29.33	3	62|48|53|15|9|7|9|9|12	0.00	0.00	0.00	0.00	0.00	-54.48	1.18	0.74	
CTNNA1	Q7Z3J2	VPS35L	1|0|0	1	0.33	3	0|0|3|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-2.84	1.00	0.75	
CTNNA1	Q7Z3T8	ZFYVE16	17|23|19	59	19.67	3	58|56|53|0|0|1|2|2|7	0.00	0.00	0.00	0.00	0.00	-45.38	0.99	0.74	
CTNNA1	Q7Z3U7	MON2	2|2|0	4	1.33	3	12|10|16|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-17.78	0.32	0.75	
CTNNA1	Q7Z417	NUFIP2	4|5|8	17	5.67	3	22|19|21|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-19.23	0.82	0.71	
CTNNA1	Q7Z4H7	HAUS6	6|7|9	22	7.33	3	30|27|27|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-24.69	0.79	0.75	
CTNNA1	Q7Z5K2	WAPL	1|0|0	1	0.33	3	34|31|34|0|2|1|1|2|0	0.00	0.00	0.00	0.00	0.00	-50.41	0.03	0.75	
CTNNA1	Q7Z6E9	RBBP6	1|0|1	2	0.67	3	21|21|16|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-27.41	0.10	0.75	
CTNNA1	Q7Z739	YTHDF3	1|1|0	2	0.67	3	7|6|4|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-8.49	0.35	0.75	
