Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	boosted_by
CTNNA1	Q7Z794	KRT77	1|0|0	1	0.33	3	0|0|0|0|2|0|14|0|0	0.00	0.00	0.00	0.00	0.00	-7.64	0.19	0.75	
CTNNA1	Q86TG7	PEG10	3|4|2	9	3.00	3	11|16|11|0|1|0|0|1|0	0.00	0.00	0.00	0.00	0.00	-13.76	0.67	0.75	
CTNNA1	Q86UE4	MTDH	10|9|8	27	9.00	3	26|21|22|0|0|0|3|0|3	0.00	0.00	0.00	0.00	0.00	-18.00	1.08	0.72	
CTNNA1	Q86UP2	KTN1	6|4|10	20	6.67	3	55|56|60|0|2|3|0|2|0	0.00	0.00	0.00	0.00	0.00	-71.94	0.34	0.75	
CTNNA1	Q86UU1	PHLDB1	2|0|0	2	0.67	3	11|10|9|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-14.09	0.20	0.75	
CTNNA1	Q86V48	LUZP1	27|31|27	85	28.33	3	93|92|82|2|3|2|14|10|15	0.00	0.00	0.00	0.00	0.00	-83.81	0.81	0.75	
CTNNA1	Q86V81	ALYREF	6|3|1	10	3.33	3	3|7|3|4|1|2|3|2|2	0.01	0.03	0.01	0.03	0.01	-10.93	1.11	0.62	
CTNNA1	Q86VP6	CAND1	2|0|1	3	1.00	3	4|11|20|0|1|0|0|0|1	0.00	0.00	0.00	0.00	0.00	-17.19	0.24	0.75	
CTNNA1	Q86VW0	SESTD1	1|0|0	1	0.33	3	5|2|2|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-4.48	0.33	0.75	
CTNNA1	Q86W92	PPFIBP1	14|17|14	45	15.00	3	18|25|26|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-8.27	1.96	0.66	
CTNNA1	Q86WB0	ZC3HC1	1|0|0	1	0.33	3	1|3|3|1|3|1|4|1|3	0.00	0.00	0.00	0.00	0.00	-10.12	0.15	0.75	
CTNNA1	Q86X52	CHSY1	1|0|0	1	0.33	3	0|0|0|0|0|0|0|1|0	0.00	0.00	0.00	0.00	0.00	-1.93	3.00	0.75	
CTNNA1	Q86X55	CARM1	1|0|1	2	0.67	3	0|0|0|3|2|1|1|2|1	0.00	0.00	0.00	0.00	0.00	-5.43	0.60	0.75	
CTNNA1	Q86XP3	DDX42	1|2|0	3	1.00	3	53|53|49|0|0|1|2|3|1	0.00	0.00	0.00	0.00	0.00	-78.38	0.06	0.75	
CTNNA1	Q86XT9	TMEM219	3|3|3	9	3.00	3	5|2|5|2|4|3|6|3|4	0.00	0.00	0.00	0.00	0.00	-10.44	0.79	0.75	
CTNNA1	Q86YZ3	HRNR	1|0|0	1	0.33	3	0|0|0|5|0|0|0|3|0	0.00	0.00	0.00	0.00	0.00	-5.08	0.38	0.75	
CTNNA1	Q8IUD2	ERC1	1|1|0	2	0.67	3	22|16|11|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-23.05	0.12	0.75	
CTNNA1	Q8IUR6	CREBRF	1|1|1	3	1.00	3	1|0|0|1|2|1|2|4|1	0.00	0.00	0.00	0.00	0.00	-4.76	0.75	0.75	
CTNNA1	Q8IV08	PLD3	3|2|3	8	2.67	3	1|1|1|8|4|13|4|5|7	0.00	0.00	0.00	0.00	0.00	-16.07	0.55	0.75	
CTNNA1	Q8IVF2	AHNAK2	299|302|285	886	295.33	3	584|573|541|10|6|16|122|114|118	0.00	0.00	0.00	0.00	0.00	-406.86	1.28	0.75	
CTNNA1	Q8IVL1	NAV2	1|0|0	1	0.33	3	3|1|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-3.24	0.75	0.75	
CTNNA1	Q8IVT2	MISP	2|2|3	7	2.33	3	25|27|21|0|0|0|0|0|1	0.00	0.00	0.00	0.00	0.00	-28.80	0.28	0.75	
CTNNA1	Q8IW35	CEP97	6|4|6	16	5.33	3	21|21|23|0|0|0|0|0|1	0.00	0.00	0.00	0.00	0.00	-20.84	0.73	0.75	
CTNNA1	Q8IWC1	MAP7D3	2|5|2	9	3.00	3	20|12|23|2|0|0|0|1|0	0.00	0.00	0.00	0.00	0.00	-21.60	0.47	0.75	
CTNNA1	Q8IWE2	FAM114A1	1|0|1	2	0.67	3	15|18|19|0|0|0|0|2|0	0.00	0.00	0.00	0.00	0.00	-25.45	0.11	0.75	
CTNNA1	Q8IWI9	MGA	6|6|7	19	6.33	3	62|51|56|0|0|0|2|3|3	0.00	0.00	0.00	0.00	0.00	-66.08	0.32	0.75	
CTNNA1	Q8IWZ3	ANKHD1	23|19|15	57	19.00	3	56|63|51|0|0|0|0|2|2	0.00	0.00	0.00	0.00	0.00	-46.47	0.98	0.74	
CTNNA1	Q8IX01	SUGP2	6|10|7	23	7.67	3	85|79|84|0|0|1|17|18|15	0.00	0.00	0.00	0.00	0.00	-123.60	0.23	0.75	
CTNNA1	Q8IX90	SKA3	1|1|0	2	0.67	3	13|11|9|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-15.58	0.18	0.75	
CTNNA1	Q8IXS6	PALM2	4|1|3	8	2.67	3	9|6|9|0|0|0|0|0|0	0.01	0.01	0.01	0.01	0.01	-9.07	1.00	0.64	
CTNNA1	Q8IZ21	PHACTR4	4|8|6	18	6.00	3	8|8|10|0|0|0|0|0|0	0.11	0.26	0.11	0.26	0.11	-4.95	2.08	0.52	
CTNNA1	Q8IZH2	XRN1	7|15|11	33	11.00	3	39|36|37|0|0|0|0|0|1	0.00	0.00	0.00	0.00	0.00	-35.15	0.88	0.73	
CTNNA1	Q8IZP0	ABI1	1|2|0	3	1.00	3	3|1|9|0|0|0|0|0|0	0.02	0.06	0.02	0.06	0.02	-6.31	0.69	0.60	
CTNNA1	Q8N0X7	SPART	9|7|6	22	7.33	3	29|34|30|0|0|0|2|0|1	0.00	0.00	0.00	0.00	0.00	-29.85	0.69	0.75	
CTNNA1	Q8N0Z3	SPICE1	1|0|1	2	0.67	3	6|6|8|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-9.46	0.30	0.75	
CTNNA1	Q8N163	CCAR2	1|0|0	1	0.33	3	51|48|51|0|0|0|6|1|5	0.00	0.00	0.00	0.00	0.00	-78.43	0.02	0.75	
CTNNA1	Q8N1W1	ARHGEF28	1|0|0	1	0.33	3	0|2|1|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-2.76	1.00	0.75	
CTNNA1	Q8N3C0	ASCC3	87|80|91	258	86.00	3	166|153|173|4|3|5|29|29|38	0.00	0.00	0.00	0.00	0.00	-119.33	1.29	0.75	
CTNNA1	Q8N3D4	EHBP1L1	2|1|0	3	1.00	3	6|8|4|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-8.42	0.50	0.75	
CTNNA1	Q8N3V7	SYNPO	4|5|3	12	4.00	3	31|21|30|0|0|0|2|0|2	0.00	0.00	0.00	0.00	0.00	-31.86	0.42	0.75	
CTNNA1	Q8N4C8	MINK1	10|21|17	48	16.00	3	27|22|32|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-17.22	1.78	0.67	
CTNNA1	Q8N5K1	CISD2	2|5|0	7	2.33	3	4|4|6|3|1|2|3|2|1	0.00	0.01	0.00	0.01	0.00	-13.03	0.81	0.65	
CTNNA1	Q8N6T3	ARFGAP1	2|1|1	4	1.33	3	16|15|10|1|2|1|0|0|0	0.00	0.00	0.00	0.00	0.00	-18.18	0.27	0.75	
CTNNA1	Q8N726	CDKN2A	3|2|3	8	2.67	3	5|6|6|0|1|0|0|0|1	0.01	0.02	0.01	0.02	0.01	-5.50	1.26	0.62	
CTNNA1	Q8NBK3	SUMF1	4|2|2	8	2.67	3	0|0|0|6|3|0|2|4|3	0.02	0.07	0.02	0.07	0.02	-5.27	1.33	0.60	
CTNNA1	Q8NBS9	TXNDC5	8|10|10	28	9.33	3	6|8|6|8|10|10|9|7|12	0.00	0.00	0.00	0.00	0.00	-19.61	1.11	0.72	
CTNNA1	Q8NC51	SERBP1	30|22|18	70	23.33	3	29|24|29|23|32|18|16|20|20	0.00	0.00	0.00	0.00	0.00	-58.46	1.00	0.74	
CTNNA1	Q8NDC0	MAPK1IP1L	4|2|3	9	3.00	3	1|1|4|7|7|6|6|6|6	0.00	0.00	0.00	0.00	0.00	-16.47	0.61	0.75	
CTNNA1	Q8NDI1	EHBP1	2|2|3	7	2.33	3	31|22|29|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-32.45	0.26	0.75	
CTNNA1	Q8NDV7	TNRC6A	6|6|6	18	6.00	3	35|28|23|1|0|0|0|0|1	0.00	0.00	0.00	0.00	0.00	-26.44	0.61	0.75	
CTNNA1	Q8NE71	ABCF1	10|14|8	32	10.67	3	15|9|18|1|3|2|1|2|4	0.00	0.01	0.00	0.01	0.00	-10.59	1.75	0.64	
CTNNA1	Q8NEY1	NAV1	9|7|7	23	7.67	3	43|46|49|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-46.03	0.50	0.75	
CTNNA1	Q8NEZ5	FBXO22	9|6|6	21	7.00	3	1|3|6|12|7|14|7|9|9	0.00	0.00	0.00	0.00	0.00	-19.19	0.93	0.72	
CTNNA1	Q8NF91	SYNE1	1|1|2	4	1.33	3	2|4|2|0|1|0|0|0|1	0.03	0.09	0.03	0.09	0.03	-3.79	1.20	0.59	
CTNNA1	Q8NFA0	USP32	1|0|0	1	0.33	3	1|0|1|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-2.33	1.50	0.75	
CTNNA1	Q8NFJ5	GPRC5A	1|2|1	4	1.33	3	2|0|2|0|0|1|0|0|0	0.12	0.37	0.12	0.37	0.12	-1.84	2.40	0.51	
CTNNA1	Q8NG31	KNL1	6|5|4	15	5.00	3	68|67|58|1|0|1|2|0|2	0.00	0.00	0.00	0.00	0.00	-81.82	0.23	0.75	
CTNNA1	Q8NI36	WDR36	11|16|14	41	13.67	3	91|79|95|4|2|6|24|23|22	0.00	0.00	0.00	0.00	0.00	-131.83	0.36	0.75	
CTNNA1	Q8TC07	TBC1D15	2|2|1	5	1.67	3	7|7|11|0|1|1|0|0|1	0.00	0.00	0.00	0.00	0.00	-10.67	0.54	0.75	
CTNNA1	Q8TCJ2	STT3B	1|0|0	1	0.33	3	2|5|3|0|1|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-5.62	0.27	0.75	
CTNNA1	Q8TD19	NEK9	11|11|11	33	11.00	3	15|18|19|0|1|0|3|1|2	0.00	0.00	0.00	0.00	0.00	-8.27	1.68	0.68	
CTNNA1	Q8TDM6	DLG5	14|16|14	44	14.67	3	18|15|19|0|0|0|0|0|0	0.06	0.11	0.06	0.11	0.06	-3.38	2.54	0.56	
CTNNA1	Q8TEU7	RAPGEF6	1|1|0	2	0.67	3	12|11|18|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-19.29	0.15	0.75	
CTNNA1	Q8TEW0	PARD3	23|23|22	68	22.67	3	7|4|8|0|0|0|0|0|0	0.98	0.98	0.98	0.98	0.98	3.77	10.74	0.00	
CTNNA1	Q8TEX9	IPO4	1|0|0	1	0.33	3	1|4|7|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-5.89	0.25	0.75	
CTNNA1	Q8TF72	SHROOM3	16|15|16	47	15.67	3	18|15|16|0|0|0|0|0|0	0.17	0.20	0.17	0.20	0.17	-1.99	2.88	0.47	
CTNNA1	Q8WTW3	COG1	1|1|1	3	1.00	3	45|37|43|1|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-56.53	0.07	0.75	
CTNNA1	Q8WU76	SCFD2	1|2|1	4	1.33	3	11|13|11|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-13.84	0.34	0.75	
CTNNA1	Q8WU90	ZC3H15	4|6|4	14	4.67	3	14|13|11|0|0|1|0|0|1	0.00	0.00	0.00	0.00	0.00	-10.42	1.05	0.68	
CTNNA1	Q8WUF5	PPP1R13L	6|12|13	31	10.33	3	49|38|43|2|1|1|1|0|1	0.00	0.00	0.00	0.00	0.00	-47.38	0.68	0.75	
CTNNA1	Q8WUH6	TMEM263	2|0|2	4	1.33	3	1|0|0|0|0|0|0|0|0	0.61	0.92	0.61	0.92	0.61	-1.93	12.00	0.15	
CTNNA1	Q8WUM0	NUP133	1|0|1	2	0.67	3	18|16|27|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-28.89	0.10	0.75	
CTNNA1	Q8WUM4	PDCD6IP	24|26|23	73	24.33	3	15|16|27|32|34|26|24|23|35	0.00	0.00	0.00	0.00	0.00	-58.80	0.94	0.74	
CTNNA1	Q8WUY3	PRUNE2	20|13|22	55	18.33	3	85|81|92|0|0|0|3|0|1	0.00	0.00	0.00	0.00	0.00	-88.22	0.63	0.75	
CTNNA1	Q8WUZ0	BCL7C	1|1|0	2	0.67	3	0|2|2|4|3|4|2|2|2	0.00	0.00	0.00	0.00	0.00	-10.61	0.29	0.75	
CTNNA1	Q8WVV9	HNRNPLL	5|6|2	13	4.33	3	1|3|2|6|6|9|6|3|6	0.00	0.00	0.00	0.00	0.00	-15.51	0.93	0.69	
CTNNA1	Q8WW01	TSEN15	1|1|0	2	0.67	3	0|0|0|1|2|1|0|0|1	0.00	0.00	0.00	0.00	0.00	-3.53	1.20	0.75	
CTNNA1	Q8WWC4	MAIP1	1|1|0	2	0.67	3	2|4|1|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-4.54	0.86	0.75	
CTNNA1	Q8WWI1	LMO7	14|12|12	38	12.67	3	63|64|50|0|0|0|1|1|1	0.00	0.00	0.00	0.00	0.00	-54.27	0.63	0.75	
CTNNA1	Q8WWM7	ATXN2L	9|9|6	24	8.00	3	42|39|43|7|7|2|6|9|3	0.00	0.00	0.00	0.00	0.00	-57.68	0.46	0.75	
CTNNA1	Q8WX93	PALLD	26|24|15	65	21.67	3	32|30|34|28|31|23|19|17|23	0.00	0.00	0.00	0.00	0.00	-74.92	0.82	0.75	
CTNNA1	Q8WXA9	SREK1	1|0|0	1	0.33	3	0|2|1|1|2|1|2|2|2	0.00	0.00	0.00	0.00	0.00	-6.90	0.23	0.75	
CTNNA1	Q8WXE0	CASKIN2	1|1|1	3	1.00	3	0|0|3|1|1|0|1|1|1	0.00	0.00	0.00	0.00	0.00	-3.12	1.12	0.75	
CTNNA1	Q8WXG6	MADD	3|1|4	8	2.67	3	39|35|34|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-47.83	0.22	0.75	
CTNNA1	Q8WYP5	AHCTF1	3|1|1	5	1.67	3	58|68|58|0|0|0|3|2|3	0.00	0.00	0.00	0.00	0.00	-88.76	0.08	0.75	
CTNNA1	Q92572	AP3S1	3|2|1	6	2.00	3	2|2|2|0|0|0|0|0|0	0.28	0.54	0.28	0.54	0.28	-2.20	3.00	0.39	
CTNNA1	Q92598	HSPH1	28|20|16	64	21.33	3	28|28|46|17|25|18|20|16|16	0.00	0.00	0.00	0.00	0.00	-62.66	0.90	0.74	
CTNNA1	Q92616	GCN1	3|7|4	14	4.67	3	73|64|79|0|0|0|0|1|0	0.00	0.00	0.00	0.00	0.00	-93.56	0.19	0.75	
CTNNA1	Q92620	DHX38	1|0|0	1	0.33	3	39|53|47|0|0|0|2|1|0	0.00	0.00	0.00	0.00	0.00	-68.53	0.02	0.75	
CTNNA1	Q92688	ANP32B	1|1|2	4	1.33	3	0|2|1|4|2|1|2|1|2	0.00	0.01	0.00	0.01	0.00	-5.92	0.80	0.65	
CTNNA1	Q92747	ARPC1A	1|0|0	1	0.33	3	0|0|1|2|1|2|0|1|1	0.00	0.00	0.00	0.00	0.00	-4.73	0.38	0.75	
CTNNA1	Q92797	SYMPK	7|5|5	17	5.67	3	157|159|163|4|4|3|11|12|17	0.00	0.00	0.00	0.00	0.00	-238.69	0.10	0.75	
CTNNA1	Q92841	DDX17	15|11|6	32	10.67	3	15|16|13|22|12|10|19|14|13	0.00	0.00	0.00	0.00	0.00	-48.07	0.72	0.74	
CTNNA1	Q92844	TANK	2|0|1	3	1.00	3	5|4|4|0|0|0|0|0|0	0.01	0.04	0.01	0.04	0.01	-6.56	0.69	0.61	
CTNNA1	Q92900	UPF1	23|36|36	95	31.67	3	78|61|83|1|5|2|2|2|3	0.00	0.00	0.00	0.00	0.00	-59.20	1.20	0.74	
CTNNA1	Q92922	SMARCC1	3|0|0	3	1.00	3	18|18|20|1|0|2|1|0|1	0.00	0.00	0.00	0.00	0.00	-29.05	0.15	0.75	
CTNNA1	Q92945	KHSRP	16|17|23	56	18.67	3	21|23|32|17|15|18|15|13|21	0.00	0.00	0.00	0.00	0.00	-46.83	0.96	0.74	
CTNNA1	Q92973	TNPO1	24|27|25	76	25.33	3	63|57|60|2|7|12|14|3|8	0.00	0.00	0.00	0.00	0.00	-53.58	1.01	0.74	
CTNNA1	Q93052	LPP	17|24|14	55	18.33	3	18|19|29|5|12|5|8|6|5	0.00	0.00	0.00	0.00	0.00	-22.30	1.54	0.71	
CTNNA1	Q96A19	CCDC102A	1|5|3	9	3.00	3	7|16|11|0|1|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-13.81	0.77	0.68	
CTNNA1	Q96A49	SYAP1	9|22|9	40	13.33	3	27|24|24|0|0|0|0|1|1	0.00	0.01	0.00	0.01	0.00	-17.19	1.56	0.64	
CTNNA1	Q96A65	EXOC4	2|1|3	6	2.00	3	31|30|37|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-43.12	0.18	0.75	
CTNNA1	Q96A72	MAGOHB	1|0|0	1	0.33	3	3|2|4|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-4.58	0.33	0.75	
CTNNA1	Q96AB3	ISOC2	3|1|0	4	1.33	3	0|0|0|2|2|2|3|5|2	0.01	0.04	0.01	0.04	0.01	-8.27	0.75	0.62	
CTNNA1	Q96AC1	FERMT2	21|21|27	69	23.00	3	23|23|24|4|7|2|5|5|4	0.00	0.00	0.00	0.00	0.00	-10.83	2.13	0.67	
CTNNA1	Q96AG4	LRRC59	2|0|2	4	1.33	3	0|1|1|0|1|3|0|0|1	0.14	0.21	0.14	0.21	0.14	-4.33	1.71	0.49	
CTNNA1	Q96BN8	OTULIN	1|1|0	2	0.67	3	0|0|1|2|6|1|2|0|0	0.00	0.00	0.00	0.00	0.00	-6.11	0.50	0.75	
CTNNA1	Q96C19	EFHD2	2|4|1	7	2.33	3	4|6|5|0|0|0|0|0|0	0.08	0.21	0.08	0.21	0.08	-5.61	1.40	0.55	
CTNNA1	Q96C24	SYTL4	49|50|51	150	50.00	3	41|33|36|1|1|1|5|4|9	0.16	0.21	0.16	0.21	0.16	-2.03	3.44	0.47	
CTNNA1	Q96DE5	ANAPC16	1|1|0	2	0.67	3	2|2|2|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-3.99	1.00	0.75	
CTNNA1	Q96DG6	CMBL	4|5|4	13	4.33	3	0|0|1|4|3|2|2|2|5	0.07	0.14	0.07	0.14	0.07	-3.12	2.05	0.55	
CTNNA1	Q96DT7	ZBTB10	2|0|0	2	0.67	3	1|3|0|0|1|0|0|2|0	0.08	0.23	0.08	0.23	0.08	-4.41	0.86	0.55	
CTNNA1	Q96EA4	SPDL1	2|3|3	8	2.67	3	24|32|27|0|0|0|1|0|0	0.00	0.00	0.00	0.00	0.00	-33.43	0.29	0.75	
CTNNA1	Q96EI5	TCEAL4	1|0|0	1	0.33	3	4|5|2|0|1|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-6.11	0.25	0.75	
CTNNA1	Q96EK4	THAP11	1|1|0	2	0.67	3	2|1|0|0|1|0|0|2|0	0.00	0.00	0.00	0.00	0.00	-3.90	1.00	0.75	
CTNNA1	Q96EP5	DAZAP1	1|0|0	1	0.33	3	0|2|2|2|2|2|1|1|1	0.00	0.00	0.00	0.00	0.00	-6.90	0.23	0.75	
CTNNA1	Q96F86	EDC3	16|25|18	59	19.67	3	49|48|46|1|0|1|4|1|5	0.00	0.00	0.00	0.00	0.00	-37.36	1.14	0.73	
CTNNA1	Q96FJ0	STAMBPL1	2|1|2	5	1.67	3	8|4|9|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-7.66	0.71	0.75	
CTNNA1	Q96FW1	OTUB1	14|12|10	36	12.00	3	2|2|6|17|11|10|12|14|9	0.00	0.00	0.00	0.00	0.00	-19.02	1.30	0.71	
CTNNA1	Q96G01	BICD1	1|3|2	6	2.00	3	10|11|15|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-13.99	0.50	0.75	
CTNNA1	Q96H20	SNF8	3|3|2	8	2.67	3	3|8|9|0|0|0|0|0|0	0.01	0.02	0.01	0.02	0.01	-5.64	1.20	0.62	
CTNNA1	Q96HC4	PDLIM5	11|15|10	36	12.00	3	28|23|21|3|6|2|5|4|3	0.00	0.00	0.00	0.00	0.00	-23.14	1.14	0.72	
CTNNA1	Q96HE7	ERO1A	2|3|1	6	2.00	3	0|1|2|4|17|5|12|7|9	0.00	0.00	0.00	0.00	0.00	-24.19	0.32	0.75	
CTNNA1	Q96I24	FUBP3	2|0|2	4	1.33	3	12|14|14|2|0|0|0|0|2	0.00	0.00	0.00	0.00	0.00	-20.95	0.27	0.75	
CTNNA1	Q96I99	SUCLG2	4|2|0	6	2.00	3	0|0|1|4|5|2|6|2|3	0.00	0.01	0.00	0.01	0.00	-11.46	0.78	0.65	
CTNNA1	Q96II8	LRCH3	1|0|0	1	0.33	3	1|9|8|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-8.26	0.17	0.75	
CTNNA1	Q96IX5	ATP5MK	3|3|4	10	3.33	3	2|4|4|3|2|3|5|4|2	0.00	0.00	0.00	0.00	0.00	-8.46	1.03	0.68	
CTNNA1	Q96J01	THOC3	4|2|1	7	2.33	3	0|3|2|3|4|3|2|5|6	0.00	0.00	0.00	0.00	0.00	-11.39	0.75	0.68	
CTNNA1	Q96J84	KIRREL1	3|1|2	6	2.00	3	2|2|2|0|0|0|0|0|0	0.28	0.54	0.28	0.54	0.28	-2.20	3.00	0.39	
CTNNA1	Q96JQ2	CLMN	1|0|0	1	0.33	3	1|1|1|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-2.73	1.00	0.75	
CTNNA1	Q96L93	KIF16B	1|1|1	3	1.00	3	7|10|10|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-10.06	0.33	0.75	
CTNNA1	Q96N67	DOCK7	38|41|47	126	42.00	3	98|121|122|1|0|2|0|1|0	0.00	0.00	0.00	0.00	0.00	-79.33	1.10	0.75	
CTNNA1	Q96P70	IPO9	15|12|15	42	14.00	3	17|16|14|1|2|2|1|1|1	0.02	0.03	0.02	0.03	0.02	-6.06	2.29	0.60	
CTNNA1	Q96PY5	FMNL2	1|0|1	2	0.67	3	0|0|1|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-1.93	6.00	0.75	
CTNNA1	Q96PY6	NEK1	1|2|1	4	1.33	3	14|16|11|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-16.38	0.29	0.75	
CTNNA1	Q96PZ0	PUS7	1|1|0	2	0.67	3	8|8|6|3|2|0|1|1|0	0.00	0.00	0.00	0.00	0.00	-13.97	0.21	0.75	
CTNNA1	Q96QD5	DEPDC7	17|15|15	47	15.67	3	8|11|11|0|0|0|0|0|0	0.79	0.83	0.79	0.83	0.79	1.23	4.70	0.06	
CTNNA1	Q96QD8	SLC38A2	1|1|0	2	0.67	3	1|0|2|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-2.76	2.00	0.75	
CTNNA1	Q96QR8	PURB	1|0|0	1	0.33	3	1|0|1|0|1|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-2.73	1.00	0.75	
CTNNA1	Q96R06	SPAG5	12|8|12	32	10.67	3	33|36|45|0|0|0|3|1|3	0.00	0.00	0.00	0.00	0.00	-36.71	0.79	0.75	
CTNNA1	Q96RQ3	MCCC1	186|191|212	589	196.33	3	121|114|130|231|309|236|248|223|268	0.00	0.00	0.00	0.00	0.00	-467.53	0.94	0.75	
CTNNA1	Q96RT1	ERBIN	177|177|179	533	177.67	3	88|84|86|0|0|0|2|2|3	0.96	0.96	0.96	0.96	0.96	3.28	6.03	0.01	
CTNNA1	Q96S66	CLCC1	1|0|0	1	0.33	3	0|0|2|0|0|0|0|2|0	0.00	0.00	0.00	0.00	0.00	-3.20	0.75	0.75	
CTNNA1	Q96SB4	SRPK1	2|0|0	2	0.67	3	3|2|4|1|0|0|0|0|2	0.02	0.05	0.02	0.05	0.02	-6.30	0.50	0.61	
CTNNA1	Q96SN8	CDK5RAP2	2|11|7	20	6.67	3	67|63|65|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-86.40	0.31	0.75	
CTNNA1	Q96ST8	CEP89	1|0|1	2	0.67	3	0|0|1|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-1.93	6.00	0.75	
CTNNA1	Q96SU4	OSBPL9	1|1|0	2	0.67	3	1|7|2|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-4.80	0.60	0.75	
CTNNA1	Q96T51	RUFY1	3|3|3	9	3.00	3	19|18|16|0|0|1|1|1|0	0.00	0.00	0.00	0.00	0.00	-18.56	0.48	0.75	
CTNNA1	Q96T88	UHRF1	1|2|0	3	1.00	3	1|1|2|1|1|3|4|3|1	0.00	0.01	0.00	0.01	0.00	-8.76	0.53	0.66	
CTNNA1	Q96TA1	NIBAN2	10|13|15	38	12.67	3	30|20|32|0|0|0|1|1|3	0.00	0.00	0.00	0.00	0.00	-19.62	1.31	0.71	
CTNNA1	Q99439	CNN2	3|4|3	10	3.33	3	9|12|11|3|4|4|1|2|5	0.00	0.00	0.00	0.00	0.00	-17.16	0.59	0.75	
CTNNA1	Q99460	PSMD1	1|2|0	3	1.00	3	4|5|3|2|1|1|0|0|2	0.00	0.00	0.00	0.00	0.00	-9.02	0.50	0.75	
CTNNA1	Q99497	PARK7	16|17|17	50	16.67	3	1|6|10|20|39|29|23|27|22	0.00	0.00	0.00	0.00	0.00	-46.93	0.85	0.75	
CTNNA1	Q99569	PKP4	19|15|8	42	14.00	3	0|0|1|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	12.51	126.00	0.00	
CTNNA1	Q99613	EIF3C	11|8|13	32	10.67	3	27|36|35|3|1|4|4|3|5	0.00	0.00	0.00	0.00	0.00	-35.61	0.81	0.75	
CTNNA1	Q99614	TTC1	1|2|0	3	1.00	3	5|5|8|0|0|1|0|0|0	0.00	0.00	0.00	0.00	0.00	-9.01	0.47	0.75	
CTNNA1	Q99615	DNAJC7	1|2|1	4	1.33	3	1|3|6|1|1|2|1|1|3	0.00	0.00	0.00	0.00	0.00	-7.43	0.63	0.75	
CTNNA1	Q99707	MTR	3|2|4	9	3.00	3	42|37|39|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-49.37	0.23	0.75	
CTNNA1	Q99714	HSD17B10	21|24|8	53	17.67	3	7|11|13|20|17|20|25|18|17	0.00	0.00	0.00	0.00	0.00	-49.84	1.07	0.73	
CTNNA1	Q99729	HNRNPAB	4|8|3	15	5.00	3	4|7|5|7|11|6|5|11|7	0.00	0.00	0.00	0.00	0.00	-22.75	0.71	0.71	
CTNNA1	Q99733	NAP1L4	2|3|4	9	3.00	3	7|7|9|0|0|0|0|0|0	0.01	0.02	0.01	0.02	0.01	-6.96	1.17	0.63	
